accuracy,alpha,embed_dim,hidden_dim,iteration,learning_rate,max_iter,train_vocab_size,trial
0.019230769230769232,1e-05,2,2,30,0.0001,150,50,4
0.019230769230769232,1e-05,2,2,40,0.0001,150,50,4
0.057692307692307696,1e-05,2,2,50,0.0001,150,50,4
0.019230769230769232,1e-05,2,2,60,0.0001,150,50,4
0.038461538461538464,1e-05,2,2,70,0.0001,150,50,4
0.019230769230769232,1e-05,2,2,80,0.0001,150,50,4
0.0,1e-05,2,2,90,0.0001,150,50,4
0.038461538461538464,1e-05,2,2,100,0.0001,150,50,4
0.019230769230769232,1e-05,2,2,110,0.0001,150,50,4
0.038461538461538464,1e-05,2,2,120,0.0001,150,50,4
0.019230769230769232,1e-05,2,2,130,0.0001,150,50,4
0.019230769230769232,1e-05,2,2,140,0.0001,150,50,4
0.019230769230769232,1e-05,2,2,150,0.0001,150,50,4
0.0,1e-05,2,2,10,0.0001,150,50,5
0.0,1e-05,2,2,20,0.0001,150,50,5
0.0,1e-05,2,2,30,0.0001,150,50,5
0.0,1e-05,2,2,40,0.0001,150,50,5
0.0,1e-05,2,2,50,0.0001,150,50,5
0.0,1e-05,2,2,60,0.0001,150,50,5
0.0,1e-05,2,2,70,0.0001,150,50,5
0.0,1e-05,2,2,80,0.0001,150,50,5
0.0,1e-05,2,2,90,0.0001,150,50,5
0.019230769230769232,1e-05,2,2,100,0.0001,150,50,5
0.0,1e-05,2,2,110,0.0001,150,50,5
0.0,1e-05,2,2,120,0.0001,150,50,5
0.0,1e-05,2,2,130,0.0001,150,50,5
0.0,1e-05,2,2,140,0.0001,150,50,5
0.0,1e-05,2,2,150,0.0001,150,50,5
0.0,1e-05,2,2,10,0.0001,150,50,6
0.0,1e-05,2,2,20,0.0001,150,50,6
0.0,1e-05,2,2,30,0.0001,150,50,6
0.0,1e-05,2,2,40,0.0001,150,50,6
0.019230769230769232,1e-05,2,2,50,0.0001,150,50,6
0.019230769230769232,1e-05,2,2,60,0.0001,150,50,6
0.019230769230769232,1e-05,2,2,70,0.0001,150,50,6
0.038461538461538464,1e-05,2,2,80,0.0001,150,50,6
0.019230769230769232,1e-05,2,2,90,0.0001,150,50,6
0.038461538461538464,1e-05,2,2,100,0.0001,150,50,6
0.019230769230769232,1e-05,2,2,110,0.0001,150,50,6
0.0,1e-05,2,2,120,0.0001,150,50,6
0.0,1e-05,2,2,130,0.0001,150,50,6
0.0,1e-05,2,2,140,0.0001,150,50,6
0.0,1e-05,2,2,150,0.0001,150,50,6
0.0,1e-05,2,2,10,0.0001,150,50,7
0.0,1e-05,2,2,20,0.0001,150,50,7
0.0,1e-05,2,2,30,0.0001,150,50,7
0.0,1e-05,2,2,40,0.0001,150,50,7
0.0,1e-05,2,2,50,0.0001,150,50,7
0.0,1e-05,2,2,60,0.0001,150,50,7
0.0,1e-05,2,2,70,0.0001,150,50,7
0.0,1e-05,2,2,80,0.0001,150,50,7
0.0,1e-05,2,2,90,0.0001,150,50,7
0.0,1e-05,2,2,100,0.0001,150,50,7
0.0,1e-05,2,2,110,0.0001,150,50,7
0.0,1e-05,2,2,120,0.0001,150,50,7
0.0,1e-05,2,2,130,0.0001,150,50,7
0.0,1e-05,2,2,140,0.0001,150,50,7
0.0,1e-05,2,2,150,0.0001,150,50,7
0.0,1e-05,2,2,10,0.0001,150,50,8
0.0,1e-05,2,2,20,0.0001,150,50,8
0.0,1e-05,2,2,30,0.0001,150,50,8
0.0,1e-05,2,2,40,0.0001,150,50,8
0.0,1e-05,2,2,50,0.0001,150,50,8
0.0,1e-05,2,2,60,0.0001,150,50,8
0.0,1e-05,2,2,70,0.0001,150,50,8
0.0,1e-05,2,2,80,0.0001,150,50,8
0.038461538461538464,1e-05,2,2,90,0.0001,150,50,8
0.038461538461538464,1e-05,2,2,100,0.0001,150,50,8
0.038461538461538464,1e-05,2,2,110,0.0001,150,50,8
0.038461538461538464,1e-05,2,2,120,0.0001,150,50,8
0.019230769230769232,1e-05,2,2,130,0.0001,150,50,8
0.019230769230769232,1e-05,2,2,140,0.0001,150,50,8
0.019230769230769232,1e-05,2,2,150,0.0001,150,50,8
0.0,1e-05,2,2,10,0.0001,150,50,9
0.0,1e-05,2,2,20,0.0001,150,50,9
0.0,1e-05,2,2,30,0.0001,150,50,9
0.0,1e-05,2,2,40,0.0001,150,50,9
0.0,1e-05,2,2,50,0.0001,150,50,9
0.019230769230769232,1e-05,2,2,60,0.0001,150,50,9
0.019230769230769232,1e-05,2,2,70,0.0001,150,50,9
0.0,1e-05,2,2,80,0.0001,150,50,9
0.019230769230769232,1e-05,2,2,90,0.0001,150,50,9
0.0,1e-05,2,2,100,0.0001,150,50,9
0.07692307692307693,1e-05,2,2,110,0.0001,150,50,9
0.0,1e-05,2,2,120,0.0001,150,50,9
0.0,1e-05,2,2,130,0.0001,150,50,9
0.038461538461538464,1e-05,2,2,140,0.0001,150,50,9
0.038461538461538464,1e-05,2,2,150,0.0001,150,50,9
0.0,1e-05,2,2,10,0.0001,150,50,10
0.0,1e-05,2,2,20,0.0001,150,50,10
0.0,1e-05,2,2,30,0.0001,150,50,10
0.019230769230769232,1e-05,2,2,40,0.0001,150,50,10
0.019230769230769232,1e-05,2,2,50,0.0001,150,50,10
0.019230769230769232,1e-05,2,2,60,0.0001,150,50,10
0.0,1e-05,2,2,70,0.0001,150,50,10
0.038461538461538464,1e-05,2,2,80,0.0001,150,50,10
0.038461538461538464,1e-05,2,2,90,0.0001,150,50,10
0.038461538461538464,1e-05,2,2,100,0.0001,150,50,10
0.038461538461538464,1e-05,2,2,110,0.0001,150,50,10
0.038461538461538464,1e-05,2,2,120,0.0001,150,50,10
0.019230769230769232,1e-05,2,2,130,0.0001,150,50,10
0.019230769230769232,1e-05,2,2,140,0.0001,150,50,10
0.019230769230769232,1e-05,2,2,150,0.0001,150,50,10
0.0,1e-05,2,2,10,0.0001,150,50,11
0.019230769230769232,1e-05,2,2,20,0.0001,150,50,11
0.0,1e-05,2,2,30,0.0001,150,50,11
0.0,1e-05,2,2,40,0.0001,150,50,11
0.0,1e-05,2,2,50,0.0001,150,50,11
0.0,1e-05,2,2,60,0.0001,150,50,11
0.0,1e-05,2,2,70,0.0001,150,50,11
0.0,1e-05,2,2,80,0.0001,150,50,11
0.0,1e-05,2,2,90,0.0001,150,50,11
0.0,1e-05,2,2,100,0.0001,150,50,11
0.0,1e-05,2,2,110,0.0001,150,50,11
0.019230769230769232,1e-05,2,2,120,0.0001,150,50,11
0.0,1e-05,2,2,130,0.0001,150,50,11
0.0,1e-05,2,2,140,0.0001,150,50,11
0.0,1e-05,2,2,150,0.0001,150,50,11
0.0,1e-05,2,2,10,0.0001,150,50,12
0.0,1e-05,2,2,20,0.0001,150,50,12
0.0,1e-05,2,2,30,0.0001,150,50,12
0.0,1e-05,2,2,40,0.0001,150,50,12
0.0,1e-05,2,2,50,0.0001,150,50,12
0.0,1e-05,2,2,60,0.0001,150,50,12
0.0,1e-05,2,2,70,0.0001,150,50,12
0.0,1e-05,2,2,80,0.0001,150,50,12
0.0,1e-05,2,2,90,0.0001,150,50,12
0.0,1e-05,2,2,100,0.0001,150,50,12
0.019230769230769232,1e-05,2,2,110,0.0001,150,50,12
0.019230769230769232,1e-05,2,2,120,0.0001,150,50,12
0.0,1e-05,2,2,130,0.0001,150,50,12
0.0,1e-05,2,2,140,0.0001,150,50,12
0.019230769230769232,1e-05,2,2,150,0.0001,150,50,12
0.0,1e-05,2,2,10,0.0001,150,50,13
0.0,1e-05,2,2,20,0.0001,150,50,13
0.0,1e-05,2,2,30,0.0001,150,50,13
0.0,1e-05,2,2,40,0.0001,150,50,13
0.0,1e-05,2,2,50,0.0001,150,50,13
0.0,1e-05,2,2,60,0.0001,150,50,13
0.0,1e-05,2,2,70,0.0001,150,50,13
0.0,1e-05,2,2,80,0.0001,150,50,13
0.0,1e-05,2,2,90,0.0001,150,50,13
0.019230769230769232,1e-05,2,2,100,0.0001,150,50,13
0.038461538461538464,1e-05,2,2,110,0.0001,150,50,13
0.019230769230769232,1e-05,2,2,120,0.0001,150,50,13
0.019230769230769232,1e-05,2,2,130,0.0001,150,50,13
0.019230769230769232,1e-05,2,2,140,0.0001,150,50,13
0.038461538461538464,1e-05,2,2,150,0.0001,150,50,13
0.0,1e-05,2,2,10,0.0001,150,50,14
0.0,1e-05,2,2,20,0.0001,150,50,14
0.0,1e-05,2,2,30,0.0001,150,50,14
0.0,1e-05,2,2,40,0.0001,150,50,14
0.0,1e-05,2,2,50,0.0001,150,50,14
0.0,1e-05,2,2,60,0.0001,150,50,14
0.019230769230769232,1e-05,2,2,70,0.0001,150,50,14
0.038461538461538464,1e-05,2,2,80,0.0001,150,50,14
0.0,1e-05,2,2,90,0.0001,150,50,14
0.0,1e-05,2,2,100,0.0001,150,50,14
0.0,1e-05,2,2,110,0.0001,150,50,14
0.019230769230769232,1e-05,2,2,120,0.0001,150,50,14
0.0,1e-05,2,2,130,0.0001,150,50,14
0.0,1e-05,2,2,140,0.0001,150,50,14
0.019230769230769232,1e-05,2,2,150,0.0001,150,50,14
0.0,1e-05,2,2,10,0.0001,150,50,15
0.0,1e-05,2,2,20,0.0001,150,50,15
0.0,1e-05,2,2,30,0.0001,150,50,15
0.0,1e-05,2,2,40,0.0001,150,50,15
0.019230769230769232,1e-05,2,2,50,0.0001,150,50,15
0.038461538461538464,1e-05,2,2,60,0.0001,150,50,15
0.019230769230769232,1e-05,2,2,70,0.0001,150,50,15
0.019230769230769232,1e-05,2,2,80,0.0001,150,50,15
0.019230769230769232,1e-05,2,2,90,0.0001,150,50,15
0.038461538461538464,1e-05,2,2,100,0.0001,150,50,15
0.038461538461538464,1e-05,2,2,110,0.0001,150,50,15
0.038461538461538464,1e-05,2,2,120,0.0001,150,50,15
0.038461538461538464,1e-05,2,2,130,0.0001,150,50,15
0.038461538461538464,1e-05,2,2,140,0.0001,150,50,15
0.038461538461538464,1e-05,2,2,150,0.0001,150,50,15
0.0,1e-05,2,2,10,0.0001,150,50,16
0.0,1e-05,2,2,20,0.0001,150,50,16
0.0,1e-05,2,2,30,0.0001,150,50,16
0.0,1e-05,2,2,40,0.0001,150,50,16
0.019230769230769232,1e-05,2,2,50,0.0001,150,50,16
0.0,1e-05,2,2,60,0.0001,150,50,16
0.0,1e-05,2,2,70,0.0001,150,50,16
0.0,1e-05,2,2,80,0.0001,150,50,16
0.019230769230769232,1e-05,2,2,90,0.0001,150,50,16
0.019230769230769232,1e-05,2,2,100,0.0001,150,50,16
0.019230769230769232,1e-05,2,2,110,0.0001,150,50,16
0.019230769230769232,1e-05,2,2,120,0.0001,150,50,16
0.019230769230769232,1e-05,2,2,130,0.0001,150,50,16
0.038461538461538464,1e-05,2,2,140,0.0001,150,50,16
0.019230769230769232,1e-05,2,2,150,0.0001,150,50,16
0.0,1e-05,2,2,10,0.0001,150,50,17
0.0,1e-05,2,2,20,0.0001,150,50,17
0.0,1e-05,2,2,30,0.0001,150,50,17
0.0,1e-05,2,2,40,0.0001,150,50,17
0.0,1e-05,2,2,50,0.0001,150,50,17
0.0,1e-05,2,2,60,0.0001,150,50,17
0.0,1e-05,2,2,70,0.0001,150,50,17
0.0,1e-05,2,2,80,0.0001,150,50,17
0.0,1e-05,2,2,90,0.0001,150,50,17
0.0,1e-05,2,2,100,0.0001,150,50,17
0.0,1e-05,2,2,110,0.0001,150,50,17
0.0,1e-05,2,2,120,0.0001,150,50,17
0.0,1e-05,2,2,130,0.0001,150,50,17
0.019230769230769232,1e-05,2,2,140,0.0001,150,50,17
0.019230769230769232,1e-05,2,2,150,0.0001,150,50,17
0.0,1e-05,2,2,10,0.0001,150,50,18
0.0,1e-05,2,2,20,0.0001,150,50,18
0.019230769230769232,1e-05,2,2,30,0.0001,150,50,18
0.0,1e-05,2,2,40,0.0001,150,50,18
0.0,1e-05,2,2,50,0.0001,150,50,18
0.0,1e-05,2,2,60,0.0001,150,50,18
0.0,1e-05,2,2,70,0.0001,150,50,18
0.0,1e-05,2,2,80,0.0001,150,50,18
0.019230769230769232,1e-05,2,2,90,0.0001,150,50,18
0.019230769230769232,1e-05,2,2,100,0.0001,150,50,18
0.019230769230769232,1e-05,2,2,110,0.0001,150,50,18
0.038461538461538464,1e-05,2,2,120,0.0001,150,50,18
0.038461538461538464,1e-05,2,2,130,0.0001,150,50,18
0.019230769230769232,1e-05,2,2,140,0.0001,150,50,18
0.019230769230769232,1e-05,2,2,150,0.0001,150,50,18
0.0,1e-05,2,2,10,0.0001,150,50,19
0.0,1e-05,2,2,20,0.0001,150,50,19
0.0,1e-05,2,2,30,0.0001,150,50,19
0.0,1e-05,2,2,40,0.0001,150,50,19
0.0,1e-05,2,2,50,0.0001,150,50,19
0.0,1e-05,2,2,60,0.0001,150,50,19
0.0,1e-05,2,2,70,0.0001,150,50,19
0.0,1e-05,2,2,80,0.0001,150,50,19
0.0,1e-05,2,2,90,0.0001,150,50,19
0.0,1e-05,2,2,100,0.0001,150,50,19
0.0,1e-05,2,2,110,0.0001,150,50,19
0.0,1e-05,2,2,120,0.0001,150,50,19
0.0,1e-05,2,2,130,0.0001,150,50,19
0.0,1e-05,2,2,140,0.0001,150,50,19
0.0,1e-05,2,2,150,0.0001,150,50,19
0.0,1e-05,2,2,10,0.0001,150,50,20
0.0,1e-05,2,2,20,0.0001,150,50,20
0.0,1e-05,2,2,30,0.0001,150,50,20
0.0,1e-05,2,2,40,0.0001,150,50,20
0.0,1e-05,2,2,50,0.0001,150,50,20
0.019230769230769232,1e-05,2,2,60,0.0001,150,50,20
0.019230769230769232,1e-05,2,2,70,0.0001,150,50,20
0.019230769230769232,1e-05,2,2,80,0.0001,150,50,20
0.019230769230769232,1e-05,2,2,90,0.0001,150,50,20
0.038461538461538464,1e-05,2,2,100,0.0001,150,50,20
0.019230769230769232,1e-05,2,2,110,0.0001,150,50,20
0.019230769230769232,1e-05,2,2,120,0.0001,150,50,20
0.019230769230769232,1e-05,2,2,130,0.0001,150,50,20
0.038461538461538464,1e-05,2,2,140,0.0001,150,50,20
0.038461538461538464,1e-05,2,2,150,0.0001,150,50,20
0.0,1e-05,2,2,10,0.001,150,50,1
0.0,1e-05,2,2,20,0.001,150,50,1
0.0,1e-05,2,2,30,0.001,150,50,1
0.0,1e-05,2,2,40,0.001,150,50,1
0.0,1e-05,2,2,50,0.001,150,50,1
0.0,1e-05,2,2,60,0.001,150,50,1
0.0,1e-05,2,2,70,0.001,150,50,1
0.0,1e-05,2,2,80,0.001,150,50,1
0.0,1e-05,2,2,90,0.001,150,50,1
0.0,1e-05,2,2,100,0.001,150,50,1
0.0,1e-05,2,2,110,0.001,150,50,1
0.0,1e-05,2,2,120,0.001,150,50,1
0.0,1e-05,2,2,130,0.001,150,50,1
0.019230769230769232,1e-05,2,2,140,0.001,150,50,1
0.019230769230769232,1e-05,2,2,150,0.001,150,50,1
0.0,1e-05,2,2,10,0.001,150,50,2
0.0,1e-05,2,2,20,0.001,150,50,2
0.0,1e-05,2,2,30,0.001,150,50,2
0.0,1e-05,2,2,40,0.001,150,50,2
0.0,1e-05,2,2,50,0.001,150,50,2
0.0,1e-05,2,2,60,0.001,150,50,2
0.0,1e-05,2,2,70,0.001,150,50,2
0.019230769230769232,1e-05,2,2,80,0.001,150,50,2
0.019230769230769232,1e-05,2,2,90,0.001,150,50,2
0.0,1e-05,2,2,100,0.001,150,50,2
0.0,1e-05,2,2,110,0.001,150,50,2
0.019230769230769232,1e-05,2,2,120,0.001,150,50,2
0.019230769230769232,1e-05,2,2,130,0.001,150,50,2
0.019230769230769232,1e-05,2,2,140,0.001,150,50,2
0.019230769230769232,1e-05,2,2,150,0.001,150,50,2
0.0,1e-05,2,2,10,0.001,150,50,3
0.0,1e-05,2,2,20,0.001,150,50,3
0.0,1e-05,2,2,30,0.001,150,50,3
0.0,1e-05,2,2,40,0.001,150,50,3
0.0,1e-05,2,2,50,0.001,150,50,3
0.0,1e-05,2,2,60,0.001,150,50,3
0.0,1e-05,2,2,70,0.001,150,50,3
0.0,1e-05,2,2,80,0.001,150,50,3
0.0,1e-05,2,2,90,0.001,150,50,3
0.0,1e-05,2,2,100,0.001,150,50,3
0.0,1e-05,2,2,110,0.001,150,50,3
0.0,1e-05,2,2,120,0.001,150,50,3
0.0,1e-05,2,2,130,0.001,150,50,3
0.0,1e-05,2,2,140,0.001,150,50,3
0.0,1e-05,2,2,150,0.001,150,50,3
0.0,1e-05,2,2,10,0.001,150,50,4
0.0,1e-05,2,2,20,0.001,150,50,4
0.0,1e-05,2,2,30,0.001,150,50,4
0.019230769230769232,1e-05,2,2,40,0.001,150,50,4
0.0,1e-05,2,2,50,0.001,150,50,4
0.019230769230769232,1e-05,2,2,60,0.001,150,50,4
0.019230769230769232,1e-05,2,2,70,0.001,150,50,4
0.019230769230769232,1e-05,2,2,80,0.001,150,50,4
0.019230769230769232,1e-05,2,2,90,0.001,150,50,4
0.038461538461538464,1e-05,2,2,100,0.001,150,50,4
0.0,1e-05,2,2,110,0.001,150,50,4
0.038461538461538464,1e-05,2,2,120,0.001,150,50,4
0.038461538461538464,1e-05,2,2,130,0.001,150,50,4
0.038461538461538464,1e-05,2,2,140,0.001,150,50,4
0.019230769230769232,1e-05,2,2,150,0.001,150,50,4
0.0,1e-05,2,2,10,0.001,150,50,5
0.0,1e-05,2,2,20,0.001,150,50,5
0.0,1e-05,2,2,30,0.001,150,50,5
0.0,1e-05,2,2,40,0.001,150,50,5
0.0,1e-05,2,2,50,0.001,150,50,5
0.0,1e-05,2,2,60,0.001,150,50,5
0.0,1e-05,2,2,70,0.001,150,50,5
0.0,1e-05,2,2,80,0.001,150,50,5
0.019230769230769232,1e-05,2,2,90,0.001,150,50,5
0.0,1e-05,2,2,100,0.001,150,50,5
0.0,1e-05,2,2,110,0.001,150,50,5
0.0,1e-05,2,2,120,0.001,150,50,5
0.0,1e-05,2,2,130,0.001,150,50,5
0.019230769230769232,1e-05,2,2,140,0.001,150,50,5
0.057692307692307696,1e-05,2,2,150,0.001,150,50,5
0.0,1e-05,2,2,10,0.001,150,50,6
0.0,1e-05,2,2,20,0.001,150,50,6
0.019230769230769232,1e-05,2,2,30,0.001,150,50,6
0.0,1e-05,2,2,40,0.001,150,50,6
0.0,1e-05,2,2,50,0.001,150,50,6
0.019230769230769232,1e-05,2,2,60,0.001,150,50,6
0.038461538461538464,1e-05,2,2,70,0.001,150,50,6
0.038461538461538464,1e-05,2,2,80,0.001,150,50,6
0.0,1e-05,2,2,90,0.001,150,50,6
0.0,1e-05,2,2,100,0.001,150,50,6
0.038461538461538464,1e-05,2,2,110,0.001,150,50,6
0.019230769230769232,1e-05,2,2,120,0.001,150,50,6
0.019230769230769232,1e-05,2,2,130,0.001,150,50,6
0.038461538461538464,1e-05,2,2,140,0.001,150,50,6
0.057692307692307696,1e-05,2,2,150,0.001,150,50,6
0.0,1e-05,2,2,10,0.001,150,50,7
0.0,1e-05,2,2,20,0.001,150,50,7
0.0,1e-05,2,2,30,0.001,150,50,7
0.0,1e-05,2,2,40,0.001,150,50,7
0.0,1e-05,2,2,50,0.001,150,50,7
0.0,1e-05,2,2,60,0.001,150,50,7
0.0,1e-05,2,2,70,0.001,150,50,7
0.0,1e-05,2,2,80,0.001,150,50,7
0.0,1e-05,2,2,90,0.001,150,50,7
0.0,1e-05,2,2,100,0.001,150,50,7
0.0,1e-05,2,2,110,0.001,150,50,7
0.0,1e-05,2,2,120,0.001,150,50,7
0.0,1e-05,2,2,130,0.001,150,50,7
0.0,1e-05,2,2,140,0.001,150,50,7
0.0,1e-05,2,2,150,0.001,150,50,7
0.0,1e-05,2,2,10,0.001,150,50,8
0.0,1e-05,2,2,20,0.001,150,50,8
0.0,1e-05,2,2,30,0.001,150,50,8
0.0,1e-05,2,2,40,0.001,150,50,8
0.0,1e-05,2,2,50,0.001,150,50,8
0.0,1e-05,2,2,60,0.001,150,50,8
0.0,1e-05,2,2,70,0.001,150,50,8
0.0,1e-05,2,2,80,0.001,150,50,8
0.0,1e-05,2,2,90,0.001,150,50,8
0.0,1e-05,2,2,100,0.001,150,50,8
0.0,1e-05,2,2,110,0.001,150,50,8
0.0,1e-05,2,2,120,0.001,150,50,8
0.0,1e-05,2,2,130,0.001,150,50,8
0.0,1e-05,2,2,140,0.001,150,50,8
0.0,1e-05,2,2,150,0.001,150,50,8
0.0,1e-05,2,2,10,0.001,150,50,9
0.0,1e-05,2,2,20,0.001,150,50,9
0.0,1e-05,2,2,30,0.001,150,50,9
0.0,1e-05,2,2,40,0.001,150,50,9
0.0,1e-05,2,2,50,0.001,150,50,9
0.0,1e-05,2,2,60,0.001,150,50,9
0.0,1e-05,2,2,70,0.001,150,50,9
0.019230769230769232,1e-05,2,2,80,0.001,150,50,9
0.0,1e-05,2,2,90,0.001,150,50,9
0.0,1e-05,2,2,100,0.001,150,50,9
0.0,1e-05,2,2,110,0.001,150,50,9
0.0,1e-05,2,2,120,0.001,150,50,9
0.0,1e-05,2,2,130,0.001,150,50,9
0.0,1e-05,2,2,140,0.001,150,50,9
0.0,1e-05,2,2,150,0.001,150,50,9
0.0,1e-05,2,2,10,0.001,150,50,10
0.0,1e-05,2,2,20,0.001,150,50,10
0.0,1e-05,2,2,30,0.001,150,50,10
0.0,1e-05,2,2,40,0.001,150,50,10
0.0,1e-05,2,2,50,0.001,150,50,10
0.0,1e-05,2,2,60,0.001,150,50,10
0.0,1e-05,2,2,70,0.001,150,50,10
0.019230769230769232,1e-05,2,2,80,0.001,150,50,10
0.038461538461538464,1e-05,2,2,90,0.001,150,50,10
0.019230769230769232,1e-05,2,2,100,0.001,150,50,10
0.019230769230769232,1e-05,2,2,110,0.001,150,50,10
0.019230769230769232,1e-05,2,2,120,0.001,150,50,10
0.019230769230769232,1e-05,2,2,130,0.001,150,50,10
0.019230769230769232,1e-05,2,2,140,0.001,150,50,10
0.038461538461538464,1e-05,2,2,150,0.001,150,50,10
0.0,1e-05,2,2,10,0.001,150,50,11
0.0,1e-05,2,2,20,0.001,150,50,11
0.0,1e-05,2,2,30,0.001,150,50,11
0.0,1e-05,2,2,40,0.001,150,50,11
0.0,1e-05,2,2,50,0.001,150,50,11
0.0,1e-05,2,2,60,0.001,150,50,11
0.0,1e-05,2,2,70,0.001,150,50,11
0.0,1e-05,2,2,80,0.001,150,50,11
0.019230769230769232,1e-05,2,2,90,0.001,150,50,11
0.019230769230769232,1e-05,2,2,100,0.001,150,50,11
0.0,1e-05,2,2,110,0.001,150,50,11
0.019230769230769232,1e-05,2,2,120,0.001,150,50,11
0.019230769230769232,1e-05,2,2,130,0.001,150,50,11
0.0,1e-05,2,2,140,0.001,150,50,11
0.019230769230769232,1e-05,2,2,150,0.001,150,50,11
0.0,1e-05,2,2,10,0.001,150,50,12
0.0,1e-05,2,2,20,0.001,150,50,12
0.0,1e-05,2,2,30,0.001,150,50,12
0.0,1e-05,2,2,40,0.001,150,50,12
0.0,1e-05,2,2,50,0.001,150,50,12
0.0,1e-05,2,2,60,0.001,150,50,12
0.0,1e-05,2,2,70,0.001,150,50,12
0.0,1e-05,2,2,80,0.001,150,50,12
0.019230769230769232,1e-05,2,2,90,0.001,150,50,12
0.0,1e-05,2,2,100,0.001,150,50,12
0.0,1e-05,2,2,110,0.001,150,50,12
0.0,1e-05,2,2,120,0.001,150,50,12
0.0,1e-05,2,2,130,0.001,150,50,12
0.0,1e-05,2,2,140,0.001,150,50,12
0.0,1e-05,2,2,150,0.001,150,50,12
0.0,1e-05,2,2,10,0.001,150,50,13
0.0,1e-05,2,2,20,0.001,150,50,13
0.0,1e-05,2,2,30,0.001,150,50,13
0.0,1e-05,2,2,40,0.001,150,50,13
0.0,1e-05,2,2,50,0.001,150,50,13
0.0,1e-05,2,2,60,0.001,150,50,13
0.0,1e-05,2,2,70,0.001,150,50,13
0.0,1e-05,2,2,80,0.001,150,50,13
0.0,1e-05,2,2,90,0.001,150,50,13
0.0,1e-05,2,2,100,0.001,150,50,13
0.019230769230769232,1e-05,2,2,110,0.001,150,50,13
0.0,1e-05,2,2,120,0.001,150,50,13
0.0,1e-05,2,2,130,0.001,150,50,13
0.0,1e-05,2,2,140,0.001,150,50,13
0.057692307692307696,1e-05,2,2,150,0.001,150,50,13
0.0,1e-05,2,2,10,0.001,150,50,14
0.0,1e-05,2,2,20,0.001,150,50,14
0.0,1e-05,2,2,30,0.001,150,50,14
0.0,1e-05,2,2,40,0.001,150,50,14
0.0,1e-05,2,2,50,0.001,150,50,14
0.0,1e-05,2,2,60,0.001,150,50,14
0.0,1e-05,2,2,70,0.001,150,50,14
0.0,1e-05,2,2,80,0.001,150,50,14
0.0,1e-05,2,2,90,0.001,150,50,14
0.0,1e-05,2,2,100,0.001,150,50,14
0.0,1e-05,2,2,110,0.001,150,50,14
0.019230769230769232,1e-05,2,2,120,0.001,150,50,14
0.0,1e-05,2,2,130,0.001,150,50,14
0.038461538461538464,1e-05,2,2,140,0.001,150,50,14
0.038461538461538464,1e-05,2,2,150,0.001,150,50,14
0.0,1e-05,2,2,10,0.001,150,50,15
0.0,1e-05,2,2,20,0.001,150,50,15
