accuracy,alpha,batch_neg,batch_pos,embed_dim,hidden_dim,learning_rate,train_size,trial
0.612,1e-05,848,856,10,25,0.001,1704,6
0.646,1e-05,895,909,10,25,0.001,1804,6
0.678,1e-05,946,958,10,25,0.001,1904,6
0.714,1e-05,999,1005,10,25,0.001,2004,6
0.484,1e-05,48,56,10,25,0.001,104,7
0.486,1e-05,97,107,10,25,0.001,204,7
0.486,1e-05,144,160,10,25,0.001,304,7
0.486,1e-05,200,204,10,25,0.001,404,7
0.486,1e-05,244,260,10,25,0.001,504,7
0.488,1e-05,291,313,10,25,0.001,604,7
0.492,1e-05,343,361,10,25,0.001,704,7
0.498,1e-05,391,413,10,25,0.001,804,7
0.5,1e-05,448,456,10,25,0.001,904,7
0.5,1e-05,502,502,10,25,0.001,1004,7
0.504,1e-05,555,549,10,25,0.001,1104,7
0.52,1e-05,609,595,10,25,0.001,1204,7
0.534,1e-05,656,648,10,25,0.001,1304,7
0.542,1e-05,698,706,10,25,0.001,1404,7
0.554,1e-05,743,761,10,25,0.001,1504,7
0.564,1e-05,794,810,10,25,0.001,1604,7
0.578,1e-05,848,856,10,25,0.001,1704,7
0.606,1e-05,902,902,10,25,0.001,1804,7
0.624,1e-05,953,951,10,25,0.001,1904,7
0.642,1e-05,992,1012,10,25,0.001,2004,7
0.442,1e-05,56,48,10,25,0.001,104,8
0.436,1e-05,114,90,10,25,0.001,204,8
0.438,1e-05,160,144,10,25,0.001,304,8
0.44,1e-05,208,196,10,25,0.001,404,8
0.448,1e-05,256,248,10,25,0.001,504,8
0.454,1e-05,307,297,10,25,0.001,604,8
0.456,1e-05,360,344,10,25,0.001,704,8
0.46,1e-05,416,388,10,25,0.001,804,8
0.468,1e-05,463,441,10,25,0.001,904,8
0.462,1e-05,513,491,10,25,0.001,1004,8
0.468,1e-05,562,542,10,25,0.001,1104,8
0.488,1e-05,604,600,10,25,0.001,1204,8
0.518,1e-05,652,652,10,25,0.001,1304,8
0.566,1e-05,709,695,10,25,0.001,1404,8
0.588,1e-05,763,741,10,25,0.001,1504,8
0.612,1e-05,813,791,10,25,0.001,1604,8
0.632,1e-05,856,848,10,25,0.001,1704,8
0.652,1e-05,908,896,10,25,0.001,1804,8
0.668,1e-05,954,950,10,25,0.001,1904,8
0.682,1e-05,1001,1003,10,25,0.001,2004,8
0.554,1e-05,56,48,10,25,0.001,104,9
0.56,1e-05,108,96,10,25,0.001,204,9
0.56,1e-05,162,142,10,25,0.001,304,9
0.574,1e-05,207,197,10,25,0.001,404,9
0.574,1e-05,259,245,10,25,0.001,504,9
0.57,1e-05,318,286,10,25,0.001,604,9
0.582,1e-05,369,335,10,25,0.001,704,9
0.588,1e-05,419,385,10,25,0.001,804,9
0.584,1e-05,476,428,10,25,0.001,904,9
0.594,1e-05,524,480,10,25,0.001,1004,9
0.602,1e-05,581,523,10,25,0.001,1104,9
0.624,1e-05,629,575,10,25,0.001,1204,9
0.642,1e-05,677,627,10,25,0.001,1304,9
0.648,1e-05,725,679,10,25,0.001,1404,9
0.672,1e-05,771,733,10,25,0.001,1504,9
0.694,1e-05,817,787,10,25,0.001,1604,9
0.71,1e-05,862,842,10,25,0.001,1704,9
0.716,1e-05,913,891,10,25,0.001,1804,9
0.736,1e-05,950,954,10,25,0.001,1904,9
0.76,1e-05,1003,1001,10,25,0.001,2004,9
0.508,1e-05,55,49,10,25,0.001,104,10
0.512,1e-05,109,95,10,25,0.001,204,10
0.516,1e-05,152,152,10,25,0.001,304,10
0.512,1e-05,200,204,10,25,0.001,404,10
0.516,1e-05,253,251,10,25,0.001,504,10
0.516,1e-05,310,294,10,25,0.001,604,10
0.53,1e-05,370,334,10,25,0.001,704,10
0.548,1e-05,422,382,10,25,0.001,804,10
0.558,1e-05,464,440,10,25,0.001,904,10
0.572,1e-05,505,499,10,25,0.001,1004,10
0.582,1e-05,553,551,10,25,0.001,1104,10
0.58,1e-05,610,594,10,25,0.001,1204,10
0.592,1e-05,666,638,10,25,0.001,1304,10
0.606,1e-05,713,691,10,25,0.001,1404,10
0.612,1e-05,755,749,10,25,0.001,1504,10
0.628,1e-05,811,793,10,25,0.001,1604,10
0.638,1e-05,865,839,10,25,0.001,1704,10
0.656,1e-05,912,892,10,25,0.001,1804,10
0.664,1e-05,961,943,10,25,0.001,1904,10
0.7,1e-05,1001,1003,10,25,0.001,2004,10
0.478,1e-05,47,57,10,25,0.001,104,11
0.486,1e-05,95,109,10,25,0.001,204,11
0.488,1e-05,147,157,10,25,0.001,304,11
0.492,1e-05,197,207,10,25,0.001,404,11
0.494,1e-05,241,263,10,25,0.001,504,11
0.498,1e-05,289,315,10,25,0.001,604,11
0.502,1e-05,340,364,10,25,0.001,704,11
0.504,1e-05,383,421,10,25,0.001,804,11
0.5,1e-05,432,472,10,25,0.001,904,11
0.516,1e-05,488,516,10,25,0.001,1004,11
0.522,1e-05,536,568,10,25,0.001,1104,11
0.528,1e-05,588,616,10,25,0.001,1204,11
0.548,1e-05,644,660,10,25,0.001,1304,11
0.554,1e-05,694,710,10,25,0.001,1404,11
0.56,1e-05,738,766,10,25,0.001,1504,11
0.568,1e-05,783,821,10,25,0.001,1604,11
0.574,1e-05,836,868,10,25,0.001,1704,11
0.582,1e-05,883,921,10,25,0.001,1804,11
0.586,1e-05,936,968,10,25,0.001,1904,11
0.604,1e-05,994,1010,10,25,0.001,2004,11
0.558,1e-05,53,51,10,25,0.001,104,12
0.554,1e-05,98,106,10,25,0.001,204,12
0.556,1e-05,141,163,10,25,0.001,304,12
0.56,1e-05,190,214,10,25,0.001,404,12
0.556,1e-05,235,269,10,25,0.001,504,12
0.558,1e-05,282,322,10,25,0.001,604,12
0.568,1e-05,329,375,10,25,0.001,704,12
0.578,1e-05,377,427,10,25,0.001,804,12
0.572,1e-05,418,486,10,25,0.001,904,12
0.588,1e-05,472,532,10,25,0.001,1004,12
0.594,1e-05,529,575,10,25,0.001,1104,12
0.592,1e-05,577,627,10,25,0.001,1204,12
0.582,1e-05,619,685,10,25,0.001,1304,12
0.58,1e-05,675,729,10,25,0.001,1404,12
0.578,1e-05,723,781,10,25,0.001,1504,12
0.602,1e-05,784,820,10,25,0.001,1604,12
0.608,1e-05,829,875,10,25,0.001,1704,12
0.612,1e-05,876,928,10,25,0.001,1804,12
0.624,1e-05,929,975,10,25,0.001,1904,12
0.632,1e-05,982,1022,10,25,0.001,2004,12
0.546,1e-05,54,50,10,25,0.001,104,13
0.55,1e-05,101,103,10,25,0.001,204,13
0.546,1e-05,153,151,10,25,0.001,304,13
0.556,1e-05,203,201,10,25,0.001,404,13
0.558,1e-05,254,250,10,25,0.001,504,13
0.562,1e-05,299,305,10,25,0.001,604,13
0.562,1e-05,352,352,10,25,0.001,704,13
0.57,1e-05,405,399,10,25,0.001,804,13
0.568,1e-05,451,453,10,25,0.001,904,13
0.584,1e-05,497,507,10,25,0.001,1004,13
0.588,1e-05,551,553,10,25,0.001,1104,13
0.6,1e-05,602,602,10,25,0.001,1204,13
0.616,1e-05,654,650,10,25,0.001,1304,13
0.628,1e-05,711,693,10,25,0.001,1404,13
0.662,1e-05,760,744,10,25,0.001,1504,13
0.68,1e-05,805,799,10,25,0.001,1604,13
0.716,1e-05,859,845,10,25,0.001,1704,13
0.736,1e-05,911,893,10,25,0.001,1804,13
0.738,1e-05,964,940,10,25,0.001,1904,13
0.746,1e-05,1015,989,10,25,0.001,2004,13
0.508,1e-05,57,47,10,25,0.001,104,14
0.514,1e-05,110,94,10,25,0.001,204,14
0.518,1e-05,165,139,10,25,0.001,304,14
0.516,1e-05,213,191,10,25,0.001,404,14
0.518,1e-05,255,249,10,25,0.001,504,14
0.53,1e-05,301,303,10,25,0.001,604,14
0.524,1e-05,349,355,10,25,0.001,704,14
0.528,1e-05,406,398,10,25,0.001,804,14
0.53,1e-05,459,445,10,25,0.001,904,14
0.562,1e-05,504,500,10,25,0.001,1004,14
0.574,1e-05,551,553,10,25,0.001,1104,14
0.59,1e-05,603,601,10,25,0.001,1204,14
0.622,1e-05,653,651,10,25,0.001,1304,14
0.638,1e-05,693,711,10,25,0.001,1404,14
0.65,1e-05,750,754,10,25,0.001,1504,14
0.668,1e-05,808,796,10,25,0.001,1604,14
0.672,1e-05,859,845,10,25,0.001,1704,14
0.696,1e-05,909,895,10,25,0.001,1804,14
0.714,1e-05,959,945,10,25,0.001,1904,14
0.724,1e-05,1017,987,10,25,0.001,2004,14
0.508,1e-05,49,55,10,25,0.001,104,15
0.508,1e-05,98,106,10,25,0.001,204,15
0.508,1e-05,146,158,10,25,0.001,304,15
0.508,1e-05,195,209,10,25,0.001,404,15
0.51,1e-05,246,258,10,25,0.001,504,15
0.512,1e-05,295,309,10,25,0.001,604,15
0.512,1e-05,348,356,10,25,0.001,704,15
0.518,1e-05,400,404,10,25,0.001,804,15
0.52,1e-05,451,453,10,25,0.001,904,15
0.528,1e-05,516,488,10,25,0.001,1004,15
0.524,1e-05,562,542,10,25,0.001,1104,15
0.538,1e-05,605,599,10,25,0.001,1204,15
0.542,1e-05,653,651,10,25,0.001,1304,15
0.546,1e-05,700,704,10,25,0.001,1404,15
0.562,1e-05,756,748,10,25,0.001,1504,15
0.58,1e-05,802,802,10,25,0.001,1604,15
0.592,1e-05,862,842,10,25,0.001,1704,15
0.61,1e-05,903,901,10,25,0.001,1804,15
0.616,1e-05,951,953,10,25,0.001,1904,15
0.636,1e-05,1000,1004,10,25,0.001,2004,15
0.486,1e-05,55,49,10,25,0.001,104,16
0.486,1e-05,91,113,10,25,0.001,204,16
0.49,1e-05,155,149,10,25,0.001,304,16
0.49,1e-05,211,193,10,25,0.001,404,16
0.486,1e-05,252,252,10,25,0.001,504,16
0.486,1e-05,299,305,10,25,0.001,604,16
0.49,1e-05,355,349,10,25,0.001,704,16
0.496,1e-05,403,401,10,25,0.001,804,16
0.502,1e-05,453,451,10,25,0.001,904,16
0.51,1e-05,502,502,10,25,0.001,1004,16
0.526,1e-05,549,555,10,25,0.001,1104,16
0.54,1e-05,603,601,10,25,0.001,1204,16
0.554,1e-05,654,650,10,25,0.001,1304,16
0.566,1e-05,707,697,10,25,0.001,1404,16
0.574,1e-05,751,753,10,25,0.001,1504,16
0.584,1e-05,800,804,10,25,0.001,1604,16
0.6,1e-05,847,857,10,25,0.001,1704,16
0.62,1e-05,897,907,10,25,0.001,1804,16
0.626,1e-05,946,958,10,25,0.001,1904,16
0.648,1e-05,996,1008,10,25,0.001,2004,16
0.532,1e-05,45,59,10,25,0.001,104,17
0.538,1e-05,104,100,10,25,0.001,204,17
0.534,1e-05,152,152,10,25,0.001,304,17
0.54,1e-05,207,197,10,25,0.001,404,17
0.544,1e-05,251,253,10,25,0.001,504,17
0.544,1e-05,298,306,10,25,0.001,604,17
0.552,1e-05,344,360,10,25,0.001,704,17
0.56,1e-05,396,408,10,25,0.001,804,17
0.566,1e-05,441,463,10,25,0.001,904,17
0.57,1e-05,490,514,10,25,0.001,1004,17
0.582,1e-05,542,562,10,25,0.001,1104,17
0.586,1e-05,592,612,10,25,0.001,1204,17
0.588,1e-05,638,666,10,25,0.001,1304,17
0.598,1e-05,687,717,10,25,0.001,1404,17
0.598,1e-05,731,773,10,25,0.001,1504,17
0.598,1e-05,778,826,10,25,0.001,1604,17
0.61,1e-05,831,873,10,25,0.001,1704,17
0.612,1e-05,882,922,10,25,0.001,1804,17
0.634,1e-05,940,964,10,25,0.001,1904,17
0.65,1e-05,997,1007,10,25,0.001,2004,17
0.526,1e-05,61,43,10,25,0.001,104,18
0.532,1e-05,104,100,10,25,0.001,204,18
0.53,1e-05,153,151,10,25,0.001,304,18
0.538,1e-05,198,206,10,25,0.001,404,18
0.532,1e-05,250,254,10,25,0.001,504,18
0.534,1e-05,297,307,10,25,0.001,604,18
0.542,1e-05,340,364,10,25,0.001,704,18
0.546,1e-05,388,416,10,25,0.001,804,18
0.554,1e-05,436,468,10,25,0.001,904,18
0.566,1e-05,487,517,10,25,0.001,1004,18
0.58,1e-05,545,559,10,25,0.001,1104,18
0.582,1e-05,590,614,10,25,0.001,1204,18
0.596,1e-05,639,665,10,25,0.001,1304,18
0.616,1e-05,693,711,10,25,0.001,1404,18
0.64,1e-05,744,760,10,25,0.001,1504,18
0.654,1e-05,788,816,10,25,0.001,1604,18
0.664,1e-05,840,864,10,25,0.001,1704,18
0.69,1e-05,886,918,10,25,0.001,1804,18
0.71,1e-05,936,968,10,25,0.001,1904,18
0.738,1e-05,994,1010,10,25,0.001,2004,18
0.51,1e-05,41,63,10,25,0.001,104,19
0.516,1e-05,95,109,10,25,0.001,204,19
0.526,1e-05,141,163,10,25,0.001,304,19
0.532,1e-05,186,218,10,25,0.001,404,19
0.522,1e-05,241,263,10,25,0.001,504,19
0.526,1e-05,300,304,10,25,0.001,604,19
0.536,1e-05,359,345,10,25,0.001,704,19
0.532,1e-05,417,387,10,25,0.001,804,19
0.534,1e-05,468,436,10,25,0.001,904,19
0.552,1e-05,512,492,10,25,0.001,1004,19
0.578,1e-05,560,544,10,25,0.001,1104,19
0.608,1e-05,617,587,10,25,0.001,1204,19
0.622,1e-05,661,643,10,25,0.001,1304,19
0.644,1e-05,701,703,10,25,0.001,1404,19
0.662,1e-05,748,756,10,25,0.001,1504,19
0.668,1e-05,793,811,10,25,0.001,1604,19
0.694,1e-05,841,863,10,25,0.001,1704,19
0.704,1e-05,890,914,10,25,0.001,1804,19
0.704,1e-05,941,963,10,25,0.001,1904,19
0.708,1e-05,994,1010,10,25,0.001,2004,19
0.498,1e-05,49,55,10,25,0.001,104,20
0.502,1e-05,97,107,10,25,0.001,204,20
0.506,1e-05,139,165,10,25,0.001,304,20
0.512,1e-05,187,217,10,25,0.001,404,20
0.518,1e-05,247,257,10,25,0.001,504,20
0.52,1e-05,303,301,10,25,0.001,604,20
0.518,1e-05,352,352,10,25,0.001,704,20
0.518,1e-05,399,405,10,25,0.001,804,20
0.518,1e-05,452,452,10,25,0.001,904,20
0.52,1e-05,514,490,10,25,0.001,1004,20
0.518,1e-05,557,547,10,25,0.001,1104,20
0.536,1e-05,604,600,10,25,0.001,1204,20
0.552,1e-05,656,648,10,25,0.001,1304,20
0.566,1e-05,709,695,10,25,0.001,1404,20
0.586,1e-05,760,744,10,25,0.001,1504,20
0.596,1e-05,806,798,10,25,0.001,1604,20
0.61,1e-05,855,849,10,25,0.001,1704,20
0.632,1e-05,897,907,10,25,0.001,1804,20
0.644,1e-05,952,952,10,25,0.001,1904,20
0.666,1e-05,1006,998,10,25,0.001,2004,20
0.492,1e-05,52,52,10,25,0.01,104,1
0.522,1e-05,109,95,10,25,0.01,204,1
0.546,1e-05,164,140,10,25,0.01,304,1
0.692,1e-05,209,195,10,25,0.01,404,1
0.69,1e-05,254,250,10,25,0.01,504,1
0.71,1e-05,301,303,10,25,0.01,604,1
0.74,1e-05,342,362,10,25,0.01,704,1
0.798,1e-05,399,405,10,25,0.01,804,1
0.868,1e-05,451,453,10,25,0.01,904,1
0.91,1e-05,501,503,10,25,0.01,1004,1
0.92,1e-05,555,549,10,25,0.01,1104,1
0.934,1e-05,598,606,10,25,0.01,1204,1
0.946,1e-05,644,660,10,25,0.01,1304,1
0.94,1e-05,690,714,10,25,0.01,1404,1
0.95,1e-05,744,760,10,25,0.01,1504,1
0.958,1e-05,791,813,10,25,0.01,1604,1
0.962,1e-05,840,864,10,25,0.01,1704,1
0.964,1e-05,894,910,10,25,0.01,1804,1
0.964,1e-05,945,959,10,25,0.01,1904,1
0.966,1e-05,995,1009,10,25,0.01,2004,1
0.526,1e-05,54,50,10,25,0.01,104,2
0.532,1e-05,102,102,10,25,0.01,204,2
0.536,1e-05,156,148,10,25,0.01,304,2
0.546,1e-05,198,206,10,25,0.01,404,2
0.556,1e-05,248,256,10,25,0.01,504,2
0.592,1e-05,300,304,10,25,0.01,604,2
0.616,1e-05,342,362,10,25,0.01,704,2
0.69,1e-05,390,414,10,25,0.01,804,2
0.764,1e-05,449,455,10,25,0.01,904,2
0.828,1e-05,504,500,10,25,0.01,1004,2
0.856,1e-05,555,549,10,25,0.01,1104,2
0.91,1e-05,606,598,10,25,0.01,1204,2
0.946,1e-05,654,650,10,25,0.01,1304,2
0.95,1e-05,705,699,10,25,0.01,1404,2
0.956,1e-05,757,747,10,25,0.01,1504,2
0.964,1e-05,805,799,10,25,0.01,1604,2
0.968,1e-05,856,848,10,25,0.01,1704,2
0.972,1e-05,908,896,10,25,0.01,1804,2
0.974,1e-05,958,946,10,25,0.01,1904,2
0.97,1e-05,1004,1000,10,25,0.01,2004,2
0.544,1e-05,52,52,10,25,0.01,104,3
0.568,1e-05,106,98,10,25,0.01,204,3
0.592,1e-05,165,139,10,25,0.01,304,3
0.636,1e-05,219,185,10,25,0.01,404,3
0.638,1e-05,278,226,10,25,0.01,504,3
0.646,1e-05,327,277,10,25,0.01,604,3
0.714,1e-05,382,322,10,25,0.01,704,3
0.782,1e-05,428,376,10,25,0.01,804,3
0.824,1e-05,478,426,10,25,0.01,904,3
0.898,1e-05,526,478,10,25,0.01,1004,3
0.938,1e-05,573,531,10,25,0.01,1104,3
0.964,1e-05,622,582,10,25,0.01,1204,3
0.968,1e-05,669,635,10,25,0.01,1304,3
0.968,1e-05,709,695,10,25,0.01,1404,3
0.972,1e-05,761,743,10,25,0.01,1504,3
0.972,1e-05,808,796,10,25,0.01,1604,3
0.976,1e-05,863,841,10,25,0.01,1704,3
0.98,1e-05,909,895,10,25,0.01,1804,3
0.98,1e-05,960,944,10,25,0.01,1904,3
0.978,1e-05,1015,989,10,25,0.01,2004,3
0.564,1e-05,55,49,10,25,0.01,104,4
0.59,1e-05,116,88,10,25,0.01,204,4
0.568,1e-05,169,135,10,25,0.01,304,4
0.594,1e-05,213,191,10,25,0.01,404,4
0.604,1e-05,257,247,10,25,0.01,504,4
0.664,1e-05,306,298,10,25,0.01,604,4
0.716,1e-05,356,348,10,25,0.01,704,4
0.756,1e-05,403,401,10,25,0.01,804,4
0.806,1e-05,448,456,10,25,0.01,904,4
0.86,1e-05,495,509,10,25,0.01,1004,4
0.896,1e-05,543,561,10,25,0.01,1104,4
0.918,1e-05,595,609,10,25,0.01,1204,4
0.922,1e-05,654,650,10,25,0.01,1304,4
0.946,1e-05,700,704,10,25,0.01,1404,4
0.948,1e-05,747,757,10,25,0.01,1504,4
0.958,1e-05,797,807,10,25,0.01,1604,4
0.966,1e-05,839,865,10,25,0.01,1704,4
0.962,1e-05,904,900,10,25,0.01,1804,4
0.968,1e-05,948,956,10,25,0.01,1904,4
0.966,1e-05,1006,998,10,25,0.01,2004,4
0.508,1e-05,50,54,10,25,0.01,104,5
0.516,1e-05,97,107,10,25,0.01,204,5
0.516,1e-05,153,151,10,25,0.01,304,5
0.518,1e-05,207,197,10,25,0.01,404,5
0.542,1e-05,260,244,10,25,0.01,504,5
0.588,1e-05,295,309,10,25,0.01,604,5
0.62,1e-05,350,354,10,25,0.01,704,5
0.684,1e-05,397,407,10,25,0.01,804,5
0.746,1e-05,454,450,10,25,0.01,904,5
0.79,1e-05,486,518,10,25,0.01,1004,5
0.816,1e-05,537,567,10,25,0.01,1104,5
0.864,1e-05,586,618,10,25,0.01,1204,5
0.902,1e-05,642,662,10,25,0.01,1304,5
0.914,1e-05,690,714,10,25,0.01,1404,5
0.93,1e-05,742,762,10,25,0.01,1504,5
0.952,1e-05,798,806,10,25,0.01,1604,5
0.964,1e-05,847,857,10,25,0.01,1704,5
0.966,1e-05,895,909,10,25,0.01,1804,5
0.966,1e-05,946,958,10,25,0.01,1904,5
0.974,1e-05,999,1005,10,25,0.01,2004,5
0.524,1e-05,50,54,10,25,0.01,104,6
0.556,1e-05,97,107,10,25,0.01,204,6
0.572,1e-05,144,160,10,25,0.01,304,6
0.574,1e-05,192,212,10,25,0.01,404,6
0.596,1e-05,249,255,10,25,0.01,504,6
0.656,1e-05,292,312,10,25,0.01,604,6
0.708,1e-05,343,361,10,25,0.01,704,6
0.74,1e-05,393,411,10,25,0.01,804,6
0.78,1e-05,442,462,10,25,0.01,904,6
0.816,1e-05,496,508,10,25,0.01,1004,6
0.872,1e-05,545,559,10,25,0.01,1104,6
0.912,1e-05,588,616,10,25,0.01,1204,6
0.93,1e-05,646,658,10,25,0.01,1304,6
0.948,1e-05,693,711,10,25,0.01,1404,6
0.95,1e-05,742,762,10,25,0.01,1504,6
0.958,1e-05,788,816,10,25,0.01,1604,6
0.968,1e-05,846,858,10,25,0.01,1704,6
0.97,1e-05,900,904,10,25,0.01,1804,6
0.97,1e-05,963,941,10,25,0.01,1904,6
0.97,1e-05,1012,992,10,25,0.01,2004,6
0.49,1e-05,44,60,10,25,0.01,104,7
0.514,1e-05,92,112,10,25,0.01,204,7
0.536,1e-05,139,165,10,25,0.01,304,7
0.582,1e-05,176,228,10,25,0.01,404,7
0.602,1e-05,228,276,10,25,0.01,504,7
0.65,1e-05,278,326,10,25,0.01,604,7
0.694,1e-05,321,383,10,25,0.01,704,7
0.738,1e-05,366,438,10,25,0.01,804,7
0.786,1e-05,417,487,10,25,0.01,904,7
0.836,1e-05,470,534,10,25,0.01,1004,7
0.862,1e-05,532,572,10,25,0.01,1104,7
0.902,1e-05,586,618,10,25,0.01,1204,7
0.926,1e-05,640,664,10,25,0.01,1304,7
0.946,1e-05,693,711,10,25,0.01,1404,7
0.948,1e-05,747,757,10,25,0.01,1504,7
0.962,1e-05,790,814,10,25,0.01,1604,7
0.962,1e-05,838,866,10,25,0.01,1704,7
0.966,1e-05,900,904,10,25,0.01,1804,7
0.972,1e-05,954,950,10,25,0.01,1904,7
0.978,1e-05,999,1005,10,25,0.01,2004,7
0.578,1e-05,53,51,10,25,0.01,104,8
0.596,1e-05,98,106,10,25,0.01,204,8
0.604,1e-05,147,157,10,25,0.01,304,8
0.668,1e-05,187,217,10,25,0.01,404,8
0.694,1e-05,241,263,10,25,0.01,504,8
0.75,1e-05,294,310,10,25,0.01,604,8
0.762,1e-05,350,354,10,25,0.01,704,8
0.81,1e-05,395,409,10,25,0.01,804,8
0.838,1e-05,436,468,10,25,0.01,904,8
0.884,1e-05,487,517,10,25,0.01,1004,8
0.89,1e-05,538,566,10,25,0.01,1104,8
0.91,1e-05,594,610,10,25,0.01,1204,8
0.912,1e-05,649,655,10,25,0.01,1304,8
0.944,1e-05,696,708,10,25,0.01,1404,8
0.946,1e-05,750,754,10,25,0.01,1504,8
0.952,1e-05,798,806,10,25,0.01,1604,8
0.962,1e-05,846,858,10,25,0.01,1704,8
0.968,1e-05,899,905,10,25,0.01,1804,8
0.97,1e-05,945,959,10,25,0.01,1904,8
0.974,1e-05,992,1012,10,25,0.01,2004,8
0.604,1e-05,50,54,10,25,0.01,104,9
0.634,1e-05,109,95,10,25,0.01,204,9
0.646,1e-05,163,141,10,25,0.01,304,9
0.664,1e-05,213,191,10,25,0.01,404,9
0.724,1e-05,265,239,10,25,0.01,504,9
0.74,1e-05,318,286,10,25,0.01,604,9
0.72,1e-05,363,341,10,25,0.01,704,9
0.748,1e-05,412,392,10,25,0.01,804,9
0.782,1e-05,461,443,10,25,0.01,904,9
0.826,1e-05,512,492,10,25,0.01,1004,9
0.898,1e-05,564,540,10,25,0.01,1104,9
0.922,1e-05,610,594,10,25,0.01,1204,9
0.944,1e-05,659,645,10,25,0.01,1304,9
0.952,1e-05,708,696,10,25,0.01,1404,9
0.958,1e-05,768,736,10,25,0.01,1504,9
0.96,1e-05,820,784,10,25,0.01,1604,9
0.956,1e-05,866,838,10,25,0.01,1704,9
0.964,1e-05,915,889,10,25,0.01,1804,9
0.972,1e-05,965,939,10,25,0.01,1904,9
0.972,1e-05,1006,998,10,25,0.01,2004,9
0.502,1e-05,44,60,10,25,0.01,104,10
0.494,1e-05,91,113,10,25,0.01,204,10
0.562,1e-05,140,164,10,25,0.01,304,10
0.652,1e-05,190,214,10,25,0.01,404,10
0.676,1e-05,246,258,10,25,0.01,504,10
0.678,1e-05,294,310,10,25,0.01,604,10
0.712,1e-05,345,359,10,25,0.01,704,10
0.772,1e-05,390,414,10,25,0.01,804,10
0.814,1e-05,440,464,10,25,0.01,904,10
0.844,1e-05,500,504,10,25,0.01,1004,10
0.876,1e-05,554,550,10,25,0.01,1104,10
0.912,1e-05,602,602,10,25,0.01,1204,10
0.932,1e-05,653,651,10,25,0.01,1304,10
0.948,1e-05,702,702,10,25,0.01,1404,10
0.95,1e-05,760,744,10,25,0.01,1504,10
0.952,1e-05,808,796,10,25,0.01,1604,10
0.954,1e-05,857,847,10,25,0.01,1704,10
0.958,1e-05,911,893,10,25,0.01,1804,10
0.96,1e-05,957,947,10,25,0.01,1904,10
0.962,1e-05,992,1012,10,25,0.01,2004,10
0.544,1e-05,52,52,10,25,0.01,104,11
0.604,1e-05,104,100,10,25,0.01,204,11
0.638,1e-05,153,151,10,25,0.01,304,11
0.668,1e-05,210,194,10,25,0.01,404,11
0.672,1e-05,259,245,10,25,0.01,504,11
0.682,1e-05,306,298,10,25,0.01,604,11
0.71,1e-05,366,338,10,25,0.01,704,11
0.818,1e-05,408,396,10,25,0.01,804,11
0.854,1e-05,456,448,10,25,0.01,904,11
0.89,1e-05,501,503,10,25,0.01,1004,11
0.92,1e-05,541,563,10,25,0.01,1104,11
0.952,1e-05,594,610,10,25,0.01,1204,11
0.962,1e-05,642,662,10,25,0.01,1304,11
0.974,1e-05,691,713,10,25,0.01,1404,11
0.972,1e-05,740,764,10,25,0.01,1504,11
0.972,1e-05,797,807,10,25,0.01,1604,11
0.97,1e-05,846,858,10,25,0.01,1704,11
0.97,1e-05,894,910,10,25,0.01,1804,11
0.968,1e-05,939,965,10,25,0.01,1904,11
0.97,1e-05,990,1014,10,25,0.01,2004,11
0.474,1e-05,53,51,10,25,0.01,104,12
0.492,1e-05,108,96,10,25,0.01,204,12
0.5,1e-05,154,150,10,25,0.01,304,12
0.546,1e-05,202,202,10,25,0.01,404,12
0.564,1e-05,249,255,10,25,0.01,504,12
0.592,1e-05,307,297,10,25,0.01,604,12
0.618,1e-05,361,343,10,25,0.01,704,12
0.638,1e-05,410,394,10,25,0.01,804,12
0.668,1e-05,465,439,10,25,0.01,904,12
0.722,1e-05,503,501,10,25,0.01,1004,12
0.756,1e-05,555,549,10,25,0.01,1104,12
0.814,1e-05,605,599,10,25,0.01,1204,12
0.874,1e-05,659,645,10,25,0.01,1304,12
0.93,1e-05,707,697,10,25,0.01,1404,12
0.95,1e-05,756,748,10,25,0.01,1504,12
0.95,1e-05,815,789,10,25,0.01,1604,12
0.958,1e-05,858,846,10,25,0.01,1704,12
0.96,1e-05,904,900,10,25,0.01,1804,12
0.96,1e-05,960,944,10,25,0.01,1904,12
0.966,1e-05,1014,990,10,25,0.01,2004,12
0.5,1e-05,49,55,10,25,0.01,104,13
0.526,1e-05,102,102,10,25,0.01,204,13
0.552,1e-05,150,154,10,25,0.01,304,13
0.592,1e-05,200,204,10,25,0.01,404,13
0.626,1e-05,247,257,10,25,0.01,504,13
0.692,1e-05,299,305,10,25,0.01,604,13
0.76,1e-05,346,358,10,25,0.01,704,13
0.806,1e-05,400,404,10,25,0.01,804,13
0.814,1e-05,442,462,10,25,0.01,904,13
0.868,1e-05,504,500,10,25,0.01,1004,13
0.89,1e-05,552,552,10,25,0.01,1104,13
0.91,1e-05,606,598,10,25,0.01,1204,13
0.92,1e-05,658,646,10,25,0.01,1304,13
0.944,1e-05,718,686,10,25,0.01,1404,13
0.952,1e-05,764,740,10,25,0.01,1504,13
0.962,1e-05,811,793,10,25,0.01,1604,13
0.976,1e-05,862,842,10,25,0.01,1704,13
0.98,1e-05,913,891,10,25,0.01,1804,13
0.98,1e-05,960,944,10,25,0.01,1904,13
0.986,1e-05,1009,995,10,25,0.01,2004,13
