accuracy,alpha,batch_neg,batch_pos,embed_dim,hidden_dim,learning_rate,train_size,trial
0.96,0.0001,824,780,25,25,0.01,1604,12
0.954,0.0001,876,828,25,25,0.01,1704,12
0.962,0.0001,917,887,25,25,0.01,1804,12
0.966,0.0001,967,937,25,25,0.01,1904,12
0.97,0.0001,1014,990,25,25,0.01,2004,12
0.524,0.0001,50,54,25,25,0.01,104,13
0.554,0.0001,105,99,25,25,0.01,204,13
0.552,0.0001,151,153,25,25,0.01,304,13
0.572,0.0001,193,211,25,25,0.01,404,13
0.578,0.0001,241,263,25,25,0.01,504,13
0.616,0.0001,298,306,25,25,0.01,604,13
0.666,0.0001,354,350,25,25,0.01,704,13
0.71,0.0001,407,397,25,25,0.01,804,13
0.746,0.0001,464,440,25,25,0.01,904,13
0.794,0.0001,517,487,25,25,0.01,1004,13
0.848,0.0001,565,539,25,25,0.01,1104,13
0.89,0.0001,613,591,25,25,0.01,1204,13
0.944,0.0001,665,639,25,25,0.01,1304,13
0.958,0.0001,716,688,25,25,0.01,1404,13
0.96,0.0001,756,748,25,25,0.01,1504,13
0.962,0.0001,812,792,25,25,0.01,1604,13
0.97,0.0001,857,847,25,25,0.01,1704,13
0.972,0.0001,909,895,25,25,0.01,1804,13
0.974,0.0001,959,945,25,25,0.01,1904,13
0.968,0.0001,1006,998,25,25,0.01,2004,13
0.54,0.0001,47,57,25,25,0.01,104,14
0.55,0.0001,104,100,25,25,0.01,204,14
0.546,0.0001,160,144,25,25,0.01,304,14
0.568,0.0001,219,185,25,25,0.01,404,14
0.568,0.0001,263,241,25,25,0.01,504,14
0.586,0.0001,316,288,25,25,0.01,604,14
0.584,0.0001,371,333,25,25,0.01,704,14
0.61,0.0001,420,384,25,25,0.01,804,14
0.692,0.0001,473,431,25,25,0.01,904,14
0.8,0.0001,512,492,25,25,0.01,1004,14
0.828,0.0001,563,541,25,25,0.01,1104,14
0.868,0.0001,610,594,25,25,0.01,1204,14
0.91,0.0001,662,642,25,25,0.01,1304,14
0.94,0.0001,717,687,25,25,0.01,1404,14
0.932,0.0001,767,737,25,25,0.01,1504,14
0.93,0.0001,812,792,25,25,0.01,1604,14
0.936,0.0001,859,845,25,25,0.01,1704,14
0.942,0.0001,908,896,25,25,0.01,1804,14
0.946,0.0001,957,947,25,25,0.01,1904,14
0.95,0.0001,1013,991,25,25,0.01,2004,14
0.488,0.0001,48,56,25,25,0.01,104,15
0.514,0.0001,96,108,25,25,0.01,204,15
0.53,0.0001,134,170,25,25,0.01,304,15
0.554,0.0001,184,220,25,25,0.01,404,15
0.598,0.0001,243,261,25,25,0.01,504,15
0.648,0.0001,291,313,25,25,0.01,604,15
0.666,0.0001,346,358,25,25,0.01,704,15
0.718,0.0001,388,416,25,25,0.01,804,15
0.748,0.0001,440,464,25,25,0.01,904,15
0.82,0.0001,498,506,25,25,0.01,1004,15
0.868,0.0001,546,558,25,25,0.01,1104,15
0.904,0.0001,594,610,25,25,0.01,1204,15
0.912,0.0001,638,666,25,25,0.01,1304,15
0.936,0.0001,692,712,25,25,0.01,1404,15
0.958,0.0001,745,759,25,25,0.01,1504,15
0.956,0.0001,793,811,25,25,0.01,1604,15
0.952,0.0001,846,858,25,25,0.01,1704,15
0.958,0.0001,906,898,25,25,0.01,1804,15
0.956,0.0001,956,948,25,25,0.01,1904,15
0.964,0.0001,1005,999,25,25,0.01,2004,15
0.524,0.0001,58,46,25,25,0.01,104,16
0.514,0.0001,104,100,25,25,0.01,204,16
0.542,0.0001,160,144,25,25,0.01,304,16
0.586,0.0001,210,194,25,25,0.01,404,16
0.584,0.0001,257,247,25,25,0.01,504,16
0.59,0.0001,302,302,25,25,0.01,604,16
0.624,0.0001,357,347,25,25,0.01,704,16
0.656,0.0001,399,405,25,25,0.01,804,16
0.694,0.0001,454,450,25,25,0.01,904,16
0.744,0.0001,508,496,25,25,0.01,1004,16
0.802,0.0001,560,544,25,25,0.01,1104,16
0.854,0.0001,604,600,25,25,0.01,1204,16
0.894,0.0001,658,646,25,25,0.01,1304,16
0.916,0.0001,711,693,25,25,0.01,1404,16
0.948,0.0001,759,745,25,25,0.01,1504,16
0.962,0.0001,811,793,25,25,0.01,1604,16
0.966,0.0001,867,837,25,25,0.01,1704,16
0.966,0.0001,915,889,25,25,0.01,1804,16
0.972,0.0001,963,941,25,25,0.01,1904,16
0.978,0.0001,1014,990,25,25,0.01,2004,16
0.484,0.0001,52,52,25,25,0.01,104,17
0.524,0.0001,102,102,25,25,0.01,204,17
0.528,0.0001,160,144,25,25,0.01,304,17
0.548,0.0001,209,195,25,25,0.01,404,17
0.582,0.0001,252,252,25,25,0.01,504,17
0.616,0.0001,309,295,25,25,0.01,604,17
0.652,0.0001,360,344,25,25,0.01,704,17
0.72,0.0001,414,390,25,25,0.01,804,17
0.754,0.0001,460,444,25,25,0.01,904,17
0.82,0.0001,518,486,25,25,0.01,1004,17
0.872,0.0001,572,532,25,25,0.01,1104,17
0.906,0.0001,621,583,25,25,0.01,1204,17
0.926,0.0001,665,639,25,25,0.01,1304,17
0.95,0.0001,713,691,25,25,0.01,1404,17
0.962,0.0001,770,734,25,25,0.01,1504,17
0.964,0.0001,822,782,25,25,0.01,1604,17
0.964,0.0001,873,831,25,25,0.01,1704,17
0.97,0.0001,922,882,25,25,0.01,1804,17
0.97,0.0001,976,928,25,25,0.01,1904,17
0.976,0.0001,1017,987,25,25,0.01,2004,17
0.486,0.0001,60,44,25,25,0.01,104,18
0.506,0.0001,113,91,25,25,0.01,204,18
0.534,0.0001,155,149,25,25,0.01,304,18
0.558,0.0001,201,203,25,25,0.01,404,18
0.566,0.0001,258,246,25,25,0.01,504,18
0.59,0.0001,306,298,25,25,0.01,604,18
0.642,0.0001,360,344,25,25,0.01,704,18
0.654,0.0001,407,397,25,25,0.01,804,18
0.696,0.0001,456,448,25,25,0.01,904,18
0.736,0.0001,508,496,25,25,0.01,1004,18
0.776,0.0001,565,539,25,25,0.01,1104,18
0.85,0.0001,615,589,25,25,0.01,1204,18
0.89,0.0001,666,638,25,25,0.01,1304,18
0.924,0.0001,716,688,25,25,0.01,1404,18
0.926,0.0001,772,732,25,25,0.01,1504,18
0.934,0.0001,819,785,25,25,0.01,1604,18
0.942,0.0001,862,842,25,25,0.01,1704,18
0.942,0.0001,914,890,25,25,0.01,1804,18
0.954,0.0001,953,951,25,25,0.01,1904,18
0.956,0.0001,1001,1003,25,25,0.01,2004,18
0.484,0.0001,54,50,25,25,0.01,104,19
0.49,0.0001,104,100,25,25,0.01,204,19
0.522,0.0001,153,151,25,25,0.01,304,19
0.554,0.0001,199,205,25,25,0.01,404,19
0.578,0.0001,251,253,25,25,0.01,504,19
0.612,0.0001,309,295,25,25,0.01,604,19
0.646,0.0001,353,351,25,25,0.01,704,19
0.71,0.0001,397,407,25,25,0.01,804,19
0.75,0.0001,446,458,25,25,0.01,904,19
0.808,0.0001,493,511,25,25,0.01,1004,19
0.85,0.0001,551,553,25,25,0.01,1104,19
0.896,0.0001,598,606,25,25,0.01,1204,19
0.904,0.0001,647,657,25,25,0.01,1304,19
0.932,0.0001,691,713,25,25,0.01,1404,19
0.932,0.0001,745,759,25,25,0.01,1504,19
0.948,0.0001,793,811,25,25,0.01,1604,19
0.952,0.0001,848,856,25,25,0.01,1704,19
0.952,0.0001,889,915,25,25,0.01,1804,19
0.958,0.0001,942,962,25,25,0.01,1904,19
0.958,0.0001,993,1011,25,25,0.01,2004,19
0.49,0.0001,55,49,25,25,0.01,104,20
0.528,0.0001,104,100,25,25,0.01,204,20
0.528,0.0001,156,148,25,25,0.01,304,20
0.558,0.0001,203,201,25,25,0.01,404,20
0.582,0.0001,246,258,25,25,0.01,504,20
0.632,0.0001,290,314,25,25,0.01,604,20
0.692,0.0001,332,372,25,25,0.01,704,20
0.718,0.0001,389,415,25,25,0.01,804,20
0.77,0.0001,448,456,25,25,0.01,904,20
0.834,0.0001,498,506,25,25,0.01,1004,20
0.854,0.0001,547,557,25,25,0.01,1104,20
0.898,0.0001,597,607,25,25,0.01,1204,20
0.92,0.0001,649,655,25,25,0.01,1304,20
0.948,0.0001,696,708,25,25,0.01,1404,20
0.948,0.0001,749,755,25,25,0.01,1504,20
0.952,0.0001,798,806,25,25,0.01,1604,20
0.964,0.0001,850,854,25,25,0.01,1704,20
0.97,0.0001,901,903,25,25,0.01,1804,20
0.97,0.0001,949,955,25,25,0.01,1904,20
0.972,0.0001,1007,997,25,25,0.01,2004,20
0.516,0.001,51,53,25,25,0.0001,104,1
0.516,0.001,97,107,25,25,0.0001,204,1
0.514,0.001,149,155,25,25,0.0001,304,1
0.514,0.001,201,203,25,25,0.0001,404,1
0.514,0.001,253,251,25,25,0.0001,504,1
0.512,0.001,311,293,25,25,0.0001,604,1
0.51,0.001,365,339,25,25,0.0001,704,1
0.512,0.001,412,392,25,25,0.0001,804,1
0.514,0.001,462,442,25,25,0.0001,904,1
0.514,0.001,504,500,25,25,0.0001,1004,1
0.514,0.001,549,555,25,25,0.0001,1104,1
0.518,0.001,597,607,25,25,0.0001,1204,1
0.518,0.001,648,656,25,25,0.0001,1304,1
0.518,0.001,700,704,25,25,0.0001,1404,1
0.522,0.001,754,750,25,25,0.0001,1504,1
0.518,0.001,802,802,25,25,0.0001,1604,1
0.52,0.001,857,847,25,25,0.0001,1704,1
0.518,0.001,899,905,25,25,0.0001,1804,1
0.522,0.001,946,958,25,25,0.0001,1904,1
0.52,0.001,985,1019,25,25,0.0001,2004,1
0.472,0.001,54,50,25,25,0.0001,104,2
0.472,0.001,102,102,25,25,0.0001,204,2
0.472,0.001,157,147,25,25,0.0001,304,2
0.47,0.001,214,190,25,25,0.0001,404,2
0.466,0.001,263,241,25,25,0.0001,504,2
0.466,0.001,319,285,25,25,0.0001,604,2
0.466,0.001,373,331,25,25,0.0001,704,2
0.464,0.001,422,382,25,25,0.0001,804,2
0.464,0.001,473,431,25,25,0.0001,904,2
0.458,0.001,534,470,25,25,0.0001,1004,2
0.458,0.001,587,517,25,25,0.0001,1104,2
0.464,0.001,641,563,25,25,0.0001,1204,2
0.468,0.001,680,624,25,25,0.0001,1304,2
0.47,0.001,725,679,25,25,0.0001,1404,2
0.47,0.001,769,735,25,25,0.0001,1504,2
0.474,0.001,812,792,25,25,0.0001,1604,2
0.482,0.001,861,843,25,25,0.0001,1704,2
0.486,0.001,914,890,25,25,0.0001,1804,2
0.49,0.001,959,945,25,25,0.0001,1904,2
0.492,0.001,1007,997,25,25,0.0001,2004,2
0.53,0.001,64,40,25,25,0.0001,104,3
0.53,0.001,117,87,25,25,0.0001,204,3
0.528,0.001,170,134,25,25,0.0001,304,3
0.528,0.001,217,187,25,25,0.0001,404,3
0.528,0.001,263,241,25,25,0.0001,504,3
0.528,0.001,314,290,25,25,0.0001,604,3
0.528,0.001,366,338,25,25,0.0001,704,3
0.528,0.001,418,386,25,25,0.0001,804,3
0.534,0.001,468,436,25,25,0.0001,904,3
0.534,0.001,519,485,25,25,0.0001,1004,3
0.536,0.001,573,531,25,25,0.0001,1104,3
0.536,0.001,625,579,25,25,0.0001,1204,3
0.534,0.001,667,637,25,25,0.0001,1304,3
0.534,0.001,724,680,25,25,0.0001,1404,3
0.538,0.001,770,734,25,25,0.0001,1504,3
0.54,0.001,819,785,25,25,0.0001,1604,3
0.542,0.001,865,839,25,25,0.0001,1704,3
0.542,0.001,910,894,25,25,0.0001,1804,3
0.542,0.001,956,948,25,25,0.0001,1904,3
0.544,0.001,1007,997,25,25,0.0001,2004,3
0.478,0.001,55,49,25,25,0.0001,104,4
0.476,0.001,110,94,25,25,0.0001,204,4
0.476,0.001,154,150,25,25,0.0001,304,4
0.476,0.001,207,197,25,25,0.0001,404,4
0.476,0.001,252,252,25,25,0.0001,504,4
0.476,0.001,297,307,25,25,0.0001,604,4
0.474,0.001,344,360,25,25,0.0001,704,4
0.474,0.001,393,411,25,25,0.0001,804,4
0.472,0.001,445,459,25,25,0.0001,904,4
0.474,0.001,493,511,25,25,0.0001,1004,4
0.47,0.001,546,558,25,25,0.0001,1104,4
0.472,0.001,592,612,25,25,0.0001,1204,4
0.468,0.001,639,665,25,25,0.0001,1304,4
0.466,0.001,690,714,25,25,0.0001,1404,4
0.47,0.001,747,757,25,25,0.0001,1504,4
0.472,0.001,803,801,25,25,0.0001,1604,4
0.474,0.001,860,844,25,25,0.0001,1704,4
0.474,0.001,912,892,25,25,0.0001,1804,4
0.476,0.001,955,949,25,25,0.0001,1904,4
0.478,0.001,1002,1002,25,25,0.0001,2004,4
0.52,0.001,47,57,25,25,0.0001,104,5
0.52,0.001,96,108,25,25,0.0001,204,5
0.52,0.001,145,159,25,25,0.0001,304,5
0.522,0.001,197,207,25,25,0.0001,404,5
0.524,0.001,247,257,25,25,0.0001,504,5
0.524,0.001,294,310,25,25,0.0001,604,5
0.526,0.001,348,356,25,25,0.0001,704,5
0.526,0.001,402,402,25,25,0.0001,804,5
0.528,0.001,448,456,25,25,0.0001,904,5
0.53,0.001,502,502,25,25,0.0001,1004,5
0.53,0.001,549,555,25,25,0.0001,1104,5
0.532,0.001,593,611,25,25,0.0001,1204,5
0.53,0.001,636,668,25,25,0.0001,1304,5
0.53,0.001,690,714,25,25,0.0001,1404,5
0.534,0.001,752,752,25,25,0.0001,1504,5
0.532,0.001,802,802,25,25,0.0001,1604,5
0.536,0.001,852,852,25,25,0.0001,1704,5
0.538,0.001,896,908,25,25,0.0001,1804,5
0.542,0.001,944,960,25,25,0.0001,1904,5
0.546,0.001,993,1011,25,25,0.0001,2004,5
0.468,0.001,62,42,25,25,0.0001,104,6
0.468,0.001,109,95,25,25,0.0001,204,6
0.468,0.001,154,150,25,25,0.0001,304,6
0.468,0.001,204,200,25,25,0.0001,404,6
0.468,0.001,269,235,25,25,0.0001,504,6
0.468,0.001,327,277,25,25,0.0001,604,6
0.468,0.001,373,331,25,25,0.0001,704,6
0.468,0.001,431,373,25,25,0.0001,804,6
0.47,0.001,477,427,25,25,0.0001,904,6
0.47,0.001,536,468,25,25,0.0001,1004,6
0.47,0.001,583,521,25,25,0.0001,1104,6
0.468,0.001,626,578,25,25,0.0001,1204,6
0.468,0.001,669,635,25,25,0.0001,1304,6
0.468,0.001,715,689,25,25,0.0001,1404,6
0.468,0.001,763,741,25,25,0.0001,1504,6
0.47,0.001,812,792,25,25,0.0001,1604,6
0.47,0.001,860,844,25,25,0.0001,1704,6
0.472,0.001,904,900,25,25,0.0001,1804,6
0.476,0.001,940,964,25,25,0.0001,1904,6
0.476,0.001,992,1012,25,25,0.0001,2004,6
0.494,0.001,56,48,25,25,0.0001,104,7
0.494,0.001,111,93,25,25,0.0001,204,7
0.494,0.001,157,147,25,25,0.0001,304,7
0.492,0.001,203,201,25,25,0.0001,404,7
0.492,0.001,256,248,25,25,0.0001,504,7
0.492,0.001,302,302,25,25,0.0001,604,7
0.492,0.001,357,347,25,25,0.0001,704,7
0.492,0.001,411,393,25,25,0.0001,804,7
0.492,0.001,457,447,25,25,0.0001,904,7
0.492,0.001,511,493,25,25,0.0001,1004,7
0.492,0.001,556,548,25,25,0.0001,1104,7
0.494,0.001,611,593,25,25,0.0001,1204,7
0.494,0.001,664,640,25,25,0.0001,1304,7
0.494,0.001,707,697,25,25,0.0001,1404,7
0.492,0.001,752,752,25,25,0.0001,1504,7
0.492,0.001,800,804,25,25,0.0001,1604,7
0.492,0.001,847,857,25,25,0.0001,1704,7
0.492,0.001,901,903,25,25,0.0001,1804,7
0.492,0.001,949,955,25,25,0.0001,1904,7
0.494,0.001,1001,1003,25,25,0.0001,2004,7
0.54,0.001,51,53,25,25,0.0001,104,8
0.54,0.001,104,100,25,25,0.0001,204,8
0.542,0.001,158,146,25,25,0.0001,304,8
0.54,0.001,200,204,25,25,0.0001,404,8
0.54,0.001,245,259,25,25,0.0001,504,8
0.54,0.001,296,308,25,25,0.0001,604,8
0.54,0.001,342,362,25,25,0.0001,704,8
0.54,0.001,389,415,25,25,0.0001,804,8
0.54,0.001,442,462,25,25,0.0001,904,8
0.54,0.001,495,509,25,25,0.0001,1004,8
0.54,0.001,541,563,25,25,0.0001,1104,8
0.54,0.001,596,608,25,25,0.0001,1204,8
0.54,0.001,647,657,25,25,0.0001,1304,8
0.538,0.001,697,707,25,25,0.0001,1404,8
0.538,0.001,750,754,25,25,0.0001,1504,8
0.54,0.001,804,800,25,25,0.0001,1604,8
0.542,0.001,854,850,25,25,0.0001,1704,8
0.544,0.001,909,895,25,25,0.0001,1804,8
0.542,0.001,965,939,25,25,0.0001,1904,8
0.544,0.001,1015,989,25,25,0.0001,2004,8
0.496,0.001,44,60,25,25,0.0001,104,9
0.498,0.001,101,103,25,25,0.0001,204,9
0.498,0.001,155,149,25,25,0.0001,304,9
0.498,0.001,210,194,25,25,0.0001,404,9
0.498,0.001,262,242,25,25,0.0001,504,9
0.5,0.001,320,284,25,25,0.0001,604,9
0.5,0.001,370,334,25,25,0.0001,704,9
0.5,0.001,418,386,25,25,0.0001,804,9
0.5,0.001,468,436,25,25,0.0001,904,9
0.5,0.001,518,486,25,25,0.0001,1004,9
0.5,0.001,564,540,25,25,0.0001,1104,9
0.5,0.001,609,595,25,25,0.0001,1204,9
0.5,0.001,654,650,25,25,0.0001,1304,9
0.5,0.001,705,699,25,25,0.0001,1404,9
0.5,0.001,745,759,25,25,0.0001,1504,9
0.502,0.001,805,799,25,25,0.0001,1604,9
0.504,0.001,860,844,25,25,0.0001,1704,9
0.502,0.001,914,890,25,25,0.0001,1804,9
0.506,0.001,965,939,25,25,0.0001,1904,9
0.506,0.001,1011,993,25,25,0.0001,2004,9
0.512,0.001,48,56,25,25,0.0001,104,10
0.514,0.001,109,95,25,25,0.0001,204,10
0.514,0.001,163,141,25,25,0.0001,304,10
0.514,0.001,212,192,25,25,0.0001,404,10
0.514,0.001,265,239,25,25,0.0001,504,10
0.512,0.001,307,297,25,25,0.0001,604,10
0.514,0.001,350,354,25,25,0.0001,704,10
0.514,0.001,398,406,25,25,0.0001,804,10
0.514,0.001,448,456,25,25,0.0001,904,10
0.518,0.001,508,496,25,25,0.0001,1004,10
0.514,0.001,548,556,25,25,0.0001,1104,10
0.51,0.001,603,601,25,25,0.0001,1204,10
0.512,0.001,648,656,25,25,0.0001,1304,10
0.512,0.001,697,707,25,25,0.0001,1404,10
0.508,0.001,750,754,25,25,0.0001,1504,10
0.508,0.001,799,805,25,25,0.0001,1604,10
0.51,0.001,850,854,25,25,0.0001,1704,10
0.51,0.001,906,898,25,25,0.0001,1804,10
0.512,0.001,954,950,25,25,0.0001,1904,10
0.514,0.001,1007,997,25,25,0.0001,2004,10
0.492,0.001,62,42,25,25,0.0001,104,11
0.492,0.001,109,95,25,25,0.0001,204,11
0.49,0.001,155,149,25,25,0.0001,304,11
0.49,0.001,201,203,25,25,0.0001,404,11
0.492,0.001,252,252,25,25,0.0001,504,11
0.492,0.001,291,313,25,25,0.0001,604,11
0.494,0.001,347,357,25,25,0.0001,704,11
0.494,0.001,386,418,25,25,0.0001,804,11
0.494,0.001,428,476,25,25,0.0001,904,11
0.494,0.001,487,517,25,25,0.0001,1004,11
0.494,0.001,537,567,25,25,0.0001,1104,11
0.494,0.001,590,614,25,25,0.0001,1204,11
0.496,0.001,639,665,25,25,0.0001,1304,11
0.496,0.001,686,718,25,25,0.0001,1404,11
0.496,0.001,740,764,25,25,0.0001,1504,11
0.496,0.001,790,814,25,25,0.0001,1604,11
0.496,0.001,838,866,25,25,0.0001,1704,11
0.496,0.001,888,916,25,25,0.0001,1804,11
0.496,0.001,937,967,25,25,0.0001,1904,11
0.496,0.001,986,1018,25,25,0.0001,2004,11
0.486,0.001,55,49,25,25,0.0001,104,12
0.486,0.001,105,99,25,25,0.0001,204,12
0.486,0.001,151,153,25,25,0.0001,304,12
0.486,0.001,194,210,25,25,0.0001,404,12
0.486,0.001,248,256,25,25,0.0001,504,12
0.486,0.001,298,306,25,25,0.0001,604,12
0.486,0.001,353,351,25,25,0.0001,704,12
0.488,0.001,404,400,25,25,0.0001,804,12
0.488,0.001,452,452,25,25,0.0001,904,12
0.488,0.001,512,492,25,25,0.0001,1004,12
0.488,0.001,566,538,25,25,0.0001,1104,12
0.486,0.001,610,594,25,25,0.0001,1204,12
0.49,0.001,653,651,25,25,0.0001,1304,12
0.488,0.001,712,692,25,25,0.0001,1404,12
0.49,0.001,768,736,25,25,0.0001,1504,12
0.492,0.001,810,794,25,25,0.0001,1604,12
0.49,0.001,860,844,25,25,0.0001,1704,12
0.488,0.001,909,895,25,25,0.0001,1804,12
0.494,0.001,961,943,25,25,0.0001,1904,12
0.494,0.001,1006,998,25,25,0.0001,2004,12
0.536,0.001,54,50,25,25,0.0001,104,13
0.534,0.001,100,104,25,25,0.0001,204,13
0.534,0.001,150,154,25,25,0.0001,304,13
0.534,0.001,196,208,25,25,0.0001,404,13
0.536,0.001,249,255,25,25,0.0001,504,13
0.536,0.001,302,302,25,25,0.0001,604,13
0.536,0.001,349,355,25,25,0.0001,704,13
0.536,0.001,405,399,25,25,0.0001,804,13
0.534,0.001,460,444,25,25,0.0001,904,13
0.534,0.001,513,491,25,25,0.0001,1004,13
0.534,0.001,560,544,25,25,0.0001,1104,13
0.538,0.001,617,587,25,25,0.0001,1204,13
0.536,0.001,667,637,25,25,0.0001,1304,13
0.538,0.001,720,684,25,25,0.0001,1404,13
0.538,0.001,765,739,25,25,0.0001,1504,13
0.542,0.001,813,791,25,25,0.0001,1604,13
0.55,0.001,853,851,25,25,0.0001,1704,13
0.552,0.001,903,901,25,25,0.0001,1804,13
0.552,0.001,956,948,25,25,0.0001,1904,13
0.558,0.001,1004,1000,25,25,0.0001,2004,13
0.494,0.001,57,47,25,25,0.0001,104,14
0.494,0.001,108,96,25,25,0.0001,204,14
0.496,0.001,153,151,25,25,0.0001,304,14
0.498,0.001,208,196,25,25,0.0001,404,14
0.498,0.001,259,245,25,25,0.0001,504,14
0.5,0.001,320,284,25,25,0.0001,604,14
0.5,0.001,370,334,25,25,0.0001,704,14
0.5,0.001,418,386,25,25,0.0001,804,14
0.5,0.001,472,432,25,25,0.0001,904,14
0.502,0.001,521,483,25,25,0.0001,1004,14
0.502,0.001,564,540,25,25,0.0001,1104,14
0.504,0.001,616,588,25,25,0.0001,1204,14
0.504,0.001,661,643,25,25,0.0001,1304,14
0.504,0.001,707,697,25,25,0.0001,1404,14
0.504,0.001,754,750,25,25,0.0001,1504,14
0.508,0.001,798,806,25,25,0.0001,1604,14
0.51,0.001,852,852,25,25,0.0001,1704,14
0.514,0.001,902,902,25,25,0.0001,1804,14
0.514,0.001,953,951,25,25,0.0001,1904,14
0.518,0.001,1006,998,25,25,0.0001,2004,14
0.476,0.001,50,54,25,25,0.0001,104,15
0.476,0.001,95,109,25,25,0.0001,204,15
0.476,0.001,143,161,25,25,0.0001,304,15
0.48,0.001,191,213,25,25,0.0001,404,15
0.48,0.001,245,259,25,25,0.0001,504,15
0.48,0.001,297,307,25,25,0.0001,604,15
0.48,0.001,354,350,25,25,0.0001,704,15
0.48,0.001,400,404,25,25,0.0001,804,15
0.48,0.001,443,461,25,25,0.0001,904,15
0.478,0.001,492,512,25,25,0.0001,1004,15
0.482,0.001,539,565,25,25,0.0001,1104,15
0.478,0.001,584,620,25,25,0.0001,1204,15
0.476,0.001,633,671,25,25,0.0001,1304,15
0.472,0.001,678,726,25,25,0.0001,1404,15
0.476,0.001,738,766,25,25,0.0001,1504,15
0.476,0.001,792,812,25,25,0.0001,1604,15
0.476,0.001,845,859,25,25,0.0001,1704,15
0.474,0.001,894,910,25,25,0.0001,1804,15
0.472,0.001,956,948,25,25,0.0001,1904,15
0.474,0.001,1010,994,25,25,0.0001,2004,15
0.476,0.001,54,50,25,25,0.0001,104,16
0.478,0.001,102,102,25,25,0.0001,204,16
0.478,0.001,149,155,25,25,0.0001,304,16
0.478,0.001,201,203,25,25,0.0001,404,16
0.474,0.001,245,259,25,25,0.0001,504,16
0.476,0.001,293,311,25,25,0.0001,604,16
0.48,0.001,336,368,25,25,0.0001,704,16
0.48,0.001,396,408,25,25,0.0001,804,16
0.48,0.001,450,454,25,25,0.0001,904,16
0.478,0.001,507,497,25,25,0.0001,1004,16
0.476,0.001,551,553,25,25,0.0001,1104,16
0.478,0.001,601,603,25,25,0.0001,1204,16
0.48,0.001,655,649,25,25,0.0001,1304,16
0.482,0.001,713,691,25,25,0.0001,1404,16
0.478,0.001,767,737,25,25,0.0001,1504,16
0.48,0.001,818,786,25,25,0.0001,1604,16
0.482,0.001,870,834,25,25,0.0001,1704,16
0.484,0.001,911,893,25,25,0.0001,1804,16
0.482,0.001,963,941,25,25,0.0001,1904,16
0.48,0.001,1013,991,25,25,0.0001,2004,16
0.552,0.001,52,52,25,25,0.0001,104,17
0.554,0.001,99,105,25,25,0.0001,204,17
0.552,0.001,153,151,25,25,0.0001,304,17
0.552,0.001,201,203,25,25,0.0001,404,17
0.554,0.001,253,251,25,25,0.0001,504,17
0.556,0.001,302,302,25,25,0.0001,604,17
0.556,0.001,349,355,25,25,0.0001,704,17
0.556,0.001,394,410,25,25,0.0001,804,17
0.556,0.001,447,457,25,25,0.0001,904,17
0.558,0.001,503,501,25,25,0.0001,1004,17
0.56,0.001,545,559,25,25,0.0001,1104,17
0.562,0.001,592,612,25,25,0.0001,1204,17
0.564,0.001,644,660,25,25,0.0001,1304,17
0.566,0.001,700,704,25,25,0.0001,1404,17
0.574,0.001,750,754,25,25,0.0001,1504,17
0.578,0.001,795,809,25,25,0.0001,1604,17
0.58,0.001,850,854,25,25,0.0001,1704,17
0.586,0.001,906,898,25,25,0.0001,1804,17
0.59,0.001,958,946,25,25,0.0001,1904,17
0.59,0.001,1009,995,25,25,0.0001,2004,17
0.532,0.001,52,52,25,25,0.0001,104,18
0.532,0.001,100,104,25,25,0.0001,204,18
0.532,0.001,150,154,25,25,0.0001,304,18
0.53,0.001,204,200,25,25,0.0001,404,18
0.53,0.001,259,245,25,25,0.0001,504,18
0.53,0.001,310,294,25,25,0.0001,604,18
0.532,0.001,359,345,25,25,0.0001,704,18
0.532,0.001,420,384,25,25,0.0001,804,18
0.53,0.001,473,431,25,25,0.0001,904,18
0.534,0.001,511,493,25,25,0.0001,1004,18
0.534,0.001,569,535,25,25,0.0001,1104,18
0.536,0.001,622,582,25,25,0.0001,1204,18
0.536,0.001,672,632,25,25,0.0001,1304,18
0.536,0.001,726,678,25,25,0.0001,1404,18
0.536,0.001,776,728,25,25,0.0001,1504,18
0.536,0.001,823,781,25,25,0.0001,1604,18
0.54,0.001,876,828,25,25,0.0001,1704,18
0.54,0.001,926,878,25,25,0.0001,1804,18
0.54,0.001,967,937,25,25,0.0001,1904,18
0.542,0.001,1010,994,25,25,0.0001,2004,18
0.524,0.001,48,56,25,25,0.0001,104,19
0.524,0.001,96,108,25,25,0.0001,204,19
0.524,0.001,147,157,25,25,0.0001,304,19
0.524,0.001,199,205,25,25,0.0001,404,19
0.524,0.001,243,261,25,25,0.0001,504,19
0.524,0.001,304,300,25,25,0.0001,604,19
0.524,0.001,353,351,25,25,0.0001,704,19
0.524,0.001,406,398,25,25,0.0001,804,19
0.524,0.001,449,455,25,25,0.0001,904,19
0.524,0.001,501,503,25,25,0.0001,1004,19
0.524,0.001,560,544,25,25,0.0001,1104,19
0.524,0.001,605,599,25,25,0.0001,1204,19
0.524,0.001,652,652,25,25,0.0001,1304,19
0.524,0.001,695,709,25,25,0.0001,1404,19
0.522,0.001,748,756,25,25,0.0001,1504,19
0.524,0.001,792,812,25,25,0.0001,1604,19
0.524,0.001,844,860,25,25,0.0001,1704,19
0.524,0.001,898,906,25,25,0.0001,1804,19
0.524,0.001,943,961,25,25,0.0001,1904,19
