accuracy,alpha,batch_neg,batch_pos,embed_dim,equality_pretrain_max_iter,equality_pretraining_accuracy,hidden_dim,learning_rate,max_equality_pretraining_trials,rep_pretrain_max_iter,rep_pretrain_tasks,train_size,trial
0.97,0.0001,777,727,25,10,0.999,50,0.01,1,10,10,1504,18
0.97,0.0001,827,777,25,10,0.999,50,0.01,1,10,10,1604,18
0.972,0.0001,878,826,25,10,0.999,50,0.01,1,10,10,1704,18
0.976,0.0001,918,886,25,10,0.999,50,0.01,1,10,10,1804,18
0.98,0.0001,975,929,25,10,0.999,50,0.01,1,10,10,1904,18
0.56,0.0001,0,0,25,10,0.999,50,0.01,1,10,10,0,19
0.634,0.0001,55,49,25,10,0.999,50,0.01,1,10,10,104,19
0.498,0.0001,102,102,25,10,0.999,50,0.01,1,10,10,204,19
0.632,0.0001,158,146,25,10,0.999,50,0.01,1,10,10,304,19
0.65,0.0001,202,202,25,10,0.999,50,0.01,1,10,10,404,19
0.584,0.0001,247,257,25,10,0.999,50,0.01,1,10,10,504,19
0.61,0.0001,299,305,25,10,0.999,50,0.01,1,10,10,604,19
0.666,0.0001,346,358,25,10,0.999,50,0.01,1,10,10,704,19
0.694,0.0001,401,403,25,10,0.999,50,0.01,1,10,10,804,19
0.744,0.0001,449,455,25,10,0.999,50,0.01,1,10,10,904,19
0.8,0.0001,499,505,25,10,0.999,50,0.01,1,10,10,1004,19
0.826,0.0001,543,561,25,10,0.999,50,0.01,1,10,10,1104,19
0.9,0.0001,593,611,25,10,0.999,50,0.01,1,10,10,1204,19
0.932,0.0001,637,667,25,10,0.999,50,0.01,1,10,10,1304,19
0.952,0.0001,688,716,25,10,0.999,50,0.01,1,10,10,1404,19
0.966,0.0001,741,763,25,10,0.999,50,0.01,1,10,10,1504,19
0.97,0.0001,795,809,25,10,0.999,50,0.01,1,10,10,1604,19
0.976,0.0001,846,858,25,10,0.999,50,0.01,1,10,10,1704,19
0.984,0.0001,892,912,25,10,0.999,50,0.01,1,10,10,1804,19
0.988,0.0001,932,972,25,10,0.999,50,0.01,1,10,10,1904,19
0.498,0.0001,0,0,25,10,0.999,50,0.01,1,10,10,0,20
0.608,0.0001,46,58,25,10,0.999,50,0.01,1,10,10,104,20
0.544,0.0001,95,109,25,10,0.999,50,0.01,1,10,10,204,20
0.616,0.0001,151,153,25,10,0.999,50,0.01,1,10,10,304,20
0.68,0.0001,193,211,25,10,0.999,50,0.01,1,10,10,404,20
0.674,0.0001,251,253,25,10,0.999,50,0.01,1,10,10,504,20
0.728,0.0001,305,299,25,10,0.999,50,0.01,1,10,10,604,20
0.728,0.0001,351,353,25,10,0.999,50,0.01,1,10,10,704,20
0.81,0.0001,401,403,25,10,0.999,50,0.01,1,10,10,804,20
0.84,0.0001,454,450,25,10,0.999,50,0.01,1,10,10,904,20
0.858,0.0001,504,500,25,10,0.999,50,0.01,1,10,10,1004,20
0.896,0.0001,554,550,25,10,0.999,50,0.01,1,10,10,1104,20
0.924,0.0001,613,591,25,10,0.999,50,0.01,1,10,10,1204,20
0.936,0.0001,667,637,25,10,0.999,50,0.01,1,10,10,1304,20
0.96,0.0001,716,688,25,10,0.999,50,0.01,1,10,10,1404,20
0.97,0.0001,765,739,25,10,0.999,50,0.01,1,10,10,1504,20
0.98,0.0001,819,785,25,10,0.999,50,0.01,1,10,10,1604,20
0.984,0.0001,868,836,25,10,0.999,50,0.01,1,10,10,1704,20
0.982,0.0001,910,894,25,10,0.999,50,0.01,1,10,10,1804,20
0.982,0.0001,961,943,25,10,0.999,50,0.01,1,10,10,1904,20
