trial,embed_dim,hidden_dim,alpha,learning_rate,premack_training,equality_accuracy,premack_accuracy
17,10,10,0.001,0.01,480,0.998,0.597
17,10,10,0.001,0.01,500,0.998,0.586
17,10,10,0.001,0.01,520,0.998,0.569
17,10,10,0.001,0.01,540,0.998,0.566
17,10,10,0.001,0.01,560,0.998,0.568
17,10,10,0.001,0.01,580,0.998,0.564
17,10,10,0.001,0.01,600,0.998,0.569
17,10,10,0.001,0.01,620,0.998,0.575
17,10,10,0.001,0.01,640,0.998,0.585
17,10,10,0.001,0.01,660,0.998,0.593
17,10,10,0.001,0.01,680,0.998,0.604
17,10,10,0.001,0.01,700,0.998,0.599
17,10,10,0.001,0.01,720,0.998,0.6
17,10,10,0.001,0.01,740,0.998,0.602
17,10,10,0.001,0.01,760,0.998,0.605
17,10,10,0.001,0.01,780,0.998,0.606
17,10,10,0.001,0.01,800,0.998,0.589
17,10,10,0.001,0.01,820,0.998,0.578
17,10,10,0.001,0.01,840,0.998,0.572
17,10,10,0.001,0.01,860,0.998,0.567
17,10,10,0.001,0.01,880,0.998,0.563
17,10,10,0.001,0.01,900,0.998,0.555
17,10,10,0.001,0.01,920,0.998,0.554
17,10,10,0.001,0.01,940,0.998,0.554
17,10,10,0.001,0.01,960,0.998,0.561
17,10,10,0.001,0.01,980,0.998,0.572
18,10,10,0.001,0.01,0,0.9975,0.56
18,10,10,0.001,0.01,20,0.9975,0.631
18,10,10,0.001,0.01,40,0.9975,0.663
18,10,10,0.001,0.01,60,0.9975,0.63
18,10,10,0.001,0.01,80,0.9975,0.577
18,10,10,0.001,0.01,100,0.9975,0.548
18,10,10,0.001,0.01,120,0.9975,0.544
18,10,10,0.001,0.01,140,0.9975,0.546
18,10,10,0.001,0.01,160,0.9975,0.573
18,10,10,0.001,0.01,180,0.9975,0.592
18,10,10,0.001,0.01,200,0.9975,0.593
18,10,10,0.001,0.01,220,0.9975,0.594
18,10,10,0.001,0.01,240,0.9975,0.587
18,10,10,0.001,0.01,260,0.9975,0.595
18,10,10,0.001,0.01,280,0.9975,0.595
18,10,10,0.001,0.01,300,0.9975,0.596
18,10,10,0.001,0.01,320,0.9975,0.597
18,10,10,0.001,0.01,340,0.9975,0.596
18,10,10,0.001,0.01,360,0.9975,0.6
18,10,10,0.001,0.01,380,0.9975,0.594
18,10,10,0.001,0.01,400,0.9975,0.582
18,10,10,0.001,0.01,420,0.9975,0.589
18,10,10,0.001,0.01,440,0.9975,0.585
18,10,10,0.001,0.01,460,0.9975,0.584
18,10,10,0.001,0.01,480,0.9975,0.575
18,10,10,0.001,0.01,500,0.9975,0.583
18,10,10,0.001,0.01,520,0.9975,0.578
18,10,10,0.001,0.01,540,0.9975,0.573
18,10,10,0.001,0.01,560,0.9975,0.568
18,10,10,0.001,0.01,580,0.9975,0.567
18,10,10,0.001,0.01,600,0.9975,0.571
18,10,10,0.001,0.01,620,0.9975,0.574
18,10,10,0.001,0.01,640,0.9975,0.586
18,10,10,0.001,0.01,660,0.9975,0.586
18,10,10,0.001,0.01,680,0.9975,0.591
18,10,10,0.001,0.01,700,0.9975,0.593
18,10,10,0.001,0.01,720,0.9975,0.598
18,10,10,0.001,0.01,740,0.9975,0.608
18,10,10,0.001,0.01,760,0.9975,0.609
18,10,10,0.001,0.01,780,0.9975,0.609
18,10,10,0.001,0.01,800,0.9975,0.617
18,10,10,0.001,0.01,820,0.9975,0.617
18,10,10,0.001,0.01,840,0.9975,0.616
18,10,10,0.001,0.01,860,0.9975,0.619
18,10,10,0.001,0.01,880,0.9975,0.62
18,10,10,0.001,0.01,900,0.9975,0.615
18,10,10,0.001,0.01,920,0.9975,0.613
18,10,10,0.001,0.01,940,0.9975,0.607
18,10,10,0.001,0.01,960,0.9975,0.606
18,10,10,0.001,0.01,980,0.9975,0.606
19,10,10,0.001,0.01,0,0.993,0.525
19,10,10,0.001,0.01,20,0.993,0.548
19,10,10,0.001,0.01,40,0.993,0.588
19,10,10,0.001,0.01,60,0.993,0.641
19,10,10,0.001,0.01,80,0.993,0.648
19,10,10,0.001,0.01,100,0.993,0.628
19,10,10,0.001,0.01,120,0.993,0.585
19,10,10,0.001,0.01,140,0.993,0.56
19,10,10,0.001,0.01,160,0.993,0.563
19,10,10,0.001,0.01,180,0.993,0.567
19,10,10,0.001,0.01,200,0.993,0.592
19,10,10,0.001,0.01,220,0.993,0.611
19,10,10,0.001,0.01,240,0.993,0.627
19,10,10,0.001,0.01,260,0.993,0.624
19,10,10,0.001,0.01,280,0.993,0.606
19,10,10,0.001,0.01,300,0.993,0.603
19,10,10,0.001,0.01,320,0.993,0.611
19,10,10,0.001,0.01,340,0.993,0.618
19,10,10,0.001,0.01,360,0.993,0.61
19,10,10,0.001,0.01,380,0.993,0.609
19,10,10,0.001,0.01,400,0.993,0.608
19,10,10,0.001,0.01,420,0.993,0.604
19,10,10,0.001,0.01,440,0.993,0.605
19,10,10,0.001,0.01,460,0.993,0.597
19,10,10,0.001,0.01,480,0.993,0.588
19,10,10,0.001,0.01,500,0.993,0.586
19,10,10,0.001,0.01,520,0.993,0.588
19,10,10,0.001,0.01,540,0.993,0.582
19,10,10,0.001,0.01,560,0.993,0.581
19,10,10,0.001,0.01,580,0.993,0.576
19,10,10,0.001,0.01,600,0.993,0.577
19,10,10,0.001,0.01,620,0.993,0.576
19,10,10,0.001,0.01,640,0.993,0.574
19,10,10,0.001,0.01,660,0.993,0.572
19,10,10,0.001,0.01,680,0.993,0.57
19,10,10,0.001,0.01,700,0.993,0.577
19,10,10,0.001,0.01,720,0.993,0.581
19,10,10,0.001,0.01,740,0.993,0.586
19,10,10,0.001,0.01,760,0.993,0.586
19,10,10,0.001,0.01,780,0.993,0.597
19,10,10,0.001,0.01,800,0.993,0.599
19,10,10,0.001,0.01,820,0.993,0.608
19,10,10,0.001,0.01,840,0.993,0.611
19,10,10,0.001,0.01,860,0.993,0.61
19,10,10,0.001,0.01,880,0.993,0.616
19,10,10,0.001,0.01,900,0.993,0.621
19,10,10,0.001,0.01,920,0.993,0.627
19,10,10,0.001,0.01,940,0.993,0.627
19,10,10,0.001,0.01,960,0.993,0.619
19,10,10,0.001,0.01,980,0.993,0.619
20,10,10,0.001,0.01,0,0.9925,0.525
20,10,10,0.001,0.01,20,0.9925,0.528
20,10,10,0.001,0.01,40,0.9925,0.549
20,10,10,0.001,0.01,60,0.9925,0.572
20,10,10,0.001,0.01,80,0.9925,0.569
20,10,10,0.001,0.01,100,0.9925,0.544
20,10,10,0.001,0.01,120,0.9925,0.528
20,10,10,0.001,0.01,140,0.9925,0.534
20,10,10,0.001,0.01,160,0.9925,0.537
20,10,10,0.001,0.01,180,0.9925,0.552
20,10,10,0.001,0.01,200,0.9925,0.566
20,10,10,0.001,0.01,220,0.9925,0.568
20,10,10,0.001,0.01,240,0.9925,0.566
20,10,10,0.001,0.01,260,0.9925,0.567
20,10,10,0.001,0.01,280,0.9925,0.565
20,10,10,0.001,0.01,300,0.9925,0.568
20,10,10,0.001,0.01,320,0.9925,0.573
20,10,10,0.001,0.01,340,0.9925,0.577
20,10,10,0.001,0.01,360,0.9925,0.587
20,10,10,0.001,0.01,380,0.9925,0.589
20,10,10,0.001,0.01,400,0.9925,0.597
20,10,10,0.001,0.01,420,0.9925,0.609
20,10,10,0.001,0.01,440,0.9925,0.607
20,10,10,0.001,0.01,460,0.9925,0.603
20,10,10,0.001,0.01,480,0.9925,0.623
20,10,10,0.001,0.01,500,0.9925,0.618
20,10,10,0.001,0.01,520,0.9925,0.625
20,10,10,0.001,0.01,540,0.9925,0.629
20,10,10,0.001,0.01,560,0.9925,0.635
20,10,10,0.001,0.01,580,0.9925,0.634
20,10,10,0.001,0.01,600,0.9925,0.629
20,10,10,0.001,0.01,620,0.9925,0.624
20,10,10,0.001,0.01,640,0.9925,0.622
20,10,10,0.001,0.01,660,0.9925,0.608
20,10,10,0.001,0.01,680,0.9925,0.6
20,10,10,0.001,0.01,700,0.9925,0.592
20,10,10,0.001,0.01,720,0.9925,0.584
20,10,10,0.001,0.01,740,0.9925,0.581
20,10,10,0.001,0.01,760,0.9925,0.582
20,10,10,0.001,0.01,780,0.9925,0.592
20,10,10,0.001,0.01,800,0.9925,0.59
20,10,10,0.001,0.01,820,0.9925,0.6
20,10,10,0.001,0.01,840,0.9925,0.598
20,10,10,0.001,0.01,860,0.9925,0.605
20,10,10,0.001,0.01,880,0.9925,0.603
20,10,10,0.001,0.01,900,0.9925,0.599
20,10,10,0.001,0.01,920,0.9925,0.605
20,10,10,0.001,0.01,940,0.9925,0.602
20,10,10,0.001,0.01,960,0.9925,0.598
20,10,10,0.001,0.01,980,0.9925,0.593
1,10,10,0.01,0.01,0,0.975,0.515
1,10,10,0.01,0.01,20,0.975,0.512
1,10,10,0.01,0.01,40,0.975,0.527
1,10,10,0.01,0.01,60,0.975,0.554
1,10,10,0.01,0.01,80,0.975,0.562
1,10,10,0.01,0.01,100,0.975,0.543
1,10,10,0.01,0.01,120,0.975,0.535
1,10,10,0.01,0.01,140,0.975,0.543
1,10,10,0.01,0.01,160,0.975,0.579
1,10,10,0.01,0.01,180,0.975,0.574
1,10,10,0.01,0.01,200,0.975,0.592
1,10,10,0.01,0.01,220,0.975,0.588
1,10,10,0.01,0.01,240,0.975,0.592
1,10,10,0.01,0.01,260,0.975,0.595
1,10,10,0.01,0.01,280,0.975,0.613
1,10,10,0.01,0.01,300,0.975,0.628
1,10,10,0.01,0.01,320,0.975,0.641
1,10,10,0.01,0.01,340,0.975,0.644
1,10,10,0.01,0.01,360,0.975,0.654
1,10,10,0.01,0.01,380,0.975,0.643
1,10,10,0.01,0.01,400,0.975,0.646
1,10,10,0.01,0.01,420,0.975,0.647
1,10,10,0.01,0.01,440,0.975,0.643
1,10,10,0.01,0.01,460,0.975,0.648
1,10,10,0.01,0.01,480,0.975,0.662
1,10,10,0.01,0.01,500,0.975,0.667
1,10,10,0.01,0.01,520,0.975,0.664
1,10,10,0.01,0.01,540,0.975,0.663
1,10,10,0.01,0.01,560,0.975,0.667
1,10,10,0.01,0.01,580,0.975,0.678
1,10,10,0.01,0.01,600,0.975,0.684
1,10,10,0.01,0.01,620,0.975,0.683
1,10,10,0.01,0.01,640,0.975,0.689
1,10,10,0.01,0.01,660,0.975,0.691
1,10,10,0.01,0.01,680,0.975,0.705
1,10,10,0.01,0.01,700,0.975,0.726
1,10,10,0.01,0.01,720,0.975,0.731
1,10,10,0.01,0.01,740,0.975,0.748
1,10,10,0.01,0.01,760,0.975,0.761
1,10,10,0.01,0.01,780,0.975,0.768
1,10,10,0.01,0.01,800,0.975,0.771
1,10,10,0.01,0.01,820,0.975,0.777
1,10,10,0.01,0.01,840,0.975,0.781
1,10,10,0.01,0.01,860,0.975,0.782
1,10,10,0.01,0.01,880,0.975,0.781
1,10,10,0.01,0.01,900,0.975,0.786
1,10,10,0.01,0.01,920,0.975,0.784
1,10,10,0.01,0.01,940,0.975,0.782
1,10,10,0.01,0.01,960,0.975,0.783
1,10,10,0.01,0.01,980,0.975,0.779
2,10,10,0.01,0.01,0,0.978,0.601
2,10,10,0.01,0.01,20,0.978,0.66
2,10,10,0.01,0.01,40,0.978,0.692
2,10,10,0.01,0.01,60,0.978,0.647
2,10,10,0.01,0.01,80,0.978,0.615
2,10,10,0.01,0.01,100,0.978,0.589
2,10,10,0.01,0.01,120,0.978,0.595
2,10,10,0.01,0.01,140,0.978,0.611
2,10,10,0.01,0.01,160,0.978,0.613
2,10,10,0.01,0.01,180,0.978,0.616
2,10,10,0.01,0.01,200,0.978,0.606
2,10,10,0.01,0.01,220,0.978,0.62
2,10,10,0.01,0.01,240,0.978,0.626
2,10,10,0.01,0.01,260,0.978,0.639
2,10,10,0.01,0.01,280,0.978,0.65
2,10,10,0.01,0.01,300,0.978,0.657
2,10,10,0.01,0.01,320,0.978,0.686
2,10,10,0.01,0.01,340,0.978,0.703
2,10,10,0.01,0.01,360,0.978,0.715
2,10,10,0.01,0.01,380,0.978,0.723
2,10,10,0.01,0.01,400,0.978,0.721
2,10,10,0.01,0.01,420,0.978,0.726
2,10,10,0.01,0.01,440,0.978,0.721
2,10,10,0.01,0.01,460,0.978,0.724
2,10,10,0.01,0.01,480,0.978,0.725
2,10,10,0.01,0.01,500,0.978,0.734
2,10,10,0.01,0.01,520,0.978,0.731
2,10,10,0.01,0.01,540,0.978,0.743
2,10,10,0.01,0.01,560,0.978,0.752
2,10,10,0.01,0.01,580,0.978,0.76
2,10,10,0.01,0.01,600,0.978,0.774
2,10,10,0.01,0.01,620,0.978,0.778
2,10,10,0.01,0.01,640,0.978,0.785
2,10,10,0.01,0.01,660,0.978,0.793
2,10,10,0.01,0.01,680,0.978,0.801
2,10,10,0.01,0.01,700,0.978,0.808
2,10,10,0.01,0.01,720,0.978,0.812
2,10,10,0.01,0.01,740,0.978,0.824
2,10,10,0.01,0.01,760,0.978,0.827
2,10,10,0.01,0.01,780,0.978,0.825
2,10,10,0.01,0.01,800,0.978,0.832
2,10,10,0.01,0.01,820,0.978,0.836
2,10,10,0.01,0.01,840,0.978,0.848
2,10,10,0.01,0.01,860,0.978,0.85
2,10,10,0.01,0.01,880,0.978,0.853
2,10,10,0.01,0.01,900,0.978,0.863
2,10,10,0.01,0.01,920,0.978,0.868
2,10,10,0.01,0.01,940,0.978,0.877
2,10,10,0.01,0.01,960,0.978,0.877
2,10,10,0.01,0.01,980,0.978,0.877
3,10,10,0.01,0.01,0,0.9825,0.515
3,10,10,0.01,0.01,20,0.9825,0.542
3,10,10,0.01,0.01,40,0.9825,0.537
3,10,10,0.01,0.01,60,0.9825,0.536
3,10,10,0.01,0.01,80,0.9825,0.523
3,10,10,0.01,0.01,100,0.9825,0.517
3,10,10,0.01,0.01,120,0.9825,0.538
3,10,10,0.01,0.01,140,0.9825,0.537
3,10,10,0.01,0.01,160,0.9825,0.547
3,10,10,0.01,0.01,180,0.9825,0.554
3,10,10,0.01,0.01,200,0.9825,0.563
3,10,10,0.01,0.01,220,0.9825,0.561
3,10,10,0.01,0.01,240,0.9825,0.568
3,10,10,0.01,0.01,260,0.9825,0.573
3,10,10,0.01,0.01,280,0.9825,0.574
3,10,10,0.01,0.01,300,0.9825,0.58
3,10,10,0.01,0.01,320,0.9825,0.564
3,10,10,0.01,0.01,340,0.9825,0.562
3,10,10,0.01,0.01,360,0.9825,0.564
3,10,10,0.01,0.01,380,0.9825,0.564
3,10,10,0.01,0.01,400,0.9825,0.565
3,10,10,0.01,0.01,420,0.9825,0.571
3,10,10,0.01,0.01,440,0.9825,0.58
3,10,10,0.01,0.01,460,0.9825,0.586
3,10,10,0.01,0.01,480,0.9825,0.58
3,10,10,0.01,0.01,500,0.9825,0.586
3,10,10,0.01,0.01,520,0.9825,0.606
3,10,10,0.01,0.01,540,0.9825,0.615
3,10,10,0.01,0.01,560,0.9825,0.618
3,10,10,0.01,0.01,580,0.9825,0.619
3,10,10,0.01,0.01,600,0.9825,0.621
3,10,10,0.01,0.01,620,0.9825,0.635
3,10,10,0.01,0.01,640,0.9825,0.635
3,10,10,0.01,0.01,660,0.9825,0.647
3,10,10,0.01,0.01,680,0.9825,0.659
3,10,10,0.01,0.01,700,0.9825,0.667
3,10,10,0.01,0.01,720,0.9825,0.67
3,10,10,0.01,0.01,740,0.9825,0.676
3,10,10,0.01,0.01,760,0.9825,0.68
3,10,10,0.01,0.01,780,0.9825,0.69
3,10,10,0.01,0.01,800,0.9825,0.7
3,10,10,0.01,0.01,820,0.9825,0.711
3,10,10,0.01,0.01,840,0.9825,0.718
3,10,10,0.01,0.01,860,0.9825,0.721
3,10,10,0.01,0.01,880,0.9825,0.72
3,10,10,0.01,0.01,900,0.9825,0.721
3,10,10,0.01,0.01,920,0.9825,0.742
3,10,10,0.01,0.01,940,0.9825,0.763
3,10,10,0.01,0.01,960,0.9825,0.768
3,10,10,0.01,0.01,980,0.9825,0.763
4,10,10,0.01,0.01,0,0.991,0.599
4,10,10,0.01,0.01,20,0.991,0.639
4,10,10,0.01,0.01,40,0.991,0.632
4,10,10,0.01,0.01,60,0.991,0.609
4,10,10,0.01,0.01,80,0.991,0.566
4,10,10,0.01,0.01,100,0.991,0.564
4,10,10,0.01,0.01,120,0.991,0.576
4,10,10,0.01,0.01,140,0.991,0.583
4,10,10,0.01,0.01,160,0.991,0.601
4,10,10,0.01,0.01,180,0.991,0.615
4,10,10,0.01,0.01,200,0.991,0.637
4,10,10,0.01,0.01,220,0.991,0.656
4,10,10,0.01,0.01,240,0.991,0.651
4,10,10,0.01,0.01,260,0.991,0.668
4,10,10,0.01,0.01,280,0.991,0.676
4,10,10,0.01,0.01,300,0.991,0.688
4,10,10,0.01,0.01,320,0.991,0.685
4,10,10,0.01,0.01,340,0.991,0.7
4,10,10,0.01,0.01,360,0.991,0.69
4,10,10,0.01,0.01,380,0.991,0.693
4,10,10,0.01,0.01,400,0.991,0.69
4,10,10,0.01,0.01,420,0.991,0.691
4,10,10,0.01,0.01,440,0.991,0.695
4,10,10,0.01,0.01,460,0.991,0.703
4,10,10,0.01,0.01,480,0.991,0.718
4,10,10,0.01,0.01,500,0.991,0.731
4,10,10,0.01,0.01,520,0.991,0.744
4,10,10,0.01,0.01,540,0.991,0.752
4,10,10,0.01,0.01,560,0.991,0.756
4,10,10,0.01,0.01,580,0.991,0.758
4,10,10,0.01,0.01,600,0.991,0.768
4,10,10,0.01,0.01,620,0.991,0.776
4,10,10,0.01,0.01,640,0.991,0.78
4,10,10,0.01,0.01,660,0.991,0.785
4,10,10,0.01,0.01,680,0.991,0.785
4,10,10,0.01,0.01,700,0.991,0.79
4,10,10,0.01,0.01,720,0.991,0.787
4,10,10,0.01,0.01,740,0.991,0.799
4,10,10,0.01,0.01,760,0.991,0.809
4,10,10,0.01,0.01,780,0.991,0.819
4,10,10,0.01,0.01,800,0.991,0.834
4,10,10,0.01,0.01,820,0.991,0.846
4,10,10,0.01,0.01,840,0.991,0.856
4,10,10,0.01,0.01,860,0.991,0.868
4,10,10,0.01,0.01,880,0.991,0.874
4,10,10,0.01,0.01,900,0.991,0.873
4,10,10,0.01,0.01,920,0.991,0.875
4,10,10,0.01,0.01,940,0.991,0.869
4,10,10,0.01,0.01,960,0.991,0.869
4,10,10,0.01,0.01,980,0.991,0.87
5,10,10,0.01,0.01,0,0.9745,0.513
5,10,10,0.01,0.01,20,0.9745,0.537
5,10,10,0.01,0.01,40,0.9745,0.566
5,10,10,0.01,0.01,60,0.9745,0.565
5,10,10,0.01,0.01,80,0.9745,0.542
5,10,10,0.01,0.01,100,0.9745,0.538
5,10,10,0.01,0.01,120,0.9745,0.537
5,10,10,0.01,0.01,140,0.9745,0.555
5,10,10,0.01,0.01,160,0.9745,0.557
5,10,10,0.01,0.01,180,0.9745,0.548
5,10,10,0.01,0.01,200,0.9745,0.538
5,10,10,0.01,0.01,220,0.9745,0.546
5,10,10,0.01,0.01,240,0.9745,0.555
5,10,10,0.01,0.01,260,0.9745,0.566
5,10,10,0.01,0.01,280,0.9745,0.578
5,10,10,0.01,0.01,300,0.9745,0.584
5,10,10,0.01,0.01,320,0.9745,0.602
5,10,10,0.01,0.01,340,0.9745,0.6
5,10,10,0.01,0.01,360,0.9745,0.596
5,10,10,0.01,0.01,380,0.9745,0.584
5,10,10,0.01,0.01,400,0.9745,0.593
5,10,10,0.01,0.01,420,0.9745,0.604
5,10,10,0.01,0.01,440,0.9745,0.609
5,10,10,0.01,0.01,460,0.9745,0.608
5,10,10,0.01,0.01,480,0.9745,0.603
5,10,10,0.01,0.01,500,0.9745,0.594
5,10,10,0.01,0.01,520,0.9745,0.602
5,10,10,0.01,0.01,540,0.9745,0.599
5,10,10,0.01,0.01,560,0.9745,0.593
5,10,10,0.01,0.01,580,0.9745,0.593
5,10,10,0.01,0.01,600,0.9745,0.592
5,10,10,0.01,0.01,620,0.9745,0.584
5,10,10,0.01,0.01,640,0.9745,0.586
5,10,10,0.01,0.01,660,0.9745,0.59
5,10,10,0.01,0.01,680,0.9745,0.591
5,10,10,0.01,0.01,700,0.9745,0.594
5,10,10,0.01,0.01,720,0.9745,0.594
5,10,10,0.01,0.01,740,0.9745,0.6
5,10,10,0.01,0.01,760,0.9745,0.602
5,10,10,0.01,0.01,780,0.9745,0.614
5,10,10,0.01,0.01,800,0.9745,0.621
5,10,10,0.01,0.01,820,0.9745,0.617
5,10,10,0.01,0.01,840,0.9745,0.622
5,10,10,0.01,0.01,860,0.9745,0.625
5,10,10,0.01,0.01,880,0.9745,0.626
5,10,10,0.01,0.01,900,0.9745,0.624
5,10,10,0.01,0.01,920,0.9745,0.623
5,10,10,0.01,0.01,940,0.9745,0.626
5,10,10,0.01,0.01,960,0.9745,0.631
5,10,10,0.01,0.01,980,0.9745,0.633
6,10,10,0.01,0.01,0,0.9865,0.542
6,10,10,0.01,0.01,20,0.9865,0.57
6,10,10,0.01,0.01,40,0.9865,0.571
6,10,10,0.01,0.01,60,0.9865,0.558
6,10,10,0.01,0.01,80,0.9865,0.545
6,10,10,0.01,0.01,100,0.9865,0.542
6,10,10,0.01,0.01,120,0.9865,0.553
6,10,10,0.01,0.01,140,0.9865,0.551
6,10,10,0.01,0.01,160,0.9865,0.549
6,10,10,0.01,0.01,180,0.9865,0.548
6,10,10,0.01,0.01,200,0.9865,0.534
6,10,10,0.01,0.01,220,0.9865,0.536
6,10,10,0.01,0.01,240,0.9865,0.547
6,10,10,0.01,0.01,260,0.9865,0.563
6,10,10,0.01,0.01,280,0.9865,0.558
6,10,10,0.01,0.01,300,0.9865,0.556
6,10,10,0.01,0.01,320,0.9865,0.549
6,10,10,0.01,0.01,340,0.9865,0.55
6,10,10,0.01,0.01,360,0.9865,0.56
6,10,10,0.01,0.01,380,0.9865,0.55
6,10,10,0.01,0.01,400,0.9865,0.555
6,10,10,0.01,0.01,420,0.9865,0.56
6,10,10,0.01,0.01,440,0.9865,0.557
6,10,10,0.01,0.01,460,0.9865,0.558
6,10,10,0.01,0.01,480,0.9865,0.56
6,10,10,0.01,0.01,500,0.9865,0.559
6,10,10,0.01,0.01,520,0.9865,0.556
6,10,10,0.01,0.01,540,0.9865,0.548
6,10,10,0.01,0.01,560,0.9865,0.551
6,10,10,0.01,0.01,580,0.9865,0.561
6,10,10,0.01,0.01,600,0.9865,0.56
6,10,10,0.01,0.01,620,0.9865,0.561
6,10,10,0.01,0.01,640,0.9865,0.564
6,10,10,0.01,0.01,660,0.9865,0.564
6,10,10,0.01,0.01,680,0.9865,0.57
6,10,10,0.01,0.01,700,0.9865,0.573
6,10,10,0.01,0.01,720,0.9865,0.576
6,10,10,0.01,0.01,740,0.9865,0.575
6,10,10,0.01,0.01,760,0.9865,0.578
6,10,10,0.01,0.01,780,0.9865,0.574
6,10,10,0.01,0.01,800,0.9865,0.567
6,10,10,0.01,0.01,820,0.9865,0.564
6,10,10,0.01,0.01,840,0.9865,0.568
6,10,10,0.01,0.01,860,0.9865,0.568
6,10,10,0.01,0.01,880,0.9865,0.57
6,10,10,0.01,0.01,900,0.9865,0.571
6,10,10,0.01,0.01,920,0.9865,0.586
6,10,10,0.01,0.01,940,0.9865,0.594
6,10,10,0.01,0.01,960,0.9865,0.587
6,10,10,0.01,0.01,980,0.9865,0.59
7,10,10,0.01,0.01,0,0.972,0.503
7,10,10,0.01,0.01,20,0.972,0.505
7,10,10,0.01,0.01,40,0.972,0.526
7,10,10,0.01,0.01,60,0.972,0.521
7,10,10,0.01,0.01,80,0.972,0.499
7,10,10,0.01,0.01,100,0.972,0.503
7,10,10,0.01,0.01,120,0.972,0.507
7,10,10,0.01,0.01,140,0.972,0.514
7,10,10,0.01,0.01,160,0.972,0.513
7,10,10,0.01,0.01,180,0.972,0.519
7,10,10,0.01,0.01,200,0.972,0.529
7,10,10,0.01,0.01,220,0.972,0.535
7,10,10,0.01,0.01,240,0.972,0.52
7,10,10,0.01,0.01,260,0.972,0.513
7,10,10,0.01,0.01,280,0.972,0.51
7,10,10,0.01,0.01,300,0.972,0.504
7,10,10,0.01,0.01,320,0.972,0.507
7,10,10,0.01,0.01,340,0.972,0.524
7,10,10,0.01,0.01,360,0.972,0.531
7,10,10,0.01,0.01,380,0.972,0.548
7,10,10,0.01,0.01,400,0.972,0.564
7,10,10,0.01,0.01,420,0.972,0.586
7,10,10,0.01,0.01,440,0.972,0.588
7,10,10,0.01,0.01,460,0.972,0.581
7,10,10,0.01,0.01,480,0.972,0.562
7,10,10,0.01,0.01,500,0.972,0.562
7,10,10,0.01,0.01,520,0.972,0.554
7,10,10,0.01,0.01,540,0.972,0.556
7,10,10,0.01,0.01,560,0.972,0.561
7,10,10,0.01,0.01,580,0.972,0.58
7,10,10,0.01,0.01,600,0.972,0.588
7,10,10,0.01,0.01,620,0.972,0.601
7,10,10,0.01,0.01,640,0.972,0.61
7,10,10,0.01,0.01,660,0.972,0.612
7,10,10,0.01,0.01,680,0.972,0.628
7,10,10,0.01,0.01,700,0.972,0.63
7,10,10,0.01,0.01,720,0.972,0.633
7,10,10,0.01,0.01,740,0.972,0.633
7,10,10,0.01,0.01,760,0.972,0.638
7,10,10,0.01,0.01,780,0.972,0.641
7,10,10,0.01,0.01,800,0.972,0.644
7,10,10,0.01,0.01,820,0.972,0.649
7,10,10,0.01,0.01,840,0.972,0.658
7,10,10,0.01,0.01,860,0.972,0.667
7,10,10,0.01,0.01,880,0.972,0.671
7,10,10,0.01,0.01,900,0.972,0.677
7,10,10,0.01,0.01,920,0.972,0.678
7,10,10,0.01,0.01,940,0.972,0.68
7,10,10,0.01,0.01,960,0.972,0.691
7,10,10,0.01,0.01,980,0.972,0.692
8,10,10,0.01,0.01,0,0.9915,0.713
8,10,10,0.01,0.01,20,0.9915,0.7
8,10,10,0.01,0.01,40,0.9915,0.616
8,10,10,0.01,0.01,60,0.9915,0.575
8,10,10,0.01,0.01,80,0.9915,0.58
8,10,10,0.01,0.01,100,0.9915,0.649
8,10,10,0.01,0.01,120,0.9915,0.695
8,10,10,0.01,0.01,140,0.9915,0.673
8,10,10,0.01,0.01,160,0.9915,0.687
8,10,10,0.01,0.01,180,0.9915,0.665
8,10,10,0.01,0.01,200,0.9915,0.656
8,10,10,0.01,0.01,220,0.9915,0.65
8,10,10,0.01,0.01,240,0.9915,0.65
8,10,10,0.01,0.01,260,0.9915,0.667
8,10,10,0.01,0.01,280,0.9915,0.664
8,10,10,0.01,0.01,300,0.9915,0.671
8,10,10,0.01,0.01,320,0.9915,0.667
8,10,10,0.01,0.01,340,0.9915,0.666
8,10,10,0.01,0.01,360,0.9915,0.688
8,10,10,0.01,0.01,380,0.9915,0.714
8,10,10,0.01,0.01,400,0.9915,0.72
8,10,10,0.01,0.01,420,0.9915,0.727
8,10,10,0.01,0.01,440,0.9915,0.73
8,10,10,0.01,0.01,460,0.9915,0.739
8,10,10,0.01,0.01,480,0.9915,0.743
8,10,10,0.01,0.01,500,0.9915,0.749
8,10,10,0.01,0.01,520,0.9915,0.767
8,10,10,0.01,0.01,540,0.9915,0.782
8,10,10,0.01,0.01,560,0.9915,0.786
8,10,10,0.01,0.01,580,0.9915,0.783
8,10,10,0.01,0.01,600,0.9915,0.783
8,10,10,0.01,0.01,620,0.9915,0.784
8,10,10,0.01,0.01,640,0.9915,0.788
8,10,10,0.01,0.01,660,0.9915,0.788
8,10,10,0.01,0.01,680,0.9915,0.786
8,10,10,0.01,0.01,700,0.9915,0.791
8,10,10,0.01,0.01,720,0.9915,0.797
8,10,10,0.01,0.01,740,0.9915,0.797
8,10,10,0.01,0.01,760,0.9915,0.788
8,10,10,0.01,0.01,780,0.9915,0.794
8,10,10,0.01,0.01,800,0.9915,0.802
8,10,10,0.01,0.01,820,0.9915,0.809
8,10,10,0.01,0.01,840,0.9915,0.82
