trial,train_size,embed_dim,hidden_dim,alpha,learning_rate,accuracy,batch_pos,batch_neg
1,104,10,100,1e-05,0.01,0.522,59,45
1,204,10,100,1e-05,0.01,0.462,100,104
1,304,10,100,1e-05,0.01,0.478,148,156
1,404,10,100,1e-05,0.01,0.49,189,215
1,504,10,100,1e-05,0.01,0.464,240,264
1,604,10,100,1e-05,0.01,0.474,296,308
1,704,10,100,1e-05,0.01,0.498,340,364
1,804,10,100,1e-05,0.01,0.522,391,413
1,904,10,100,1e-05,0.01,0.498,440,464
1,1004,10,100,1e-05,0.01,0.494,489,515
1,1104,10,100,1e-05,0.01,0.48,538,566
1,1204,10,100,1e-05,0.01,0.496,589,615
1,1304,10,100,1e-05,0.01,0.48,649,655
1,1404,10,100,1e-05,0.01,0.524,702,702
1,1504,10,100,1e-05,0.01,0.482,754,750
1,1604,10,100,1e-05,0.01,0.55,805,799
1,1704,10,100,1e-05,0.01,0.56,859,845
1,1804,10,100,1e-05,0.01,0.556,911,893
1,1904,10,100,1e-05,0.01,0.606,963,941
1,2004,10,100,1e-05,0.01,0.596,1010,994
1,2104,10,100,1e-05,0.01,0.64,1060,1044
1,2204,10,100,1e-05,0.01,0.652,1115,1089
1,2304,10,100,1e-05,0.01,0.686,1159,1145
1,2404,10,100,1e-05,0.01,0.678,1216,1188
1,2504,10,100,1e-05,0.01,0.674,1269,1235
1,2604,10,100,1e-05,0.01,0.686,1317,1287
1,2704,10,100,1e-05,0.01,0.672,1358,1346
1,2804,10,100,1e-05,0.01,0.644,1406,1398
1,2904,10,100,1e-05,0.01,0.694,1453,1451
1,3004,10,100,1e-05,0.01,0.668,1498,1506
1,3104,10,100,1e-05,0.01,0.686,1556,1548
1,3204,10,100,1e-05,0.01,0.72,1606,1598
1,3304,10,100,1e-05,0.01,0.692,1652,1652
1,3404,10,100,1e-05,0.01,0.696,1697,1707
1,3504,10,100,1e-05,0.01,0.724,1745,1759
1,3604,10,100,1e-05,0.01,0.706,1797,1807
1,3704,10,100,1e-05,0.01,0.696,1845,1859
1,3804,10,100,1e-05,0.01,0.702,1886,1918
1,3904,10,100,1e-05,0.01,0.69,1936,1968
1,4004,10,100,1e-05,0.01,0.742,1989,2015
1,4104,10,100,1e-05,0.01,0.71,2043,2061
1,4204,10,100,1e-05,0.01,0.722,2101,2103
1,4304,10,100,1e-05,0.01,0.74,2145,2159
1,4404,10,100,1e-05,0.01,0.734,2199,2205
1,4504,10,100,1e-05,0.01,0.742,2242,2262
1,4604,10,100,1e-05,0.01,0.7,2295,2309
1,4704,10,100,1e-05,0.01,0.736,2355,2349
1,4804,10,100,1e-05,0.01,0.722,2407,2397
1,4904,10,100,1e-05,0.01,0.712,2453,2451
1,5004,10,100,1e-05,0.01,0.73,2496,2508
1,5104,10,100,1e-05,0.01,0.728,2532,2572
1,5204,10,100,1e-05,0.01,0.734,2585,2619
1,5304,10,100,1e-05,0.01,0.726,2637,2667
1,5404,10,100,1e-05,0.01,0.728,2691,2713
1,5504,10,100,1e-05,0.01,0.718,2736,2768
1,5604,10,100,1e-05,0.01,0.758,2789,2815
1,5704,10,100,1e-05,0.01,0.728,2838,2866
1,5804,10,100,1e-05,0.01,0.758,2885,2919
1,5904,10,100,1e-05,0.01,0.764,2933,2971
1,6004,10,100,1e-05,0.01,0.74,2990,3014
1,6104,10,100,1e-05,0.01,0.74,3043,3061
1,6204,10,100,1e-05,0.01,0.782,3096,3108
1,6304,10,100,1e-05,0.01,0.746,3145,3159
1,6404,10,100,1e-05,0.01,0.722,3195,3209
1,6504,10,100,1e-05,0.01,0.746,3256,3248
1,6604,10,100,1e-05,0.01,0.74,3313,3291
1,6704,10,100,1e-05,0.01,0.708,3361,3343
1,6804,10,100,1e-05,0.01,0.77,3406,3398
1,6904,10,100,1e-05,0.01,0.778,3456,3448
1,7004,10,100,1e-05,0.01,0.772,3505,3499
1,7104,10,100,1e-05,0.01,0.752,3551,3553
1,7204,10,100,1e-05,0.01,0.734,3596,3608
1,7304,10,100,1e-05,0.01,0.71,3639,3665
1,7404,10,100,1e-05,0.01,0.756,3693,3711
1,7504,10,100,1e-05,0.01,0.768,3751,3753
1,7604,10,100,1e-05,0.01,0.792,3805,3799
1,7704,10,100,1e-05,0.01,0.79,3856,3848
1,7804,10,100,1e-05,0.01,0.796,3908,3896
1,7904,10,100,1e-05,0.01,0.798,3954,3950
1,8004,10,100,1e-05,0.01,0.794,4006,3998
1,8104,10,100,1e-05,0.01,0.786,4057,4047
1,8204,10,100,1e-05,0.01,0.812,4109,4095
1,8304,10,100,1e-05,0.01,0.794,4155,4149
1,8404,10,100,1e-05,0.01,0.766,4196,4208
1,8504,10,100,1e-05,0.01,0.77,4238,4266
1,8604,10,100,1e-05,0.01,0.786,4290,4314
1,8704,10,100,1e-05,0.01,0.764,4346,4358
1,8804,10,100,1e-05,0.01,0.812,4391,4413
1,8904,10,100,1e-05,0.01,0.81,4447,4457
1,9004,10,100,1e-05,0.01,0.764,4494,4510
1,9104,10,100,1e-05,0.01,0.782,4544,4560
1,9204,10,100,1e-05,0.01,0.81,4591,4613
1,9304,10,100,1e-05,0.01,0.82,4647,4657
1,9404,10,100,1e-05,0.01,0.784,4706,4698
1,9504,10,100,1e-05,0.01,0.77,4743,4761
1,9604,10,100,1e-05,0.01,0.79,4794,4810
1,9704,10,100,1e-05,0.01,0.762,4845,4859
1,9804,10,100,1e-05,0.01,0.77,4894,4910
1,9904,10,100,1e-05,0.01,0.792,4946,4958
1,10004,10,100,1e-05,0.01,0.794,4999,5005
1,10104,10,100,1e-05,0.01,0.764,5049,5055
1,10204,10,100,1e-05,0.01,0.788,5095,5109
1,10304,10,100,1e-05,0.01,0.788,5141,5163
1,10404,10,100,1e-05,0.01,0.814,5193,5211
1,10504,10,100,1e-05,0.01,0.816,5244,5260
1,10604,10,100,1e-05,0.01,0.812,5291,5313
1,10704,10,100,1e-05,0.01,0.832,5343,5361
1,10804,10,100,1e-05,0.01,0.834,5386,5418
1,10904,10,100,1e-05,0.01,0.828,5446,5458
1,11004,10,100,1e-05,0.01,0.832,5496,5508
1,11104,10,100,1e-05,0.01,0.858,5544,5560
1,11204,10,100,1e-05,0.01,0.862,5596,5608
1,11304,10,100,1e-05,0.01,0.844,5643,5661
1,11404,10,100,1e-05,0.01,0.808,5702,5702
1,11504,10,100,1e-05,0.01,0.81,5757,5747
1,11604,10,100,1e-05,0.01,0.804,5812,5792
1,11704,10,100,1e-05,0.01,0.842,5870,5834
1,11804,10,100,1e-05,0.01,0.838,5910,5894
1,11904,10,100,1e-05,0.01,0.846,5963,5941
1,12004,10,100,1e-05,0.01,0.842,6024,5980
1,12104,10,100,1e-05,0.01,0.862,6072,6032
1,12204,10,100,1e-05,0.01,0.848,6114,6090
1,12304,10,100,1e-05,0.01,0.84,6158,6146
1,12404,10,100,1e-05,0.01,0.856,6207,6197
1,12504,10,100,1e-05,0.01,0.838,6264,6240
1,12604,10,100,1e-05,0.01,0.814,6315,6289
1,12704,10,100,1e-05,0.01,0.858,6365,6339
1,12804,10,100,1e-05,0.01,0.818,6412,6392
1,12904,10,100,1e-05,0.01,0.832,6470,6434
1,13004,10,100,1e-05,0.01,0.834,6510,6494
1,13104,10,100,1e-05,0.01,0.848,6560,6544
1,13204,10,100,1e-05,0.01,0.86,6613,6591
1,13304,10,100,1e-05,0.01,0.844,6663,6641
1,13404,10,100,1e-05,0.01,0.844,6706,6698
1,13504,10,100,1e-05,0.01,0.848,6752,6752
1,13604,10,100,1e-05,0.01,0.864,6804,6800
1,13704,10,100,1e-05,0.01,0.868,6860,6844
1,13804,10,100,1e-05,0.01,0.842,6910,6894
1,13904,10,100,1e-05,0.01,0.868,6963,6941
1,14004,10,100,1e-05,0.01,0.868,7011,6993
1,14104,10,100,1e-05,0.01,0.866,7050,7054
1,14204,10,100,1e-05,0.01,0.874,7098,7106
1,14304,10,100,1e-05,0.01,0.852,7148,7156
1,14404,10,100,1e-05,0.01,0.882,7201,7203
1,14504,10,100,1e-05,0.01,0.904,7244,7260
1,14604,10,100,1e-05,0.01,0.878,7288,7316
1,14704,10,100,1e-05,0.01,0.884,7332,7372
1,14804,10,100,1e-05,0.01,0.886,7378,7426
1,14904,10,100,1e-05,0.01,0.87,7436,7468
1,15004,10,100,1e-05,0.01,0.858,7491,7513
2,104,10,100,1e-05,0.01,0.506,55,49
2,204,10,100,1e-05,0.01,0.476,105,99
2,304,10,100,1e-05,0.01,0.478,157,147
2,404,10,100,1e-05,0.01,0.468,209,195
2,504,10,100,1e-05,0.01,0.512,260,244
2,604,10,100,1e-05,0.01,0.494,309,295
2,704,10,100,1e-05,0.01,0.466,351,353
2,804,10,100,1e-05,0.01,0.45,398,406
2,904,10,100,1e-05,0.01,0.466,452,452
2,1004,10,100,1e-05,0.01,0.482,497,507
2,1104,10,100,1e-05,0.01,0.474,548,556
2,1204,10,100,1e-05,0.01,0.512,594,610
2,1304,10,100,1e-05,0.01,0.492,647,657
2,1404,10,100,1e-05,0.01,0.492,692,712
2,1504,10,100,1e-05,0.01,0.486,731,773
2,1604,10,100,1e-05,0.01,0.484,784,820
2,1704,10,100,1e-05,0.01,0.504,831,873
2,1804,10,100,1e-05,0.01,0.532,878,926
2,1904,10,100,1e-05,0.01,0.516,931,973
2,2004,10,100,1e-05,0.01,0.51,976,1028
2,2104,10,100,1e-05,0.01,0.516,1030,1074
2,2204,10,100,1e-05,0.01,0.496,1081,1123
2,2304,10,100,1e-05,0.01,0.514,1133,1171
2,2404,10,100,1e-05,0.01,0.54,1190,1214
2,2504,10,100,1e-05,0.01,0.508,1233,1271
2,2604,10,100,1e-05,0.01,0.548,1277,1327
2,2704,10,100,1e-05,0.01,0.536,1317,1387
2,2804,10,100,1e-05,0.01,0.56,1362,1442
2,2904,10,100,1e-05,0.01,0.562,1399,1505
2,3004,10,100,1e-05,0.01,0.586,1442,1562
2,3104,10,100,1e-05,0.01,0.568,1496,1608
2,3204,10,100,1e-05,0.01,0.584,1551,1653
2,3304,10,100,1e-05,0.01,0.604,1601,1703
2,3404,10,100,1e-05,0.01,0.6,1651,1753
2,3504,10,100,1e-05,0.01,0.638,1697,1807
2,3604,10,100,1e-05,0.01,0.616,1761,1843
2,3704,10,100,1e-05,0.01,0.634,1808,1896
2,3804,10,100,1e-05,0.01,0.632,1860,1944
2,3904,10,100,1e-05,0.01,0.606,1907,1997
2,4004,10,100,1e-05,0.01,0.626,1956,2048
2,4104,10,100,1e-05,0.01,0.626,2008,2096
2,4204,10,100,1e-05,0.01,0.656,2054,2150
2,4304,10,100,1e-05,0.01,0.652,2105,2199
2,4404,10,100,1e-05,0.01,0.666,2153,2251
2,4504,10,100,1e-05,0.01,0.636,2202,2302
2,4604,10,100,1e-05,0.01,0.686,2235,2369
2,4704,10,100,1e-05,0.01,0.68,2282,2422
2,4804,10,100,1e-05,0.01,0.682,2318,2486
2,4904,10,100,1e-05,0.01,0.688,2368,2536
2,5004,10,100,1e-05,0.01,0.698,2426,2578
2,5104,10,100,1e-05,0.01,0.688,2476,2628
2,5204,10,100,1e-05,0.01,0.668,2530,2674
2,5304,10,100,1e-05,0.01,0.688,2574,2730
2,5404,10,100,1e-05,0.01,0.714,2618,2786
2,5504,10,100,1e-05,0.01,0.686,2655,2849
2,5604,10,100,1e-05,0.01,0.688,2710,2894
2,5704,10,100,1e-05,0.01,0.704,2761,2943
2,5804,10,100,1e-05,0.01,0.682,2815,2989
2,5904,10,100,1e-05,0.01,0.698,2861,3043
2,6004,10,100,1e-05,0.01,0.692,2906,3098
2,6104,10,100,1e-05,0.01,0.696,2961,3143
2,6204,10,100,1e-05,0.01,0.706,3017,3187
2,6304,10,100,1e-05,0.01,0.694,3070,3234
2,6404,10,100,1e-05,0.01,0.722,3124,3280
2,6504,10,100,1e-05,0.01,0.722,3174,3330
2,6604,10,100,1e-05,0.01,0.736,3225,3379
2,6704,10,100,1e-05,0.01,0.748,3279,3425
2,6804,10,100,1e-05,0.01,0.734,3331,3473
2,6904,10,100,1e-05,0.01,0.724,3381,3523
2,7004,10,100,1e-05,0.01,0.738,3433,3571
2,7104,10,100,1e-05,0.01,0.74,3481,3623
2,7204,10,100,1e-05,0.01,0.728,3522,3682
2,7304,10,100,1e-05,0.01,0.668,3578,3726
2,7404,10,100,1e-05,0.01,0.698,3632,3772
2,7504,10,100,1e-05,0.01,0.7,3685,3819
2,7604,10,100,1e-05,0.01,0.674,3735,3869
2,7704,10,100,1e-05,0.01,0.716,3792,3912
2,7804,10,100,1e-05,0.01,0.738,3840,3964
2,7904,10,100,1e-05,0.01,0.758,3897,4007
2,8004,10,100,1e-05,0.01,0.728,3939,4065
2,8104,10,100,1e-05,0.01,0.722,3987,4117
2,8204,10,100,1e-05,0.01,0.764,4046,4158
2,8304,10,100,1e-05,0.01,0.734,4099,4205
2,8404,10,100,1e-05,0.01,0.764,4158,4246
2,8504,10,100,1e-05,0.01,0.774,4210,4294
2,8604,10,100,1e-05,0.01,0.758,4260,4344
2,8704,10,100,1e-05,0.01,0.77,4313,4391
2,8804,10,100,1e-05,0.01,0.798,4372,4432
2,8904,10,100,1e-05,0.01,0.774,4419,4485
2,9004,10,100,1e-05,0.01,0.778,4468,4536
2,9104,10,100,1e-05,0.01,0.752,4514,4590
2,9204,10,100,1e-05,0.01,0.784,4562,4642
2,9304,10,100,1e-05,0.01,0.81,4619,4685
2,9404,10,100,1e-05,0.01,0.764,4675,4729
2,9504,10,100,1e-05,0.01,0.782,4725,4779
2,9604,10,100,1e-05,0.01,0.824,4781,4823
2,9704,10,100,1e-05,0.01,0.816,4837,4867
2,9804,10,100,1e-05,0.01,0.804,4893,4911
2,9904,10,100,1e-05,0.01,0.804,4946,4958
2,10004,10,100,1e-05,0.01,0.8,4994,5010
2,10104,10,100,1e-05,0.01,0.812,5041,5063
2,10204,10,100,1e-05,0.01,0.78,5091,5113
2,10304,10,100,1e-05,0.01,0.806,5128,5176
2,10404,10,100,1e-05,0.01,0.826,5182,5222
2,10504,10,100,1e-05,0.01,0.834,5237,5267
2,10604,10,100,1e-05,0.01,0.83,5283,5321
2,10704,10,100,1e-05,0.01,0.808,5335,5369
2,10804,10,100,1e-05,0.01,0.83,5387,5417
2,10904,10,100,1e-05,0.01,0.828,5438,5466
2,11004,10,100,1e-05,0.01,0.81,5474,5530
2,11104,10,100,1e-05,0.01,0.832,5526,5578
2,11204,10,100,1e-05,0.01,0.84,5572,5632
2,11304,10,100,1e-05,0.01,0.84,5628,5676
2,11404,10,100,1e-05,0.01,0.832,5677,5727
2,11504,10,100,1e-05,0.01,0.852,5736,5768
2,11604,10,100,1e-05,0.01,0.836,5794,5810
2,11704,10,100,1e-05,0.01,0.85,5842,5862
2,11804,10,100,1e-05,0.01,0.836,5892,5912
2,11904,10,100,1e-05,0.01,0.806,5941,5963
2,12004,10,100,1e-05,0.01,0.804,5999,6005
2,12104,10,100,1e-05,0.01,0.842,6048,6056
2,12204,10,100,1e-05,0.01,0.812,6095,6109
2,12304,10,100,1e-05,0.01,0.834,6138,6166
2,12404,10,100,1e-05,0.01,0.814,6180,6224
2,12504,10,100,1e-05,0.01,0.808,6232,6272
2,12604,10,100,1e-05,0.01,0.856,6284,6320
2,12704,10,100,1e-05,0.01,0.862,6333,6371
2,12804,10,100,1e-05,0.01,0.858,6380,6424
2,12904,10,100,1e-05,0.01,0.86,6426,6478
2,13004,10,100,1e-05,0.01,0.832,6465,6539
2,13104,10,100,1e-05,0.01,0.846,6514,6590
2,13204,10,100,1e-05,0.01,0.854,6567,6637
2,13304,10,100,1e-05,0.01,0.856,6614,6690
2,13404,10,100,1e-05,0.01,0.866,6660,6744
2,13504,10,100,1e-05,0.01,0.858,6715,6789
2,13604,10,100,1e-05,0.01,0.832,6771,6833
2,13704,10,100,1e-05,0.01,0.844,6823,6881
2,13804,10,100,1e-05,0.01,0.87,6868,6936
2,13904,10,100,1e-05,0.01,0.854,6913,6991
2,14004,10,100,1e-05,0.01,0.872,6968,7036
2,14104,10,100,1e-05,0.01,0.854,7014,7090
2,14204,10,100,1e-05,0.01,0.872,7072,7132
2,14304,10,100,1e-05,0.01,0.868,7118,7186
2,14404,10,100,1e-05,0.01,0.866,7167,7237
2,14504,10,100,1e-05,0.01,0.864,7227,7277
2,14604,10,100,1e-05,0.01,0.876,7273,7331
2,14704,10,100,1e-05,0.01,0.882,7329,7375
2,14804,10,100,1e-05,0.01,0.886,7386,7418
2,14904,10,100,1e-05,0.01,0.862,7438,7466
2,15004,10,100,1e-05,0.01,0.882,7490,7514
3,104,10,100,1e-05,0.01,0.556,45,59
3,204,10,100,1e-05,0.01,0.45,100,104
3,304,10,100,1e-05,0.01,0.474,153,151
3,404,10,100,1e-05,0.01,0.534,203,201
3,504,10,100,1e-05,0.01,0.492,261,243
3,604,10,100,1e-05,0.01,0.482,299,305
3,704,10,100,1e-05,0.01,0.504,356,348
3,804,10,100,1e-05,0.01,0.5,401,403
3,904,10,100,1e-05,0.01,0.458,450,454
3,1004,10,100,1e-05,0.01,0.48,493,511
3,1104,10,100,1e-05,0.01,0.476,549,555
3,1204,10,100,1e-05,0.01,0.498,603,601
