trial,train_size,embed_dim,hidden_dim,alpha,learning_rate,accuracy,batch_pos
5,80104,10,25,1e-05,0.001,0.672,40147
6,80104,10,25,1e-05,0.001,0.6759999999999999,40068
7,80104,10,25,1e-05,0.001,0.61,40031
8,80104,10,25,1e-05,0.001,0.642,40077
9,80104,10,25,1e-05,0.001,0.696,40058
10,80104,10,25,1e-05,0.001,0.644,40065
11,80104,10,25,1e-05,0.001,0.63,40058
12,80104,10,25,1e-05,0.001,0.6459999999999999,40002
13,80104,10,25,1e-05,0.001,0.584,40120
14,80104,10,25,1e-05,0.001,0.67,40084
15,80104,10,25,1e-05,0.001,0.698,40074
16,80104,10,25,1e-05,0.001,0.7,40064
17,80104,10,25,1e-05,0.001,0.638,40117
18,80104,10,25,1e-05,0.001,0.708,40138
19,80104,10,25,1e-05,0.001,0.634,40074
20,80104,10,25,1e-05,0.001,0.688,40057
1,85104,10,25,1e-05,0.001,0.6940000000000001,42480
2,85104,10,25,1e-05,0.001,0.578,42621
3,85104,10,25,1e-05,0.001,0.684,42555
4,85104,10,25,1e-05,0.001,0.6659999999999999,42459
5,85104,10,25,1e-05,0.001,0.6940000000000001,42604
6,85104,10,25,1e-05,0.001,0.696,42591
7,85104,10,25,1e-05,0.001,0.608,42582
8,85104,10,25,1e-05,0.001,0.6779999999999999,42544
9,85104,10,25,1e-05,0.001,0.688,42581
10,85104,10,25,1e-05,0.001,0.65,42554
11,85104,10,25,1e-05,0.001,0.636,42571
12,85104,10,25,1e-05,0.001,0.6679999999999999,42486
13,85104,10,25,1e-05,0.001,0.6,42610
14,85104,10,25,1e-05,0.001,0.672,42571
15,85104,10,25,1e-05,0.001,0.72,42552
16,85104,10,25,1e-05,0.001,0.72,42569
17,85104,10,25,1e-05,0.001,0.6559999999999999,42570
18,85104,10,25,1e-05,0.001,0.718,42568
19,85104,10,25,1e-05,0.001,0.652,42568
20,85104,10,25,1e-05,0.001,0.6920000000000001,42552
1,90104,10,25,1e-05,0.001,0.682,45036
2,90104,10,25,1e-05,0.001,0.6,45090
3,90104,10,25,1e-05,0.001,0.698,45063
4,90104,10,25,1e-05,0.001,0.722,45001
5,90104,10,25,1e-05,0.001,0.708,45053
6,90104,10,25,1e-05,0.001,0.706,45073
7,90104,10,25,1e-05,0.001,0.62,45089
8,90104,10,25,1e-05,0.001,0.7,45094
9,90104,10,25,1e-05,0.001,0.72,45070
10,90104,10,25,1e-05,0.001,0.654,45098
11,90104,10,25,1e-05,0.001,0.69,45037
12,90104,10,25,1e-05,0.001,0.67,45083
13,90104,10,25,1e-05,0.001,0.644,45122
14,90104,10,25,1e-05,0.001,0.69,45052
15,90104,10,25,1e-05,0.001,0.716,45099
16,90104,10,25,1e-05,0.001,0.738,45039
17,90104,10,25,1e-05,0.001,0.698,45065
18,90104,10,25,1e-05,0.001,0.75,45050
19,90104,10,25,1e-05,0.001,0.68,45079
20,90104,10,25,1e-05,0.001,0.688,45036
1,95104,10,25,1e-05,0.001,0.736,47552
2,95104,10,25,1e-05,0.001,0.6459999999999999,47552
3,95104,10,25,1e-05,0.001,0.73,47552
4,95104,10,25,1e-05,0.001,0.748,47552
5,95104,10,25,1e-05,0.001,0.75,47552
6,95104,10,25,1e-05,0.001,0.706,47552
7,95104,10,25,1e-05,0.001,0.6679999999999999,47552
8,95104,10,25,1e-05,0.001,0.7020000000000001,47552
9,95104,10,25,1e-05,0.001,0.752,47552
10,95104,10,25,1e-05,0.001,0.6859999999999999,47552
11,95104,10,25,1e-05,0.001,0.698,47552
12,95104,10,25,1e-05,0.001,0.698,47552
13,95104,10,25,1e-05,0.001,0.644,47552
14,95104,10,25,1e-05,0.001,0.718,47552
15,95104,10,25,1e-05,0.001,0.73,47552
16,95104,10,25,1e-05,0.001,0.7879999999999999,47552
17,95104,10,25,1e-05,0.001,0.71,47552
18,95104,10,25,1e-05,0.001,0.762,47552
19,95104,10,25,1e-05,0.001,0.708,47552
20,95104,10,25,1e-05,0.001,0.716,47552
1,4,10,25,1e-05,0.01,0.47600000000000003,4
2,4,10,25,1e-05,0.01,0.494,4
3,4,10,25,1e-05,0.01,0.452,4
4,4,10,25,1e-05,0.01,0.516,4
5,4,10,25,1e-05,0.01,0.474,4
6,4,10,25,1e-05,0.01,0.5,4
7,4,10,25,1e-05,0.01,0.484,4
8,4,10,25,1e-05,0.01,0.502,4
9,4,10,25,1e-05,0.01,0.528,4
10,4,10,25,1e-05,0.01,0.498,4
11,4,10,25,1e-05,0.01,0.524,4
12,4,10,25,1e-05,0.01,0.514,4
13,4,10,25,1e-05,0.01,0.486,4
14,4,10,25,1e-05,0.01,0.504,4
15,4,10,25,1e-05,0.01,0.5,4
16,4,10,25,1e-05,0.01,0.502,4
17,4,10,25,1e-05,0.01,0.502,4
18,4,10,25,1e-05,0.01,0.494,4
19,4,10,25,1e-05,0.01,0.502,4
20,4,10,25,1e-05,0.01,0.5,4
1,40,10,25,1e-05,0.01,0.48,18
2,40,10,25,1e-05,0.01,0.498,19
3,40,10,25,1e-05,0.01,0.446,19
4,40,10,25,1e-05,0.01,0.52,18
5,40,10,25,1e-05,0.01,0.45799999999999996,26
6,40,10,25,1e-05,0.01,0.5,17
7,40,10,25,1e-05,0.01,0.48,19
8,40,10,25,1e-05,0.01,0.496,17
9,40,10,25,1e-05,0.01,0.544,14
10,40,10,25,1e-05,0.01,0.518,19
11,40,10,25,1e-05,0.01,0.514,22
12,40,10,25,1e-05,0.01,0.524,24
13,40,10,25,1e-05,0.01,0.488,19
14,40,10,25,1e-05,0.01,0.504,17
15,40,10,25,1e-05,0.01,0.5,21
16,40,10,25,1e-05,0.01,0.504,18
17,40,10,25,1e-05,0.01,0.494,24
18,40,10,25,1e-05,0.01,0.49,21
19,40,10,25,1e-05,0.01,0.502,16
20,40,10,25,1e-05,0.01,0.502,20
1,104,10,25,1e-05,0.01,0.47600000000000003,43
2,104,10,25,1e-05,0.01,0.49200000000000005,54
3,104,10,25,1e-05,0.01,0.43799999999999994,52
4,104,10,25,1e-05,0.01,0.524,50
5,104,10,25,1e-05,0.01,0.45,57
6,104,10,25,1e-05,0.01,0.5,55
7,104,10,25,1e-05,0.01,0.488,51
8,104,10,25,1e-05,0.01,0.496,50
9,104,10,25,1e-05,0.01,0.534,50
10,104,10,25,1e-05,0.01,0.518,56
11,104,10,25,1e-05,0.01,0.508,56
12,104,10,25,1e-05,0.01,0.528,58
13,104,10,25,1e-05,0.01,0.49,54
14,104,10,25,1e-05,0.01,0.51,42
15,104,10,25,1e-05,0.01,0.5,52
16,104,10,25,1e-05,0.01,0.504,47
17,104,10,25,1e-05,0.01,0.496,62
18,104,10,25,1e-05,0.01,0.486,52
19,104,10,25,1e-05,0.01,0.502,46
20,104,10,25,1e-05,0.01,0.5,56
1,5104,10,25,1e-05,0.01,0.478,2554
2,5104,10,25,1e-05,0.01,0.534,2569
3,5104,10,25,1e-05,0.01,0.494,2576
4,5104,10,25,1e-05,0.01,0.526,2554
5,5104,10,25,1e-05,0.01,0.478,2586
6,5104,10,25,1e-05,0.01,0.534,2591
7,5104,10,25,1e-05,0.01,0.49200000000000005,2576
8,5104,10,25,1e-05,0.01,0.488,2585
9,5104,10,25,1e-05,0.01,0.508,2532
10,5104,10,25,1e-05,0.01,0.534,2528
11,5104,10,25,1e-05,0.01,0.53,2585
12,5104,10,25,1e-05,0.01,0.506,2531
13,5104,10,25,1e-05,0.01,0.514,2529
14,5104,10,25,1e-05,0.01,0.506,2526
15,5104,10,25,1e-05,0.01,0.504,2524
16,5104,10,25,1e-05,0.01,0.52,2600
17,5104,10,25,1e-05,0.01,0.494,2505
18,5104,10,25,1e-05,0.01,0.48200000000000004,2521
19,5104,10,25,1e-05,0.01,0.514,2588
20,5104,10,25,1e-05,0.01,0.45799999999999996,2562
1,10104,10,25,1e-05,0.01,0.478,5078
2,10104,10,25,1e-05,0.01,0.512,5052
3,10104,10,25,1e-05,0.01,0.478,5110
4,10104,10,25,1e-05,0.01,0.486,5081
5,10104,10,25,1e-05,0.01,0.536,5072
6,10104,10,25,1e-05,0.01,0.518,5051
7,10104,10,25,1e-05,0.01,0.524,5058
8,10104,10,25,1e-05,0.01,0.51,5143
9,10104,10,25,1e-05,0.01,0.48200000000000004,5030
10,10104,10,25,1e-05,0.01,0.524,5027
11,10104,10,25,1e-05,0.01,0.51,5105
12,10104,10,25,1e-05,0.01,0.51,4990
13,10104,10,25,1e-05,0.01,0.504,5062
14,10104,10,25,1e-05,0.01,0.516,5081
15,10104,10,25,1e-05,0.01,0.496,5026
16,10104,10,25,1e-05,0.01,0.502,5154
17,10104,10,25,1e-05,0.01,0.52,5063
18,10104,10,25,1e-05,0.01,0.516,4989
19,10104,10,25,1e-05,0.01,0.48200000000000004,5049
20,10104,10,25,1e-05,0.01,0.48,5084
1,15104,10,25,1e-05,0.01,0.484,7553
2,15104,10,25,1e-05,0.01,0.504,7596
3,15104,10,25,1e-05,0.01,0.494,7568
4,15104,10,25,1e-05,0.01,0.474,7606
5,15104,10,25,1e-05,0.01,0.52,7581
6,15104,10,25,1e-05,0.01,0.508,7507
7,15104,10,25,1e-05,0.01,0.542,7563
8,15104,10,25,1e-05,0.01,0.478,7684
9,15104,10,25,1e-05,0.01,0.48,7575
10,15104,10,25,1e-05,0.01,0.5660000000000001,7469
11,15104,10,25,1e-05,0.01,0.508,7642
12,15104,10,25,1e-05,0.01,0.526,7514
13,15104,10,25,1e-05,0.01,0.506,7635
14,15104,10,25,1e-05,0.01,0.514,7501
15,15104,10,25,1e-05,0.01,0.502,7489
16,15104,10,25,1e-05,0.01,0.522,7627
17,15104,10,25,1e-05,0.01,0.52,7576
18,15104,10,25,1e-05,0.01,0.506,7429
19,15104,10,25,1e-05,0.01,0.5479999999999999,7516
20,15104,10,25,1e-05,0.01,0.508,7550
1,20104,10,25,1e-05,0.01,0.496,10114
2,20104,10,25,1e-05,0.01,0.526,10043
3,20104,10,25,1e-05,0.01,0.502,10047
4,20104,10,25,1e-05,0.01,0.514,10088
5,20104,10,25,1e-05,0.01,0.546,10080
6,20104,10,25,1e-05,0.01,0.526,10061
7,20104,10,25,1e-05,0.01,0.6,10090
8,20104,10,25,1e-05,0.01,0.504,10206
9,20104,10,25,1e-05,0.01,0.518,10065
10,20104,10,25,1e-05,0.01,0.608,9964
11,20104,10,25,1e-05,0.01,0.514,10126
12,20104,10,25,1e-05,0.01,0.5760000000000001,10077
13,20104,10,25,1e-05,0.01,0.534,10123
14,20104,10,25,1e-05,0.01,0.564,10027
15,20104,10,25,1e-05,0.01,0.53,9996
16,20104,10,25,1e-05,0.01,0.5479999999999999,10191
17,20104,10,25,1e-05,0.01,0.5920000000000001,10056
18,20104,10,25,1e-05,0.01,0.516,9979
19,20104,10,25,1e-05,0.01,0.59,10050
20,20104,10,25,1e-05,0.01,0.5479999999999999,10024
1,25104,10,25,1e-05,0.01,0.544,12674
2,25104,10,25,1e-05,0.01,0.5539999999999999,12578
3,25104,10,25,1e-05,0.01,0.508,12512
4,25104,10,25,1e-05,0.01,0.616,12548
5,25104,10,25,1e-05,0.01,0.584,12532
6,25104,10,25,1e-05,0.01,0.5820000000000001,12577
7,25104,10,25,1e-05,0.01,0.63,12601
8,25104,10,25,1e-05,0.01,0.544,12691
9,25104,10,25,1e-05,0.01,0.612,12508
10,25104,10,25,1e-05,0.01,0.612,12493
11,25104,10,25,1e-05,0.01,0.512,12630
12,25104,10,25,1e-05,0.01,0.57,12564
13,25104,10,25,1e-05,0.01,0.5820000000000001,12647
14,25104,10,25,1e-05,0.01,0.588,12593
15,25104,10,25,1e-05,0.01,0.552,12450
16,25104,10,25,1e-05,0.01,0.632,12663
17,25104,10,25,1e-05,0.01,0.57,12596
18,25104,10,25,1e-05,0.01,0.59,12434
19,25104,10,25,1e-05,0.01,0.6579999999999999,12568
20,25104,10,25,1e-05,0.01,0.5760000000000001,12532
1,30104,10,25,1e-05,0.01,0.596,15140
2,30104,10,25,1e-05,0.01,0.562,15100
3,30104,10,25,1e-05,0.01,0.508,14998
4,30104,10,25,1e-05,0.01,0.6559999999999999,15034
5,30104,10,25,1e-05,0.01,0.61,15002
6,30104,10,25,1e-05,0.01,0.642,15033
7,30104,10,25,1e-05,0.01,0.626,15146
8,30104,10,25,1e-05,0.01,0.598,15161
9,30104,10,25,1e-05,0.01,0.624,15035
10,30104,10,25,1e-05,0.01,0.634,14963
11,30104,10,25,1e-05,0.01,0.512,15110
12,30104,10,25,1e-05,0.01,0.594,15076
13,30104,10,25,1e-05,0.01,0.61,15150
14,30104,10,25,1e-05,0.01,0.624,15051
15,30104,10,25,1e-05,0.01,0.586,14953
16,30104,10,25,1e-05,0.01,0.654,15084
17,30104,10,25,1e-05,0.01,0.662,15055
18,30104,10,25,1e-05,0.01,0.628,14960
19,30104,10,25,1e-05,0.01,0.6659999999999999,15073
20,30104,10,25,1e-05,0.01,0.61,15055
1,35104,10,25,1e-05,0.01,0.65,17664
2,35104,10,25,1e-05,0.01,0.628,17588
3,35104,10,25,1e-05,0.01,0.56,17513
4,35104,10,25,1e-05,0.01,0.6659999999999999,17469
5,35104,10,25,1e-05,0.01,0.632,17521
6,35104,10,25,1e-05,0.01,0.716,17525
7,35104,10,25,1e-05,0.01,0.65,17730
8,35104,10,25,1e-05,0.01,0.618,17654
9,35104,10,25,1e-05,0.01,0.684,17508
10,35104,10,25,1e-05,0.01,0.698,17557
11,35104,10,25,1e-05,0.01,0.52,17640
12,35104,10,25,1e-05,0.01,0.6920000000000001,17598
13,35104,10,25,1e-05,0.01,0.68,17593
14,35104,10,25,1e-05,0.01,0.634,17528
15,35104,10,25,1e-05,0.01,0.642,17461
16,35104,10,25,1e-05,0.01,0.68,17562
17,35104,10,25,1e-05,0.01,0.672,17587
18,35104,10,25,1e-05,0.01,0.69,17432
19,35104,10,25,1e-05,0.01,0.73,17515
20,35104,10,25,1e-05,0.01,0.66,17546
1,40104,10,25,1e-05,0.01,0.68,20211
2,40104,10,25,1e-05,0.01,0.706,20129
3,40104,10,25,1e-05,0.01,0.594,20014
4,40104,10,25,1e-05,0.01,0.7020000000000001,19944
5,40104,10,25,1e-05,0.01,0.746,20012
6,40104,10,25,1e-05,0.01,0.7,19999
7,40104,10,25,1e-05,0.01,0.71,20178
8,40104,10,25,1e-05,0.01,0.636,20165
9,40104,10,25,1e-05,0.01,0.73,20021
10,40104,10,25,1e-05,0.01,0.74,20074
11,40104,10,25,1e-05,0.01,0.6679999999999999,20057
12,40104,10,25,1e-05,0.01,0.72,20137
13,40104,10,25,1e-05,0.01,0.732,20050
14,40104,10,25,1e-05,0.01,0.688,20102
15,40104,10,25,1e-05,0.01,0.672,20022
16,40104,10,25,1e-05,0.01,0.7120000000000001,20070
17,40104,10,25,1e-05,0.01,0.746,20071
18,40104,10,25,1e-05,0.01,0.748,19926
19,40104,10,25,1e-05,0.01,0.784,20039
20,40104,10,25,1e-05,0.01,0.674,20056
1,45104,10,25,1e-05,0.01,0.75,22695
2,45104,10,25,1e-05,0.01,0.706,22608
3,45104,10,25,1e-05,0.01,0.6779999999999999,22508
4,45104,10,25,1e-05,0.01,0.74,22456
5,45104,10,25,1e-05,0.01,0.78,22516
6,45104,10,25,1e-05,0.01,0.762,22516
7,45104,10,25,1e-05,0.01,0.7440000000000001,22650
8,45104,10,25,1e-05,0.01,0.6920000000000001,22667
9,45104,10,25,1e-05,0.01,0.782,22521
10,45104,10,25,1e-05,0.01,0.782,22570
11,45104,10,25,1e-05,0.01,0.682,22531
12,45104,10,25,1e-05,0.01,0.7340000000000001,22655
13,45104,10,25,1e-05,0.01,0.752,22547
14,45104,10,25,1e-05,0.01,0.742,22554
15,45104,10,25,1e-05,0.01,0.818,22498
16,45104,10,25,1e-05,0.01,0.768,22572
17,45104,10,25,1e-05,0.01,0.774,22615
18,45104,10,25,1e-05,0.01,0.812,22448
19,45104,10,25,1e-05,0.01,0.8079999999999999,22543
20,45104,10,25,1e-05,0.01,0.762,22530
1,50104,10,25,1e-05,0.01,0.772,25181
2,50104,10,25,1e-05,0.01,0.73,25063
3,50104,10,25,1e-05,0.01,0.71,24995
4,50104,10,25,1e-05,0.01,0.812,24948
5,50104,10,25,1e-05,0.01,0.8079999999999999,25068
6,50104,10,25,1e-05,0.01,0.81,25022
7,50104,10,25,1e-05,0.01,0.79,25178
8,50104,10,25,1e-05,0.01,0.768,25153
9,50104,10,25,1e-05,0.01,0.8059999999999999,25023
10,50104,10,25,1e-05,0.01,0.8,25040
11,50104,10,25,1e-05,0.01,0.778,25018
12,50104,10,25,1e-05,0.01,0.772,25131
13,50104,10,25,1e-05,0.01,0.8,25029
14,50104,10,25,1e-05,0.01,0.8140000000000001,25051
15,50104,10,25,1e-05,0.01,0.862,25007
16,50104,10,25,1e-05,0.01,0.774,25086
17,50104,10,25,1e-05,0.01,0.812,25108
18,50104,10,25,1e-05,0.01,0.838,24936
19,50104,10,25,1e-05,0.01,0.8079999999999999,25043
20,50104,10,25,1e-05,0.01,0.778,24971
1,55104,10,25,1e-05,0.01,0.794,27715
2,55104,10,25,1e-05,0.01,0.75,27528
3,55104,10,25,1e-05,0.01,0.74,27505
4,55104,10,25,1e-05,0.01,0.8320000000000001,27440
5,55104,10,25,1e-05,0.01,0.8059999999999999,27558
6,55104,10,25,1e-05,0.01,0.8420000000000001,27518
7,55104,10,25,1e-05,0.01,0.7959999999999999,27720
8,55104,10,25,1e-05,0.01,0.8059999999999999,27620
9,55104,10,25,1e-05,0.01,0.838,27533
10,55104,10,25,1e-05,0.01,0.8220000000000001,27525
11,55104,10,25,1e-05,0.01,0.792,27503
12,55104,10,25,1e-05,0.01,0.828,27644
13,55104,10,25,1e-05,0.01,0.802,27495
14,55104,10,25,1e-05,0.01,0.848,27613
15,55104,10,25,1e-05,0.01,0.87,27505
16,55104,10,25,1e-05,0.01,0.802,27496
17,55104,10,25,1e-05,0.01,0.82,27605
18,55104,10,25,1e-05,0.01,0.858,27422
19,55104,10,25,1e-05,0.01,0.828,27564
20,55104,10,25,1e-05,0.01,0.8220000000000001,27461
1,60104,10,25,1e-05,0.01,0.826,30239
2,60104,10,25,1e-05,0.01,0.7659999999999999,30097
3,60104,10,25,1e-05,0.01,0.76,29980
4,60104,10,25,1e-05,0.01,0.846,29954
5,60104,10,25,1e-05,0.01,0.836,30068
6,60104,10,25,1e-05,0.01,0.8540000000000001,30001
7,60104,10,25,1e-05,0.01,0.794,30221
8,60104,10,25,1e-05,0.01,0.8079999999999999,30121
9,60104,10,25,1e-05,0.01,0.862,29987
10,60104,10,25,1e-05,0.01,0.856,30038
11,60104,10,25,1e-05,0.01,0.83,30039
12,60104,10,25,1e-05,0.01,0.85,30143
13,60104,10,25,1e-05,0.01,0.8640000000000001,29959
14,60104,10,25,1e-05,0.01,0.8959999999999999,30114
15,60104,10,25,1e-05,0.01,0.898,30002
16,60104,10,25,1e-05,0.01,0.8340000000000001,30013
17,60104,10,25,1e-05,0.01,0.8220000000000001,30115
18,60104,10,25,1e-05,0.01,0.8759999999999999,29980
19,60104,10,25,1e-05,0.01,0.862,30058
20,60104,10,25,1e-05,0.01,0.8440000000000001,29967
1,65104,10,25,1e-05,0.01,0.826,32664
2,65104,10,25,1e-05,0.01,0.758,32618
3,65104,10,25,1e-05,0.01,0.752,32489
4,65104,10,25,1e-05,0.01,0.836,32372
5,65104,10,25,1e-05,0.01,0.87,32617
6,65104,10,25,1e-05,0.01,0.898,32471
7,65104,10,25,1e-05,0.01,0.7859999999999999,32686
8,65104,10,25,1e-05,0.01,0.852,32596
9,65104,10,25,1e-05,0.01,0.88,32495
10,65104,10,25,1e-05,0.01,0.85,32549
11,65104,10,25,1e-05,0.01,0.868,32527
12,65104,10,25,1e-05,0.01,0.86,32598
13,65104,10,25,1e-05,0.01,0.87,32538
14,65104,10,25,1e-05,0.01,0.8859999999999999,32590
15,65104,10,25,1e-05,0.01,0.8959999999999999,32502
16,65104,10,25,1e-05,0.01,0.8640000000000001,32553
17,65104,10,25,1e-05,0.01,0.88,32574
18,65104,10,25,1e-05,0.01,0.902,32553
19,65104,10,25,1e-05,0.01,0.9,32565
20,65104,10,25,1e-05,0.01,0.868,32399
1,70104,10,25,1e-05,0.01,0.852,35109
2,70104,10,25,1e-05,0.01,0.792,35107
3,70104,10,25,1e-05,0.01,0.7879999999999999,34980
4,70104,10,25,1e-05,0.01,0.8640000000000001,34892
5,70104,10,25,1e-05,0.01,0.894,35121
6,70104,10,25,1e-05,0.01,0.9079999999999999,34956
7,70104,10,25,1e-05,0.01,0.8340000000000001,35137
8,70104,10,25,1e-05,0.01,0.86,35006
9,70104,10,25,1e-05,0.01,0.894,34946
10,70104,10,25,1e-05,0.01,0.862,35057
11,70104,10,25,1e-05,0.01,0.846,34967
12,70104,10,25,1e-05,0.01,0.898,35016
13,70104,10,25,1e-05,0.01,0.89,35012
14,70104,10,25,1e-05,0.01,0.892,35089
15,70104,10,25,1e-05,0.01,0.9179999999999999,34992
16,70104,10,25,1e-05,0.01,0.892,35039
17,70104,10,25,1e-05,0.01,0.892,35090
18,70104,10,25,1e-05,0.01,0.902,35022
19,70104,10,25,1e-05,0.01,0.91,35039
20,70104,10,25,1e-05,0.01,0.852,34960
1,75104,10,25,1e-05,0.01,0.858,37616
2,75104,10,25,1e-05,0.01,0.8240000000000001,37619
3,75104,10,25,1e-05,0.01,0.802,37504
4,75104,10,25,1e-05,0.01,0.892,37432
5,75104,10,25,1e-05,0.01,0.9079999999999999,37591
6,75104,10,25,1e-05,0.01,0.912,37451
7,75104,10,25,1e-05,0.01,0.862,37608
8,75104,10,25,1e-05,0.01,0.872,37555
9,75104,10,25,1e-05,0.01,0.9179999999999999,37436
10,75104,10,25,1e-05,0.01,0.8859999999999999,37557
11,75104,10,25,1e-05,0.01,0.904,37486
12,75104,10,25,1e-05,0.01,0.88,37593
13,75104,10,25,1e-05,0.01,0.8959999999999999,37544
14,75104,10,25,1e-05,0.01,0.924,37590
15,75104,10,25,1e-05,0.01,0.9259999999999999,37496
16,75104,10,25,1e-05,0.01,0.912,37573
17,75104,10,25,1e-05,0.01,0.902,37585
18,75104,10,25,1e-05,0.01,0.9059999999999999,37503
19,75104,10,25,1e-05,0.01,0.932,37469
20,75104,10,25,1e-05,0.01,0.8759999999999999,37432
1,80104,10,25,1e-05,0.01,0.882,40073
2,80104,10,25,1e-05,0.01,0.8540000000000001,40091
3,80104,10,25,1e-05,0.01,0.804,40069
4,80104,10,25,1e-05,0.01,0.9179999999999999,39954
5,80104,10,25,1e-05,0.01,0.9059999999999999,40089
6,80104,10,25,1e-05,0.01,0.914,39962
7,80104,10,25,1e-05,0.01,0.898,40144
8,80104,10,25,1e-05,0.01,0.8759999999999999,40092
9,80104,10,25,1e-05,0.01,0.914,39967
10,80104,10,25,1e-05,0.01,0.9079999999999999,40073
11,80104,10,25,1e-05,0.01,0.9079999999999999,39974
12,80104,10,25,1e-05,0.01,0.898,40080
13,80104,10,25,1e-05,0.01,0.92,40001
14,80104,10,25,1e-05,0.01,0.93,40138
15,80104,10,25,1e-05,0.01,0.922,39989
16,80104,10,25,1e-05,0.01,0.9179999999999999,40093
17,80104,10,25,1e-05,0.01,0.9159999999999999,40067
18,80104,10,25,1e-05,0.01,0.9440000000000001,39967
19,80104,10,25,1e-05,0.01,0.9179999999999999,39920
20,80104,10,25,1e-05,0.01,0.88,39923
1,85104,10,25,1e-05,0.01,0.91,42608
2,85104,10,25,1e-05,0.01,0.8759999999999999,42559
3,85104,10,25,1e-05,0.01,0.816,42561
4,85104,10,25,1e-05,0.01,0.9359999999999999,42478
5,85104,10,25,1e-05,0.01,0.922,42533
6,85104,10,25,1e-05,0.01,0.93,42534
7,85104,10,25,1e-05,0.01,0.9159999999999999,42607
8,85104,10,25,1e-05,0.01,0.898,42635
9,85104,10,25,1e-05,0.01,0.94,42511
10,85104,10,25,1e-05,0.01,0.922,42596
11,85104,10,25,1e-05,0.01,0.9159999999999999,42464
12,85104,10,25,1e-05,0.01,0.91,42569
13,85104,10,25,1e-05,0.01,0.938,42486
14,85104,10,25,1e-05,0.01,0.932,42570
15,85104,10,25,1e-05,0.01,0.95,42451
16,85104,10,25,1e-05,0.01,0.912,42613
17,85104,10,25,1e-05,0.01,0.946,42552
18,85104,10,25,1e-05,0.01,0.94,42453
19,85104,10,25,1e-05,0.01,0.938,42390
20,85104,10,25,1e-05,0.01,0.9159999999999999,42424
1,90104,10,25,1e-05,0.01,0.9179999999999999,45077
2,90104,10,25,1e-05,0.01,0.88,45031
3,90104,10,25,1e-05,0.01,0.868,45062
4,90104,10,25,1e-05,0.01,0.94,44988
5,90104,10,25,1e-05,0.01,0.93,45044
6,90104,10,25,1e-05,0.01,0.9359999999999999,45053
7,90104,10,25,1e-05,0.01,0.934,45110
8,90104,10,25,1e-05,0.01,0.8740000000000001,45072
9,90104,10,25,1e-05,0.01,0.9440000000000001,45022
10,90104,10,25,1e-05,0.01,0.9259999999999999,45138
11,90104,10,25,1e-05,0.01,0.924,45012
12,90104,10,25,1e-05,0.01,0.9059999999999999,45062
13,90104,10,25,1e-05,0.01,0.9520000000000001,45034
14,90104,10,25,1e-05,0.01,0.946,45113
15,90104,10,25,1e-05,0.01,0.9520000000000001,45010
16,90104,10,25,1e-05,0.01,0.938,45094
17,90104,10,25,1e-05,0.01,0.946,45049
18,90104,10,25,1e-05,0.01,0.95,45019
19,90104,10,25,1e-05,0.01,0.95,44970
20,90104,10,25,1e-05,0.01,0.9359999999999999,44993
1,95104,10,25,1e-05,0.01,0.9279999999999999,47552
2,95104,10,25,1e-05,0.01,0.902,47552
3,95104,10,25,1e-05,0.01,0.8759999999999999,47552
4,95104,10,25,1e-05,0.01,0.9520000000000001,47552
5,95104,10,25,1e-05,0.01,0.9520000000000001,47552
6,95104,10,25,1e-05,0.01,0.924,47552
7,95104,10,25,1e-05,0.01,0.9420000000000001,47552
8,95104,10,25,1e-05,0.01,0.89,47552
9,95104,10,25,1e-05,0.01,0.948,47552
10,95104,10,25,1e-05,0.01,0.92,47552
11,95104,10,25,1e-05,0.01,0.95,47552
12,95104,10,25,1e-05,0.01,0.9059999999999999,47552
13,95104,10,25,1e-05,0.01,0.946,47552
14,95104,10,25,1e-05,0.01,0.956,47552
15,95104,10,25,1e-05,0.01,0.946,47552
16,95104,10,25,1e-05,0.01,0.948,47552
17,95104,10,25,1e-05,0.01,0.958,47552
18,95104,10,25,1e-05,0.01,0.956,47552
19,95104,10,25,1e-05,0.01,0.9359999999999999,47552
20,95104,10,25,1e-05,0.01,0.934,47552
1,4,10,25,0.0001,0.0001,0.46799999999999997,4
2,4,10,25,0.0001,0.0001,0.52,4
3,4,10,25,0.0001,0.0001,0.536,4
4,4,10,25,0.0001,0.0001,0.488,4
5,4,10,25,0.0001,0.0001,0.514,4
6,4,10,25,0.0001,0.0001,0.502,4
7,4,10,25,0.0001,0.0001,0.496,4
8,4,10,25,0.0001,0.0001,0.506,4
9,4,10,25,0.0001,0.0001,0.52,4
10,4,10,25,0.0001,0.0001,0.498,4
11,4,10,25,0.0001,0.0001,0.504,4
12,4,10,25,0.0001,0.0001,0.524,4
13,4,10,25,0.0001,0.0001,0.502,4
14,4,10,25,0.0001,0.0001,0.496,4
15,4,10,25,0.0001,0.0001,0.526,4
16,4,10,25,0.0001,0.0001,0.494,4
17,4,10,25,0.0001,0.0001,0.498,4
18,4,10,25,0.0001,0.0001,0.512,4
19,4,10,25,0.0001,0.0001,0.498,4
20,4,10,25,0.0001,0.0001,0.524,4
1,40,10,25,0.0001,0.0001,0.46799999999999997,25
2,40,10,25,0.0001,0.0001,0.52,24
3,40,10,25,0.0001,0.0001,0.536,21
4,40,10,25,0.0001,0.0001,0.49,17
