trial,train_size,embed_dim,hidden_dim,alpha,learning_rate,accuracy,batch_pos
9,30104,2,25,1e-05,0.001,0.828,15056
10,30104,2,25,1e-05,0.001,0.9,15068
11,30104,2,25,1e-05,0.001,0.872,15032
12,30104,2,25,1e-05,0.001,0.878,15111
13,30104,2,25,1e-05,0.001,0.892,15013
14,30104,2,25,1e-05,0.001,0.888,15111
15,30104,2,25,1e-05,0.001,0.86,15076
16,30104,2,25,1e-05,0.001,0.836,15018
17,30104,2,25,1e-05,0.001,0.9259999999999999,15018
18,30104,2,25,1e-05,0.001,0.9079999999999999,15030
19,30104,2,25,1e-05,0.001,0.92,15101
20,30104,2,25,1e-05,0.001,0.74,15012
1,35104,2,25,1e-05,0.001,0.932,17638
2,35104,2,25,1e-05,0.001,0.902,17650
3,35104,2,25,1e-05,0.001,0.872,17644
4,35104,2,25,1e-05,0.001,0.904,17559
5,35104,2,25,1e-05,0.001,0.838,17577
6,35104,2,25,1e-05,0.001,0.91,17600
7,35104,2,25,1e-05,0.001,0.816,17699
8,35104,2,25,1e-05,0.001,0.89,17582
9,35104,2,25,1e-05,0.001,0.86,17576
10,35104,2,25,1e-05,0.001,0.9059999999999999,17584
11,35104,2,25,1e-05,0.001,0.9059999999999999,17523
12,35104,2,25,1e-05,0.001,0.902,17568
13,35104,2,25,1e-05,0.001,0.91,17464
14,35104,2,25,1e-05,0.001,0.912,17594
15,35104,2,25,1e-05,0.001,0.8740000000000001,17596
16,35104,2,25,1e-05,0.001,0.856,17550
17,35104,2,25,1e-05,0.001,0.9259999999999999,17520
18,35104,2,25,1e-05,0.001,0.92,17523
19,35104,2,25,1e-05,0.001,0.922,17647
20,35104,2,25,1e-05,0.001,0.772,17539
1,40104,2,25,1e-05,0.001,0.932,20147
2,40104,2,25,1e-05,0.001,0.922,20178
3,40104,2,25,1e-05,0.001,0.878,20140
4,40104,2,25,1e-05,0.001,0.924,20126
5,40104,2,25,1e-05,0.001,0.862,20132
6,40104,2,25,1e-05,0.001,0.9179999999999999,20147
7,40104,2,25,1e-05,0.001,0.848,20225
8,40104,2,25,1e-05,0.001,0.914,20092
9,40104,2,25,1e-05,0.001,0.898,19994
10,40104,2,25,1e-05,0.001,0.92,20024
11,40104,2,25,1e-05,0.001,0.922,20051
12,40104,2,25,1e-05,0.001,0.912,20015
13,40104,2,25,1e-05,0.001,0.932,19977
14,40104,2,25,1e-05,0.001,0.932,20179
15,40104,2,25,1e-05,0.001,0.898,19999
16,40104,2,25,1e-05,0.001,0.884,19977
17,40104,2,25,1e-05,0.001,0.932,20057
18,40104,2,25,1e-05,0.001,0.948,20019
19,40104,2,25,1e-05,0.001,0.932,20135
20,40104,2,25,1e-05,0.001,0.79,19986
1,45104,2,25,1e-05,0.001,0.9359999999999999,22637
2,45104,2,25,1e-05,0.001,0.924,22647
3,45104,2,25,1e-05,0.001,0.894,22607
4,45104,2,25,1e-05,0.001,0.9359999999999999,22585
5,45104,2,25,1e-05,0.001,0.888,22636
6,45104,2,25,1e-05,0.001,0.932,22635
7,45104,2,25,1e-05,0.001,0.8740000000000001,22705
8,45104,2,25,1e-05,0.001,0.924,22562
9,45104,2,25,1e-05,0.001,0.934,22436
10,45104,2,25,1e-05,0.001,0.9259999999999999,22532
11,45104,2,25,1e-05,0.001,0.934,22547
12,45104,2,25,1e-05,0.001,0.9259999999999999,22556
13,45104,2,25,1e-05,0.001,0.948,22490
14,45104,2,25,1e-05,0.001,0.946,22692
15,45104,2,25,1e-05,0.001,0.922,22534
16,45104,2,25,1e-05,0.001,0.912,22559
17,45104,2,25,1e-05,0.001,0.938,22515
18,45104,2,25,1e-05,0.001,0.9520000000000001,22491
19,45104,2,25,1e-05,0.001,0.938,22602
20,45104,2,25,1e-05,0.001,0.8220000000000001,22555
1,50104,2,25,1e-05,0.001,0.948,25128
2,50104,2,25,1e-05,0.001,0.9279999999999999,25092
3,50104,2,25,1e-05,0.001,0.932,25088
4,50104,2,25,1e-05,0.001,0.9440000000000001,25062
5,50104,2,25,1e-05,0.001,0.912,25111
6,50104,2,25,1e-05,0.001,0.938,25098
7,50104,2,25,1e-05,0.001,0.91,25177
8,50104,2,25,1e-05,0.001,0.938,25091
9,50104,2,25,1e-05,0.001,0.948,24935
10,50104,2,25,1e-05,0.001,0.9420000000000001,25052
11,50104,2,25,1e-05,0.001,0.9440000000000001,25067
12,50104,2,25,1e-05,0.001,0.93,25056
13,50104,2,25,1e-05,0.001,0.9520000000000001,25023
14,50104,2,25,1e-05,0.001,0.956,25144
15,50104,2,25,1e-05,0.001,0.934,24991
16,50104,2,25,1e-05,0.001,0.9279999999999999,25063
17,50104,2,25,1e-05,0.001,0.9359999999999999,25015
18,50104,2,25,1e-05,0.001,0.9540000000000001,25001
19,50104,2,25,1e-05,0.001,0.948,25103
20,50104,2,25,1e-05,0.001,0.852,25065
1,55104,2,25,1e-05,0.001,0.95,27620
2,55104,2,25,1e-05,0.001,0.9279999999999999,27548
3,55104,2,25,1e-05,0.001,0.9440000000000001,27601
4,55104,2,25,1e-05,0.001,0.9520000000000001,27580
5,55104,2,25,1e-05,0.001,0.938,27533
6,55104,2,25,1e-05,0.001,0.95,27544
7,55104,2,25,1e-05,0.001,0.92,27652
8,55104,2,25,1e-05,0.001,0.95,27529
9,55104,2,25,1e-05,0.001,0.9520000000000001,27409
10,55104,2,25,1e-05,0.001,0.9440000000000001,27536
11,55104,2,25,1e-05,0.001,0.9520000000000001,27559
12,55104,2,25,1e-05,0.001,0.934,27534
13,55104,2,25,1e-05,0.001,0.956,27497
14,55104,2,25,1e-05,0.001,0.9620000000000001,27577
15,55104,2,25,1e-05,0.001,0.946,27524
16,55104,2,25,1e-05,0.001,0.94,27553
17,55104,2,25,1e-05,0.001,0.946,27501
18,55104,2,25,1e-05,0.001,0.9620000000000001,27484
19,55104,2,25,1e-05,0.001,0.9520000000000001,27634
20,55104,2,25,1e-05,0.001,0.88,27540
1,60104,2,25,1e-05,0.001,0.9520000000000001,30145
2,60104,2,25,1e-05,0.001,0.932,30045
3,60104,2,25,1e-05,0.001,0.946,30128
4,60104,2,25,1e-05,0.001,0.9620000000000001,30046
5,60104,2,25,1e-05,0.001,0.9440000000000001,30035
6,60104,2,25,1e-05,0.001,0.9520000000000001,30007
7,60104,2,25,1e-05,0.001,0.9279999999999999,30175
8,60104,2,25,1e-05,0.001,0.9520000000000001,30049
9,60104,2,25,1e-05,0.001,0.958,29946
10,60104,2,25,1e-05,0.001,0.9540000000000001,30031
11,60104,2,25,1e-05,0.001,0.958,30037
12,60104,2,25,1e-05,0.001,0.9359999999999999,30003
13,60104,2,25,1e-05,0.001,0.956,29979
14,60104,2,25,1e-05,0.001,0.9620000000000001,30064
15,60104,2,25,1e-05,0.001,0.956,30041
16,60104,2,25,1e-05,0.001,0.9520000000000001,30100
17,60104,2,25,1e-05,0.001,0.956,29985
18,60104,2,25,1e-05,0.001,0.966,30014
19,60104,2,25,1e-05,0.001,0.9620000000000001,30096
20,60104,2,25,1e-05,0.001,0.93,30012
1,65104,2,25,1e-05,0.001,0.96,32623
2,65104,2,25,1e-05,0.001,0.946,32547
3,65104,2,25,1e-05,0.001,0.9540000000000001,32637
4,65104,2,25,1e-05,0.001,0.9640000000000001,32518
5,65104,2,25,1e-05,0.001,0.948,32546
6,65104,2,25,1e-05,0.001,0.95,32475
7,65104,2,25,1e-05,0.001,0.932,32628
8,65104,2,25,1e-05,0.001,0.96,32518
9,65104,2,25,1e-05,0.001,0.9640000000000001,32489
10,65104,2,25,1e-05,0.001,0.9540000000000001,32529
11,65104,2,25,1e-05,0.001,0.9640000000000001,32508
12,65104,2,25,1e-05,0.001,0.946,32520
13,65104,2,25,1e-05,0.001,0.96,32553
14,65104,2,25,1e-05,0.001,0.966,32521
15,65104,2,25,1e-05,0.001,0.96,32491
16,65104,2,25,1e-05,0.001,0.958,32596
17,65104,2,25,1e-05,0.001,0.958,32550
18,65104,2,25,1e-05,0.001,0.9740000000000001,32570
19,65104,2,25,1e-05,0.001,0.97,32623
20,65104,2,25,1e-05,0.001,0.948,32533
1,70104,2,25,1e-05,0.001,0.966,35152
2,70104,2,25,1e-05,0.001,0.956,35122
3,70104,2,25,1e-05,0.001,0.958,35107
4,70104,2,25,1e-05,0.001,0.972,35008
5,70104,2,25,1e-05,0.001,0.958,35072
6,70104,2,25,1e-05,0.001,0.956,34990
7,70104,2,25,1e-05,0.001,0.9520000000000001,35063
8,70104,2,25,1e-05,0.001,0.97,34965
9,70104,2,25,1e-05,0.001,0.968,35025
10,70104,2,25,1e-05,0.001,0.956,35024
11,70104,2,25,1e-05,0.001,0.966,35068
12,70104,2,25,1e-05,0.001,0.9520000000000001,35037
13,70104,2,25,1e-05,0.001,0.966,35066
14,70104,2,25,1e-05,0.001,0.966,35036
15,70104,2,25,1e-05,0.001,0.9640000000000001,35014
16,70104,2,25,1e-05,0.001,0.9620000000000001,35077
17,70104,2,25,1e-05,0.001,0.9640000000000001,35061
18,70104,2,25,1e-05,0.001,0.978,35073
19,70104,2,25,1e-05,0.001,0.972,35128
20,70104,2,25,1e-05,0.001,0.95,35016
1,75104,2,25,1e-05,0.001,0.966,37650
2,75104,2,25,1e-05,0.001,0.958,37618
3,75104,2,25,1e-05,0.001,0.96,37638
4,75104,2,25,1e-05,0.001,0.9740000000000001,37504
5,75104,2,25,1e-05,0.001,0.958,37607
6,75104,2,25,1e-05,0.001,0.9640000000000001,37478
7,75104,2,25,1e-05,0.001,0.96,37612
8,75104,2,25,1e-05,0.001,0.976,37490
9,75104,2,25,1e-05,0.001,0.968,37521
10,75104,2,25,1e-05,0.001,0.958,37556
11,75104,2,25,1e-05,0.001,0.9740000000000001,37544
12,75104,2,25,1e-05,0.001,0.958,37579
13,75104,2,25,1e-05,0.001,0.966,37574
14,75104,2,25,1e-05,0.001,0.968,37562
15,75104,2,25,1e-05,0.001,0.972,37491
16,75104,2,25,1e-05,0.001,0.966,37542
17,75104,2,25,1e-05,0.001,0.9640000000000001,37562
18,75104,2,25,1e-05,0.001,0.982,37541
19,75104,2,25,1e-05,0.001,0.972,37593
20,75104,2,25,1e-05,0.001,0.9520000000000001,37540
1,80104,2,25,1e-05,0.001,0.968,40143
2,80104,2,25,1e-05,0.001,0.9640000000000001,40044
3,80104,2,25,1e-05,0.001,0.9640000000000001,40118
4,80104,2,25,1e-05,0.001,0.976,39973
5,80104,2,25,1e-05,0.001,0.9640000000000001,40107
6,80104,2,25,1e-05,0.001,0.968,39967
7,80104,2,25,1e-05,0.001,0.966,40100
8,80104,2,25,1e-05,0.001,0.978,39998
9,80104,2,25,1e-05,0.001,0.97,40032
10,80104,2,25,1e-05,0.001,0.96,40071
11,80104,2,25,1e-05,0.001,0.976,40056
12,80104,2,25,1e-05,0.001,0.9620000000000001,40011
13,80104,2,25,1e-05,0.001,0.972,40066
14,80104,2,25,1e-05,0.001,0.97,40046
15,80104,2,25,1e-05,0.001,0.976,40000
16,80104,2,25,1e-05,0.001,0.968,40007
17,80104,2,25,1e-05,0.001,0.972,40057
18,80104,2,25,1e-05,0.001,0.986,40114
19,80104,2,25,1e-05,0.001,0.976,40080
20,80104,2,25,1e-05,0.001,0.9520000000000001,39998
1,85104,2,25,1e-05,0.001,0.9740000000000001,42596
2,85104,2,25,1e-05,0.001,0.968,42534
3,85104,2,25,1e-05,0.001,0.968,42612
4,85104,2,25,1e-05,0.001,0.978,42515
5,85104,2,25,1e-05,0.001,0.97,42606
6,85104,2,25,1e-05,0.001,0.972,42454
7,85104,2,25,1e-05,0.001,0.9740000000000001,42546
8,85104,2,25,1e-05,0.001,0.9840000000000001,42513
9,85104,2,25,1e-05,0.001,0.976,42533
10,85104,2,25,1e-05,0.001,0.9640000000000001,42578
11,85104,2,25,1e-05,0.001,0.976,42581
12,85104,2,25,1e-05,0.001,0.97,42518
13,85104,2,25,1e-05,0.001,0.9740000000000001,42552
14,85104,2,25,1e-05,0.001,0.97,42569
15,85104,2,25,1e-05,0.001,0.9840000000000001,42536
16,85104,2,25,1e-05,0.001,0.972,42539
17,85104,2,25,1e-05,0.001,0.978,42561
18,85104,2,25,1e-05,0.001,0.988,42583
19,85104,2,25,1e-05,0.001,0.98,42574
20,85104,2,25,1e-05,0.001,0.9620000000000001,42543
1,90104,2,25,1e-05,0.001,0.976,45048
2,90104,2,25,1e-05,0.001,0.968,45071
3,90104,2,25,1e-05,0.001,0.972,45084
4,90104,2,25,1e-05,0.001,0.98,45029
5,90104,2,25,1e-05,0.001,0.97,45051
6,90104,2,25,1e-05,0.001,0.98,44989
7,90104,2,25,1e-05,0.001,0.978,44992
8,90104,2,25,1e-05,0.001,0.9840000000000001,45029
9,90104,2,25,1e-05,0.001,0.976,45080
10,90104,2,25,1e-05,0.001,0.968,45101
11,90104,2,25,1e-05,0.001,0.978,45052
12,90104,2,25,1e-05,0.001,0.97,45037
13,90104,2,25,1e-05,0.001,0.976,45014
14,90104,2,25,1e-05,0.001,0.97,45048
15,90104,2,25,1e-05,0.001,0.986,45042
16,90104,2,25,1e-05,0.001,0.972,45024
17,90104,2,25,1e-05,0.001,0.98,45103
18,90104,2,25,1e-05,0.001,0.988,45077
19,90104,2,25,1e-05,0.001,0.982,45051
20,90104,2,25,1e-05,0.001,0.9620000000000001,45077
1,95104,2,25,1e-05,0.001,0.978,47552
2,95104,2,25,1e-05,0.001,0.9740000000000001,47552
3,95104,2,25,1e-05,0.001,0.98,47552
4,95104,2,25,1e-05,0.001,0.98,47552
5,95104,2,25,1e-05,0.001,0.9740000000000001,47552
6,95104,2,25,1e-05,0.001,0.982,47552
7,95104,2,25,1e-05,0.001,0.98,47552
8,95104,2,25,1e-05,0.001,0.99,47552
9,95104,2,25,1e-05,0.001,0.976,47552
10,95104,2,25,1e-05,0.001,0.972,47552
11,95104,2,25,1e-05,0.001,0.98,47552
12,95104,2,25,1e-05,0.001,0.978,47552
13,95104,2,25,1e-05,0.001,0.98,47552
14,95104,2,25,1e-05,0.001,0.97,47552
15,95104,2,25,1e-05,0.001,0.986,47552
16,95104,2,25,1e-05,0.001,0.972,47552
17,95104,2,25,1e-05,0.001,0.986,47552
18,95104,2,25,1e-05,0.001,0.988,47552
19,95104,2,25,1e-05,0.001,0.986,47552
20,95104,2,25,1e-05,0.001,0.97,47552
1,4,2,25,1e-05,0.01,0.5,4
2,4,2,25,1e-05,0.01,0.47600000000000003,4
3,4,2,25,1e-05,0.01,0.5,4
4,4,2,25,1e-05,0.01,0.5,4
5,4,2,25,1e-05,0.01,0.506,4
6,4,2,25,1e-05,0.01,0.48,4
7,4,2,25,1e-05,0.01,0.498,4
8,4,2,25,1e-05,0.01,0.5,4
9,4,2,25,1e-05,0.01,0.5,4
10,4,2,25,1e-05,0.01,0.5379999999999999,4
11,4,2,25,1e-05,0.01,0.514,4
12,4,2,25,1e-05,0.01,0.516,4
13,4,2,25,1e-05,0.01,0.496,4
14,4,2,25,1e-05,0.01,0.47,4
15,4,2,25,1e-05,0.01,0.5,4
16,4,2,25,1e-05,0.01,0.5,4
17,4,2,25,1e-05,0.01,0.588,4
18,4,2,25,1e-05,0.01,0.512,4
19,4,2,25,1e-05,0.01,0.52,4
20,4,2,25,1e-05,0.01,0.45,4
1,40,2,25,1e-05,0.01,0.5,23
2,40,2,25,1e-05,0.01,0.434,24
3,40,2,25,1e-05,0.01,0.5,18
4,40,2,25,1e-05,0.01,0.5,20
5,40,2,25,1e-05,0.01,0.514,19
6,40,2,25,1e-05,0.01,0.494,11
7,40,2,25,1e-05,0.01,0.462,19
8,40,2,25,1e-05,0.01,0.5,16
9,40,2,25,1e-05,0.01,0.5,24
10,40,2,25,1e-05,0.01,0.544,14
11,40,2,25,1e-05,0.01,0.526,17
12,40,2,25,1e-05,0.01,0.512,16
13,40,2,25,1e-05,0.01,0.498,16
14,40,2,25,1e-05,0.01,0.47200000000000003,16
15,40,2,25,1e-05,0.01,0.5,23
16,40,2,25,1e-05,0.01,0.5,25
17,40,2,25,1e-05,0.01,0.58,23
18,40,2,25,1e-05,0.01,0.542,26
19,40,2,25,1e-05,0.01,0.528,18
20,40,2,25,1e-05,0.01,0.41200000000000003,21
1,104,2,25,1e-05,0.01,0.512,54
2,104,2,25,1e-05,0.01,0.38799999999999996,61
3,104,2,25,1e-05,0.01,0.5,47
4,104,2,25,1e-05,0.01,0.5,54
5,104,2,25,1e-05,0.01,0.522,46
6,104,2,25,1e-05,0.01,0.486,43
7,104,2,25,1e-05,0.01,0.52,49
8,104,2,25,1e-05,0.01,0.512,40
9,104,2,25,1e-05,0.01,0.5,58
10,104,2,25,1e-05,0.01,0.5539999999999999,44
11,104,2,25,1e-05,0.01,0.536,48
12,104,2,25,1e-05,0.01,0.51,40
13,104,2,25,1e-05,0.01,0.496,48
14,104,2,25,1e-05,0.01,0.45799999999999996,51
15,104,2,25,1e-05,0.01,0.5,57
16,104,2,25,1e-05,0.01,0.5,57
17,104,2,25,1e-05,0.01,0.568,51
18,104,2,25,1e-05,0.01,0.568,52
19,104,2,25,1e-05,0.01,0.528,49
20,104,2,25,1e-05,0.01,0.444,54
1,5104,2,25,1e-05,0.01,0.812,2591
2,5104,2,25,1e-05,0.01,0.632,2558
3,5104,2,25,1e-05,0.01,0.75,2539
4,5104,2,25,1e-05,0.01,0.8079999999999999,2622
5,5104,2,25,1e-05,0.01,0.6659999999999999,2533
6,5104,2,25,1e-05,0.01,0.6920000000000001,2522
7,5104,2,25,1e-05,0.01,0.738,2526
8,5104,2,25,1e-05,0.01,0.8140000000000001,2533
9,5104,2,25,1e-05,0.01,0.696,2569
10,5104,2,25,1e-05,0.01,0.726,2528
11,5104,2,25,1e-05,0.01,0.718,2524
12,5104,2,25,1e-05,0.01,0.8220000000000001,2555
13,5104,2,25,1e-05,0.01,0.6940000000000001,2564
14,5104,2,25,1e-05,0.01,0.7859999999999999,2517
15,5104,2,25,1e-05,0.01,0.782,2521
16,5104,2,25,1e-05,0.01,0.804,2529
17,5104,2,25,1e-05,0.01,0.748,2490
18,5104,2,25,1e-05,0.01,0.762,2539
19,5104,2,25,1e-05,0.01,0.754,2548
20,5104,2,25,1e-05,0.01,0.758,2552
1,10104,2,25,1e-05,0.01,0.9079999999999999,5082
2,10104,2,25,1e-05,0.01,0.9259999999999999,5002
3,10104,2,25,1e-05,0.01,0.836,5012
4,10104,2,25,1e-05,0.01,0.8740000000000001,5168
5,10104,2,25,1e-05,0.01,0.83,5047
6,10104,2,25,1e-05,0.01,0.8340000000000001,5030
7,10104,2,25,1e-05,0.01,0.866,5011
8,10104,2,25,1e-05,0.01,0.89,5049
9,10104,2,25,1e-05,0.01,0.89,5121
10,10104,2,25,1e-05,0.01,0.89,5074
11,10104,2,25,1e-05,0.01,0.8440000000000001,5063
12,10104,2,25,1e-05,0.01,0.9079999999999999,5008
13,10104,2,25,1e-05,0.01,0.778,5128
14,10104,2,25,1e-05,0.01,0.922,5036
15,10104,2,25,1e-05,0.01,0.912,4999
16,10104,2,25,1e-05,0.01,0.898,5006
17,10104,2,25,1e-05,0.01,0.8859999999999999,5035
18,10104,2,25,1e-05,0.01,0.9059999999999999,5061
19,10104,2,25,1e-05,0.01,0.95,5004
20,10104,2,25,1e-05,0.01,0.862,5018
1,15104,2,25,1e-05,0.01,0.9359999999999999,7587
2,15104,2,25,1e-05,0.01,0.94,7465
3,15104,2,25,1e-05,0.01,0.948,7550
4,15104,2,25,1e-05,0.01,0.9440000000000001,7697
5,15104,2,25,1e-05,0.01,0.9420000000000001,7511
6,15104,2,25,1e-05,0.01,0.948,7560
7,15104,2,25,1e-05,0.01,0.932,7567
8,15104,2,25,1e-05,0.01,0.9420000000000001,7514
9,15104,2,25,1e-05,0.01,0.932,7616
10,15104,2,25,1e-05,0.01,0.9279999999999999,7511
11,15104,2,25,1e-05,0.01,0.93,7544
12,15104,2,25,1e-05,0.01,0.95,7466
13,15104,2,25,1e-05,0.01,0.88,7605
14,15104,2,25,1e-05,0.01,0.946,7536
15,15104,2,25,1e-05,0.01,0.9540000000000001,7437
16,15104,2,25,1e-05,0.01,0.93,7581
17,15104,2,25,1e-05,0.01,0.934,7508
18,15104,2,25,1e-05,0.01,0.9440000000000001,7553
19,15104,2,25,1e-05,0.01,0.956,7518
20,15104,2,25,1e-05,0.01,0.934,7478
1,20104,2,25,1e-05,0.01,0.956,10149
2,20104,2,25,1e-05,0.01,0.96,9980
3,20104,2,25,1e-05,0.01,0.966,10014
4,20104,2,25,1e-05,0.01,0.968,10198
5,20104,2,25,1e-05,0.01,0.968,10058
6,20104,2,25,1e-05,0.01,0.958,10074
7,20104,2,25,1e-05,0.01,0.968,10026
8,20104,2,25,1e-05,0.01,0.966,10025
9,20104,2,25,1e-05,0.01,0.948,10048
10,20104,2,25,1e-05,0.01,0.9420000000000001,10060
11,20104,2,25,1e-05,0.01,0.956,10090
12,20104,2,25,1e-05,0.01,0.97,10010
13,20104,2,25,1e-05,0.01,0.9440000000000001,10114
14,20104,2,25,1e-05,0.01,0.9620000000000001,9967
15,20104,2,25,1e-05,0.01,0.9740000000000001,9971
16,20104,2,25,1e-05,0.01,0.96,10133
17,20104,2,25,1e-05,0.01,0.958,10035
18,20104,2,25,1e-05,0.01,0.97,10105
19,20104,2,25,1e-05,0.01,0.96,10057
20,20104,2,25,1e-05,0.01,0.9540000000000001,9952
1,25104,2,25,1e-05,0.01,0.9740000000000001,12668
2,25104,2,25,1e-05,0.01,0.96,12514
3,25104,2,25,1e-05,0.01,0.972,12537
4,25104,2,25,1e-05,0.01,0.976,12713
5,25104,2,25,1e-05,0.01,0.976,12569
6,25104,2,25,1e-05,0.01,0.972,12574
7,25104,2,25,1e-05,0.01,0.9740000000000001,12505
8,25104,2,25,1e-05,0.01,0.98,12518
9,25104,2,25,1e-05,0.01,0.96,12560
10,25104,2,25,1e-05,0.01,0.9640000000000001,12529
11,25104,2,25,1e-05,0.01,0.9640000000000001,12567
12,25104,2,25,1e-05,0.01,0.98,12465
13,25104,2,25,1e-05,0.01,0.9520000000000001,12571
14,25104,2,25,1e-05,0.01,0.972,12535
15,25104,2,25,1e-05,0.01,0.978,12460
16,25104,2,25,1e-05,0.01,0.9740000000000001,12618
17,25104,2,25,1e-05,0.01,0.976,12561
18,25104,2,25,1e-05,0.01,0.98,12557
19,25104,2,25,1e-05,0.01,0.97,12528
20,25104,2,25,1e-05,0.01,0.968,12483
1,30104,2,25,1e-05,0.01,0.978,15169
2,30104,2,25,1e-05,0.01,0.968,15000
3,30104,2,25,1e-05,0.01,0.98,15053
4,30104,2,25,1e-05,0.01,0.982,15198
5,30104,2,25,1e-05,0.01,0.982,15019
6,30104,2,25,1e-05,0.01,0.978,15087
7,30104,2,25,1e-05,0.01,0.978,15054
8,30104,2,25,1e-05,0.01,0.9840000000000001,15018
9,30104,2,25,1e-05,0.01,0.978,15045
10,30104,2,25,1e-05,0.01,0.972,14987
11,30104,2,25,1e-05,0.01,0.9740000000000001,15119
12,30104,2,25,1e-05,0.01,0.982,14952
13,30104,2,25,1e-05,0.01,0.966,15055
14,30104,2,25,1e-05,0.01,0.9740000000000001,15029
15,30104,2,25,1e-05,0.01,0.9840000000000001,15009
16,30104,2,25,1e-05,0.01,0.982,15107
17,30104,2,25,1e-05,0.01,0.978,15061
18,30104,2,25,1e-05,0.01,0.9840000000000001,15090
19,30104,2,25,1e-05,0.01,0.98,14953
20,30104,2,25,1e-05,0.01,0.972,14988
1,35104,2,25,1e-05,0.01,0.9840000000000001,17633
2,35104,2,25,1e-05,0.01,0.97,17522
3,35104,2,25,1e-05,0.01,0.982,17579
4,35104,2,25,1e-05,0.01,0.986,17714
5,35104,2,25,1e-05,0.01,0.986,17568
6,35104,2,25,1e-05,0.01,0.9840000000000001,17629
7,35104,2,25,1e-05,0.01,0.9840000000000001,17606
8,35104,2,25,1e-05,0.01,0.988,17558
9,35104,2,25,1e-05,0.01,0.9840000000000001,17563
10,35104,2,25,1e-05,0.01,0.976,17459
11,35104,2,25,1e-05,0.01,0.978,17625
12,35104,2,25,1e-05,0.01,0.986,17496
13,35104,2,25,1e-05,0.01,0.976,17565
14,35104,2,25,1e-05,0.01,0.976,17490
15,35104,2,25,1e-05,0.01,0.988,17472
16,35104,2,25,1e-05,0.01,0.9840000000000001,17654
17,35104,2,25,1e-05,0.01,0.98,17555
18,35104,2,25,1e-05,0.01,0.99,17562
19,35104,2,25,1e-05,0.01,0.986,17386
20,35104,2,25,1e-05,0.01,0.978,17540
1,40104,2,25,1e-05,0.01,0.9840000000000001,20118
2,40104,2,25,1e-05,0.01,0.98,20030
3,40104,2,25,1e-05,0.01,0.992,20039
4,40104,2,25,1e-05,0.01,0.992,20246
5,40104,2,25,1e-05,0.01,0.986,19980
6,40104,2,25,1e-05,0.01,0.99,20102
7,40104,2,25,1e-05,0.01,0.986,20087
8,40104,2,25,1e-05,0.01,0.988,20096
9,40104,2,25,1e-05,0.01,0.988,20038
10,40104,2,25,1e-05,0.01,0.98,19912
11,40104,2,25,1e-05,0.01,0.982,20118
12,40104,2,25,1e-05,0.01,0.99,20035
13,40104,2,25,1e-05,0.01,0.982,20091
14,40104,2,25,1e-05,0.01,0.9840000000000001,20021
15,40104,2,25,1e-05,0.01,0.992,19970
16,40104,2,25,1e-05,0.01,0.986,20132
17,40104,2,25,1e-05,0.01,0.9840000000000001,20073
18,40104,2,25,1e-05,0.01,0.992,20093
19,40104,2,25,1e-05,0.01,0.99,19877
20,40104,2,25,1e-05,0.01,0.9840000000000001,20034
1,45104,2,25,1e-05,0.01,0.986,22636
2,45104,2,25,1e-05,0.01,0.9840000000000001,22492
3,45104,2,25,1e-05,0.01,0.992,22517
4,45104,2,25,1e-05,0.01,0.992,22712
5,45104,2,25,1e-05,0.01,0.988,22510
6,45104,2,25,1e-05,0.01,0.99,22594
7,45104,2,25,1e-05,0.01,0.99,22553
8,45104,2,25,1e-05,0.01,0.99,22562
9,45104,2,25,1e-05,0.01,0.988,22537
10,45104,2,25,1e-05,0.01,0.988,22427
11,45104,2,25,1e-05,0.01,0.986,22628
12,45104,2,25,1e-05,0.01,0.992,22517
13,45104,2,25,1e-05,0.01,0.982,22587
14,45104,2,25,1e-05,0.01,0.9840000000000001,22616
15,45104,2,25,1e-05,0.01,0.996,22457
16,45104,2,25,1e-05,0.01,0.988,22594
17,45104,2,25,1e-05,0.01,0.988,22593
18,45104,2,25,1e-05,0.01,0.992,22580
19,45104,2,25,1e-05,0.01,0.99,22366
20,45104,2,25,1e-05,0.01,0.988,22540
1,50104,2,25,1e-05,0.01,0.986,25132
2,50104,2,25,1e-05,0.01,0.986,24980
3,50104,2,25,1e-05,0.01,0.9940000000000001,24973
4,50104,2,25,1e-05,0.01,0.9940000000000001,25239
5,50104,2,25,1e-05,0.01,0.992,24959
6,50104,2,25,1e-05,0.01,0.992,25084
7,50104,2,25,1e-05,0.01,0.9940000000000001,25059
8,50104,2,25,1e-05,0.01,0.99,25026
9,50104,2,25,1e-05,0.01,0.992,24956
10,50104,2,25,1e-05,0.01,0.988,24996
11,50104,2,25,1e-05,0.01,0.988,25122
12,50104,2,25,1e-05,0.01,0.9940000000000001,25006
13,50104,2,25,1e-05,0.01,0.982,25057
14,50104,2,25,1e-05,0.01,0.9840000000000001,25144
15,50104,2,25,1e-05,0.01,0.996,24976
16,50104,2,25,1e-05,0.01,0.992,25039
17,50104,2,25,1e-05,0.01,0.9940000000000001,25054
18,50104,2,25,1e-05,0.01,0.9940000000000001,25101
19,50104,2,25,1e-05,0.01,0.992,24856
20,50104,2,25,1e-05,0.01,0.99,25047
1,55104,2,25,1e-05,0.01,0.988,27613
2,55104,2,25,1e-05,0.01,0.986,27516
3,55104,2,25,1e-05,0.01,0.998,27461
