accuracy,alpha,batch_neg,batch_pos,embed_dim,equality_pretrain_max_iter,equality_pretraining_accuracy,hidden_dim,learning_rate,max_equality_pretraining_trials,rep_pretrain_max_iter,rep_pretrain_tasks,train_size,trial
0.73,0.0001,401,403,25,10,0.993,50,0.01,1,10,3,804,4
0.772,0.0001,453,451,25,10,0.993,50,0.01,1,10,3,904,4
0.79,0.0001,501,503,25,10,0.993,50,0.01,1,10,3,1004,4
0.824,0.0001,551,553,25,10,0.993,50,0.01,1,10,3,1104,4
0.84,0.0001,601,603,25,10,0.993,50,0.01,1,10,3,1204,4
0.846,0.0001,651,653,25,10,0.993,50,0.01,1,10,3,1304,4
0.854,0.0001,698,706,25,10,0.993,50,0.01,1,10,3,1404,4
0.874,0.0001,741,763,25,10,0.993,50,0.01,1,10,3,1504,4
0.89,0.0001,796,808,25,10,0.993,50,0.01,1,10,3,1604,4
0.906,0.0001,846,858,25,10,0.993,50,0.01,1,10,3,1704,4
0.922,0.0001,896,908,25,10,0.993,50,0.01,1,10,3,1804,4
0.922,0.0001,946,958,25,10,0.993,50,0.01,1,10,3,1904,4
0.524,0.0001,0,0,25,10,0.995,50,0.01,1,10,3,0,5
0.584,0.0001,52,52,25,10,0.995,50,0.01,1,10,3,104,5
0.516,0.0001,108,96,25,10,0.995,50,0.01,1,10,3,204,5
0.668,0.0001,154,150,25,10,0.995,50,0.01,1,10,3,304,5
0.632,0.0001,206,198,25,10,0.995,50,0.01,1,10,3,404,5
0.694,0.0001,261,243,25,10,0.995,50,0.01,1,10,3,504,5
0.7,0.0001,310,294,25,10,0.995,50,0.01,1,10,3,604,5
0.754,0.0001,359,345,25,10,0.995,50,0.01,1,10,3,704,5
0.778,0.0001,399,405,25,10,0.995,50,0.01,1,10,3,804,5
0.822,0.0001,441,463,25,10,0.995,50,0.01,1,10,3,904,5
0.832,0.0001,486,518,25,10,0.995,50,0.01,1,10,3,1004,5
0.854,0.0001,533,571,25,10,0.995,50,0.01,1,10,3,1104,5
0.878,0.0001,572,632,25,10,0.995,50,0.01,1,10,3,1204,5
0.904,0.0001,629,675,25,10,0.995,50,0.01,1,10,3,1304,5
0.916,0.0001,687,717,25,10,0.995,50,0.01,1,10,3,1404,5
0.932,0.0001,753,751,25,10,0.995,50,0.01,1,10,3,1504,5
0.94,0.0001,808,796,25,10,0.995,50,0.01,1,10,3,1604,5
0.946,0.0001,860,844,25,10,0.995,50,0.01,1,10,3,1704,5
0.956,0.0001,906,898,25,10,0.995,50,0.01,1,10,3,1804,5
0.96,0.0001,951,953,25,10,0.995,50,0.01,1,10,3,1904,5
0.538,0.0001,0,0,25,10,0.992,50,0.01,1,10,3,0,6
0.572,0.0001,50,54,25,10,0.992,50,0.01,1,10,3,104,6
0.536,0.0001,99,105,25,10,0.992,50,0.01,1,10,3,204,6
0.634,0.0001,141,163,25,10,0.992,50,0.01,1,10,3,304,6
0.65,0.0001,184,220,25,10,0.992,50,0.01,1,10,3,404,6
0.692,0.0001,236,268,25,10,0.992,50,0.01,1,10,3,504,6
0.706,0.0001,287,317,25,10,0.992,50,0.01,1,10,3,604,6
0.766,0.0001,332,372,25,10,0.992,50,0.01,1,10,3,704,6
0.81,0.0001,385,419,25,10,0.992,50,0.01,1,10,3,804,6
0.84,0.0001,441,463,25,10,0.992,50,0.01,1,10,3,904,6
0.88,0.0001,486,518,25,10,0.992,50,0.01,1,10,3,1004,6
0.892,0.0001,535,569,25,10,0.992,50,0.01,1,10,3,1104,6
0.91,0.0001,583,621,25,10,0.992,50,0.01,1,10,3,1204,6
0.922,0.0001,632,672,25,10,0.992,50,0.01,1,10,3,1304,6
0.936,0.0001,681,723,25,10,0.992,50,0.01,1,10,3,1404,6
0.946,0.0001,729,775,25,10,0.992,50,0.01,1,10,3,1504,6
0.96,0.0001,780,824,25,10,0.992,50,0.01,1,10,3,1604,6
0.962,0.0001,834,870,25,10,0.992,50,0.01,1,10,3,1704,6
0.972,0.0001,884,920,25,10,0.992,50,0.01,1,10,3,1804,6
0.974,0.0001,938,966,25,10,0.992,50,0.01,1,10,3,1904,6
0.526,0.0001,0,0,25,10,0.992,50,0.01,1,10,3,0,7
0.572,0.0001,52,52,25,10,0.992,50,0.01,1,10,3,104,7
0.53,0.0001,107,97,25,10,0.992,50,0.01,1,10,3,204,7
0.676,0.0001,157,147,25,10,0.992,50,0.01,1,10,3,304,7
0.7,0.0001,203,201,25,10,0.992,50,0.01,1,10,3,404,7
0.692,0.0001,250,254,25,10,0.992,50,0.01,1,10,3,504,7
0.748,0.0001,297,307,25,10,0.992,50,0.01,1,10,3,604,7
0.78,0.0001,353,351,25,10,0.992,50,0.01,1,10,3,704,7
0.826,0.0001,399,405,25,10,0.992,50,0.01,1,10,3,804,7
0.848,0.0001,447,457,25,10,0.992,50,0.01,1,10,3,904,7
0.868,0.0001,501,503,25,10,0.992,50,0.01,1,10,3,1004,7
0.892,0.0001,558,546,25,10,0.992,50,0.01,1,10,3,1104,7
0.904,0.0001,593,611,25,10,0.992,50,0.01,1,10,3,1204,7
0.916,0.0001,642,662,25,10,0.992,50,0.01,1,10,3,1304,7
0.932,0.0001,689,715,25,10,0.992,50,0.01,1,10,3,1404,7
0.936,0.0001,740,764,25,10,0.992,50,0.01,1,10,3,1504,7
0.942,0.0001,796,808,25,10,0.992,50,0.01,1,10,3,1604,7
0.946,0.0001,848,856,25,10,0.992,50,0.01,1,10,3,1704,7
0.952,0.0001,899,905,25,10,0.992,50,0.01,1,10,3,1804,7
0.958,0.0001,952,952,25,10,0.992,50,0.01,1,10,3,1904,7
0.55,0.0001,0,0,25,10,0.995,50,0.01,1,10,3,0,8
0.592,0.0001,53,51,25,10,0.995,50,0.01,1,10,3,104,8
0.496,0.0001,100,104,25,10,0.995,50,0.01,1,10,3,204,8
0.538,0.0001,144,160,25,10,0.995,50,0.01,1,10,3,304,8
0.578,0.0001,194,210,25,10,0.995,50,0.01,1,10,3,404,8
0.598,0.0001,244,260,25,10,0.995,50,0.01,1,10,3,504,8
0.582,0.0001,291,313,25,10,0.995,50,0.01,1,10,3,604,8
0.628,0.0001,339,365,25,10,0.995,50,0.01,1,10,3,704,8
0.652,0.0001,383,421,25,10,0.995,50,0.01,1,10,3,804,8
0.672,0.0001,442,462,25,10,0.995,50,0.01,1,10,3,904,8
0.714,0.0001,495,509,25,10,0.995,50,0.01,1,10,3,1004,8
0.756,0.0001,546,558,25,10,0.995,50,0.01,1,10,3,1104,8
0.802,0.0001,595,609,25,10,0.995,50,0.01,1,10,3,1204,8
0.846,0.0001,644,660,25,10,0.995,50,0.01,1,10,3,1304,8
0.864,0.0001,693,711,25,10,0.995,50,0.01,1,10,3,1404,8
0.904,0.0001,743,761,25,10,0.995,50,0.01,1,10,3,1504,8
0.912,0.0001,792,812,25,10,0.995,50,0.01,1,10,3,1604,8
0.94,0.0001,849,855,25,10,0.995,50,0.01,1,10,3,1704,8
0.956,0.0001,894,910,25,10,0.995,50,0.01,1,10,3,1804,8
0.966,0.0001,934,970,25,10,0.995,50,0.01,1,10,3,1904,8
0.53,0.0001,0,0,25,10,0.994,50,0.01,1,10,3,0,9
0.57,0.0001,58,46,25,10,0.994,50,0.01,1,10,3,104,9
0.604,0.0001,109,95,25,10,0.994,50,0.01,1,10,3,204,9
0.684,0.0001,163,141,25,10,0.994,50,0.01,1,10,3,304,9
0.7,0.0001,215,189,25,10,0.994,50,0.01,1,10,3,404,9
0.664,0.0001,264,240,25,10,0.994,50,0.01,1,10,3,504,9
0.726,0.0001,312,292,25,10,0.994,50,0.01,1,10,3,604,9
0.77,0.0001,365,339,25,10,0.994,50,0.01,1,10,3,704,9
0.774,0.0001,420,384,25,10,0.994,50,0.01,1,10,3,804,9
0.822,0.0001,468,436,25,10,0.994,50,0.01,1,10,3,904,9
0.84,0.0001,520,484,25,10,0.994,50,0.01,1,10,3,1004,9
0.874,0.0001,574,530,25,10,0.994,50,0.01,1,10,3,1104,9
0.886,0.0001,618,586,25,10,0.994,50,0.01,1,10,3,1204,9
0.916,0.0001,661,643,25,10,0.994,50,0.01,1,10,3,1304,9
0.932,0.0001,713,691,25,10,0.994,50,0.01,1,10,3,1404,9
0.948,0.0001,758,746,25,10,0.994,50,0.01,1,10,3,1504,9
0.954,0.0001,812,792,25,10,0.994,50,0.01,1,10,3,1604,9
0.966,0.0001,861,843,25,10,0.994,50,0.01,1,10,3,1704,9
0.97,0.0001,906,898,25,10,0.994,50,0.01,1,10,3,1804,9
0.968,0.0001,954,950,25,10,0.994,50,0.01,1,10,3,1904,9
0.528,0.0001,0,0,25,10,0.998,50,0.01,1,10,3,0,10
0.586,0.0001,48,56,25,10,0.998,50,0.01,1,10,3,104,10
0.52,0.0001,93,111,25,10,0.998,50,0.01,1,10,3,204,10
0.606,0.0001,146,158,25,10,0.998,50,0.01,1,10,3,304,10
0.628,0.0001,201,203,25,10,0.998,50,0.01,1,10,3,404,10
0.666,0.0001,252,252,25,10,0.998,50,0.01,1,10,3,504,10
0.702,0.0001,305,299,25,10,0.998,50,0.01,1,10,3,604,10
0.724,0.0001,354,350,25,10,0.998,50,0.01,1,10,3,704,10
0.762,0.0001,403,401,25,10,0.998,50,0.01,1,10,3,804,10
0.796,0.0001,450,454,25,10,0.998,50,0.01,1,10,3,904,10
0.814,0.0001,496,508,25,10,0.998,50,0.01,1,10,3,1004,10
0.84,0.0001,548,556,25,10,0.998,50,0.01,1,10,3,1104,10
0.886,0.0001,598,606,25,10,0.998,50,0.01,1,10,3,1204,10
0.908,0.0001,649,655,25,10,0.998,50,0.01,1,10,3,1304,10
0.91,0.0001,699,705,25,10,0.998,50,0.01,1,10,3,1404,10
0.926,0.0001,756,748,25,10,0.998,50,0.01,1,10,3,1504,10
0.94,0.0001,806,798,25,10,0.998,50,0.01,1,10,3,1604,10
0.944,0.0001,858,846,25,10,0.998,50,0.01,1,10,3,1704,10
0.962,0.0001,907,897,25,10,0.998,50,0.01,1,10,3,1804,10
0.956,0.0001,949,955,25,10,0.998,50,0.01,1,10,3,1904,10
0.486,0.0001,0,0,25,10,0.992,50,0.01,1,10,3,0,11
0.522,0.0001,47,57,25,10,0.992,50,0.01,1,10,3,104,11
0.54,0.0001,94,110,25,10,0.992,50,0.01,1,10,3,204,11
0.546,0.0001,150,154,25,10,0.992,50,0.01,1,10,3,304,11
0.554,0.0001,197,207,25,10,0.992,50,0.01,1,10,3,404,11
0.568,0.0001,250,254,25,10,0.992,50,0.01,1,10,3,504,11
0.59,0.0001,294,310,25,10,0.992,50,0.01,1,10,3,604,11
0.61,0.0001,347,357,25,10,0.992,50,0.01,1,10,3,704,11
0.668,0.0001,395,409,25,10,0.992,50,0.01,1,10,3,804,11
0.728,0.0001,450,454,25,10,0.992,50,0.01,1,10,3,904,11
0.746,0.0001,498,506,25,10,0.992,50,0.01,1,10,3,1004,11
0.778,0.0001,547,557,25,10,0.992,50,0.01,1,10,3,1104,11
0.83,0.0001,605,599,25,10,0.992,50,0.01,1,10,3,1204,11
0.86,0.0001,665,639,25,10,0.992,50,0.01,1,10,3,1304,11
0.884,0.0001,713,691,25,10,0.992,50,0.01,1,10,3,1404,11
0.914,0.0001,767,737,25,10,0.992,50,0.01,1,10,3,1504,11
0.94,0.0001,819,785,25,10,0.992,50,0.01,1,10,3,1604,11
0.95,0.0001,878,826,25,10,0.992,50,0.01,1,10,3,1704,11
0.956,0.0001,922,882,25,10,0.992,50,0.01,1,10,3,1804,11
0.96,0.0001,969,935,25,10,0.992,50,0.01,1,10,3,1904,11
0.576,0.0001,0,0,25,10,1.0,50,0.01,1,10,3,0,12
0.624,0.0001,51,53,25,10,1.0,50,0.01,1,10,3,104,12
0.512,0.0001,103,101,25,10,1.0,50,0.01,1,10,3,204,12
0.634,0.0001,154,150,25,10,1.0,50,0.01,1,10,3,304,12
0.69,0.0001,209,195,25,10,1.0,50,0.01,1,10,3,404,12
0.686,0.0001,261,243,25,10,1.0,50,0.01,1,10,3,504,12
0.706,0.0001,305,299,25,10,1.0,50,0.01,1,10,3,604,12
0.72,0.0001,350,354,25,10,1.0,50,0.01,1,10,3,704,12
0.74,0.0001,408,396,25,10,1.0,50,0.01,1,10,3,804,12
0.814,0.0001,455,449,25,10,1.0,50,0.01,1,10,3,904,12
0.844,0.0001,499,505,25,10,1.0,50,0.01,1,10,3,1004,12
0.886,0.0001,557,547,25,10,1.0,50,0.01,1,10,3,1104,12
0.904,0.0001,596,608,25,10,1.0,50,0.01,1,10,3,1204,12
0.928,0.0001,650,654,25,10,1.0,50,0.01,1,10,3,1304,12
0.944,0.0001,691,713,25,10,1.0,50,0.01,1,10,3,1404,12
0.962,0.0001,740,764,25,10,1.0,50,0.01,1,10,3,1504,12
0.962,0.0001,790,814,25,10,1.0,50,0.01,1,10,3,1604,12
0.976,0.0001,842,862,25,10,1.0,50,0.01,1,10,3,1704,12
0.98,0.0001,894,910,25,10,1.0,50,0.01,1,10,3,1804,12
0.978,0.0001,935,969,25,10,1.0,50,0.01,1,10,3,1904,12
0.54,0.0001,0,0,25,10,0.995,50,0.01,1,10,3,0,13
0.59,0.0001,55,49,25,10,0.995,50,0.01,1,10,3,104,13
0.522,0.0001,107,97,25,10,0.995,50,0.01,1,10,3,204,13
0.574,0.0001,158,146,25,10,0.995,50,0.01,1,10,3,304,13
0.586,0.0001,215,189,25,10,0.995,50,0.01,1,10,3,404,13
0.61,0.0001,262,242,25,10,0.995,50,0.01,1,10,3,504,13
0.638,0.0001,316,288,25,10,0.995,50,0.01,1,10,3,604,13
0.68,0.0001,373,331,25,10,0.995,50,0.01,1,10,3,704,13
0.698,0.0001,417,387,25,10,0.995,50,0.01,1,10,3,804,13
0.758,0.0001,469,435,25,10,0.995,50,0.01,1,10,3,904,13
0.828,0.0001,515,489,25,10,0.995,50,0.01,1,10,3,1004,13
0.846,0.0001,569,535,25,10,0.995,50,0.01,1,10,3,1104,13
0.886,0.0001,621,583,25,10,0.995,50,0.01,1,10,3,1204,13
0.91,0.0001,660,644,25,10,0.995,50,0.01,1,10,3,1304,13
0.926,0.0001,712,692,25,10,0.995,50,0.01,1,10,3,1404,13
0.936,0.0001,763,741,25,10,0.995,50,0.01,1,10,3,1504,13
0.942,0.0001,810,794,25,10,0.995,50,0.01,1,10,3,1604,13
0.948,0.0001,858,846,25,10,0.995,50,0.01,1,10,3,1704,13
0.96,0.0001,900,904,25,10,0.995,50,0.01,1,10,3,1804,13
0.966,0.0001,952,952,25,10,0.995,50,0.01,1,10,3,1904,13
0.5,0.0001,0,0,25,10,0.996,50,0.01,1,10,3,0,14
0.542,0.0001,50,54,25,10,0.996,50,0.01,1,10,3,104,14
0.516,0.0001,111,93,25,10,0.996,50,0.01,1,10,3,204,14
0.578,0.0001,166,138,25,10,0.996,50,0.01,1,10,3,304,14
0.576,0.0001,226,178,25,10,0.996,50,0.01,1,10,3,404,14
0.658,0.0001,272,232,25,10,0.996,50,0.01,1,10,3,504,14
0.69,0.0001,318,286,25,10,0.996,50,0.01,1,10,3,604,14
0.746,0.0001,356,348,25,10,0.996,50,0.01,1,10,3,704,14
0.784,0.0001,413,391,25,10,0.996,50,0.01,1,10,3,804,14
0.822,0.0001,465,439,25,10,0.996,50,0.01,1,10,3,904,14
0.86,0.0001,510,494,25,10,0.996,50,0.01,1,10,3,1004,14
0.872,0.0001,559,545,25,10,0.996,50,0.01,1,10,3,1104,14
0.894,0.0001,614,590,25,10,0.996,50,0.01,1,10,3,1204,14
0.904,0.0001,660,644,25,10,0.996,50,0.01,1,10,3,1304,14
0.928,0.0001,708,696,25,10,0.996,50,0.01,1,10,3,1404,14
0.944,0.0001,754,750,25,10,0.996,50,0.01,1,10,3,1504,14
0.946,0.0001,811,793,25,10,0.996,50,0.01,1,10,3,1604,14
0.946,0.0001,860,844,25,10,0.996,50,0.01,1,10,3,1704,14
0.964,0.0001,907,897,25,10,0.996,50,0.01,1,10,3,1804,14
0.968,0.0001,958,946,25,10,0.996,50,0.01,1,10,3,1904,14
0.494,0.0001,0,0,25,10,0.994,50,0.01,1,10,3,0,15
0.586,0.0001,46,58,25,10,0.994,50,0.01,1,10,3,104,15
0.572,0.0001,99,105,25,10,0.994,50,0.01,1,10,3,204,15
0.622,0.0001,150,154,25,10,0.994,50,0.01,1,10,3,304,15
0.592,0.0001,199,205,25,10,0.994,50,0.01,1,10,3,404,15
0.664,0.0001,248,256,25,10,0.994,50,0.01,1,10,3,504,15
0.728,0.0001,299,305,25,10,0.994,50,0.01,1,10,3,604,15
0.734,0.0001,349,355,25,10,0.994,50,0.01,1,10,3,704,15
0.762,0.0001,398,406,25,10,0.994,50,0.01,1,10,3,804,15
0.81,0.0001,443,461,25,10,0.994,50,0.01,1,10,3,904,15
0.828,0.0001,499,505,25,10,0.994,50,0.01,1,10,3,1004,15
0.86,0.0001,551,553,25,10,0.994,50,0.01,1,10,3,1104,15
0.894,0.0001,607,597,25,10,0.994,50,0.01,1,10,3,1204,15
0.924,0.0001,658,646,25,10,0.994,50,0.01,1,10,3,1304,15
0.942,0.0001,708,696,25,10,0.994,50,0.01,1,10,3,1404,15
0.946,0.0001,759,745,25,10,0.994,50,0.01,1,10,3,1504,15
0.958,0.0001,808,796,25,10,0.994,50,0.01,1,10,3,1604,15
0.966,0.0001,855,849,25,10,0.994,50,0.01,1,10,3,1704,15
0.974,0.0001,902,902,25,10,0.994,50,0.01,1,10,3,1804,15
0.98,0.0001,959,945,25,10,0.994,50,0.01,1,10,3,1904,15
0.49,0.0001,0,0,25,10,0.996,50,0.01,1,10,3,0,16
0.566,0.0001,58,46,25,10,0.996,50,0.01,1,10,3,104,16
0.57,0.0001,110,94,25,10,0.996,50,0.01,1,10,3,204,16
0.596,0.0001,160,144,25,10,0.996,50,0.01,1,10,3,304,16
0.612,0.0001,210,194,25,10,0.996,50,0.01,1,10,3,404,16
0.682,0.0001,260,244,25,10,0.996,50,0.01,1,10,3,504,16
0.718,0.0001,316,288,25,10,0.996,50,0.01,1,10,3,604,16
0.73,0.0001,370,334,25,10,0.996,50,0.01,1,10,3,704,16
0.786,0.0001,428,376,25,10,0.996,50,0.01,1,10,3,804,16
0.8,0.0001,473,431,25,10,0.996,50,0.01,1,10,3,904,16
0.832,0.0001,528,476,25,10,0.996,50,0.01,1,10,3,1004,16
0.854,0.0001,573,531,25,10,0.996,50,0.01,1,10,3,1104,16
0.864,0.0001,624,580,25,10,0.996,50,0.01,1,10,3,1204,16
0.886,0.0001,664,640,25,10,0.996,50,0.01,1,10,3,1304,16
0.902,0.0001,713,691,25,10,0.996,50,0.01,1,10,3,1404,16
0.914,0.0001,758,746,25,10,0.996,50,0.01,1,10,3,1504,16
0.928,0.0001,809,795,25,10,0.996,50,0.01,1,10,3,1604,16
0.942,0.0001,859,845,25,10,0.996,50,0.01,1,10,3,1704,16
0.956,0.0001,915,889,25,10,0.996,50,0.01,1,10,3,1804,16
0.962,0.0001,969,935,25,10,0.996,50,0.01,1,10,3,1904,16
0.522,0.0001,0,0,25,10,0.993,50,0.01,1,10,3,0,17
0.582,0.0001,44,60,25,10,0.993,50,0.01,1,10,3,104,17
0.516,0.0001,93,111,25,10,0.993,50,0.01,1,10,3,204,17
0.57,0.0001,140,164,25,10,0.993,50,0.01,1,10,3,304,17
0.634,0.0001,192,212,25,10,0.993,50,0.01,1,10,3,404,17
0.636,0.0001,255,249,25,10,0.993,50,0.01,1,10,3,504,17
0.654,0.0001,308,296,25,10,0.993,50,0.01,1,10,3,604,17
0.724,0.0001,360,344,25,10,0.993,50,0.01,1,10,3,704,17
0.754,0.0001,411,393,25,10,0.993,50,0.01,1,10,3,804,17
0.778,0.0001,467,437,25,10,0.993,50,0.01,1,10,3,904,17
0.822,0.0001,522,482,25,10,0.993,50,0.01,1,10,3,1004,17
0.83,0.0001,568,536,25,10,0.993,50,0.01,1,10,3,1104,17
0.848,0.0001,618,586,25,10,0.993,50,0.01,1,10,3,1204,17
0.856,0.0001,664,640,25,10,0.993,50,0.01,1,10,3,1304,17
0.862,0.0001,705,699,25,10,0.993,50,0.01,1,10,3,1404,17
0.886,0.0001,753,751,25,10,0.993,50,0.01,1,10,3,1504,17
0.888,0.0001,805,799,25,10,0.993,50,0.01,1,10,3,1604,17
0.904,0.0001,851,853,25,10,0.993,50,0.01,1,10,3,1704,17
0.91,0.0001,898,906,25,10,0.993,50,0.01,1,10,3,1804,17
0.926,0.0001,949,955,25,10,0.993,50,0.01,1,10,3,1904,17
0.54,0.0001,0,0,25,10,0.993,50,0.01,1,10,3,0,18
0.526,0.0001,53,51,25,10,0.993,50,0.01,1,10,3,104,18
0.556,0.0001,98,106,25,10,0.993,50,0.01,1,10,3,204,18
0.57,0.0001,149,155,25,10,0.993,50,0.01,1,10,3,304,18
0.622,0.0001,195,209,25,10,0.993,50,0.01,1,10,3,404,18
0.57,0.0001,247,257,25,10,0.993,50,0.01,1,10,3,504,18
0.634,0.0001,299,305,25,10,0.993,50,0.01,1,10,3,604,18
0.668,0.0001,346,358,25,10,0.993,50,0.01,1,10,3,704,18
0.69,0.0001,401,403,25,10,0.993,50,0.01,1,10,3,804,18
0.736,0.0001,457,447,25,10,0.993,50,0.01,1,10,3,904,18
0.76,0.0001,508,496,25,10,0.993,50,0.01,1,10,3,1004,18
0.782,0.0001,556,548,25,10,0.993,50,0.01,1,10,3,1104,18
0.818,0.0001,606,598,25,10,0.993,50,0.01,1,10,3,1204,18
0.85,0.0001,650,654,25,10,0.993,50,0.01,1,10,3,1304,18
0.87,0.0001,697,707,25,10,0.993,50,0.01,1,10,3,1404,18
0.882,0.0001,749,755,25,10,0.993,50,0.01,1,10,3,1504,18
0.894,0.0001,795,809,25,10,0.993,50,0.01,1,10,3,1604,18
0.92,0.0001,844,860,25,10,0.993,50,0.01,1,10,3,1704,18
0.926,0.0001,900,904,25,10,0.993,50,0.01,1,10,3,1804,18
0.936,0.0001,950,954,25,10,0.993,50,0.01,1,10,3,1904,18
0.512,0.0001,0,0,25,10,0.995,50,0.01,1,10,3,0,19
0.59,0.0001,64,40,25,10,0.995,50,0.01,1,10,3,104,19
0.58,0.0001,118,86,25,10,0.995,50,0.01,1,10,3,204,19
0.642,0.0001,161,143,25,10,0.995,50,0.01,1,10,3,304,19
0.618,0.0001,221,183,25,10,0.995,50,0.01,1,10,3,404,19
0.634,0.0001,276,228,25,10,0.995,50,0.01,1,10,3,504,19
0.712,0.0001,324,280,25,10,0.995,50,0.01,1,10,3,604,19
