accuracy,alpha,batch_neg,batch_pos,embed_dim,equality_pretrain_max_iter,equality_pretraining_accuracy,hidden_dim,learning_rate,max_equality_pretraining_trials,rep_pretrain_max_iter,rep_pretrain_tasks,train_size,trial
0.97,0.0001,946,958,25,10,0.997,50,0.01,1,10,5,1904,7
0.494,0.0001,0,0,25,10,0.997,50,0.01,1,10,5,0,8
0.57,0.0001,55,49,25,10,0.997,50,0.01,1,10,5,104,8
0.552,0.0001,104,100,25,10,0.997,50,0.01,1,10,5,204,8
0.676,0.0001,152,152,25,10,0.997,50,0.01,1,10,5,304,8
0.626,0.0001,208,196,25,10,0.997,50,0.01,1,10,5,404,8
0.744,0.0001,262,242,25,10,0.997,50,0.01,1,10,5,504,8
0.754,0.0001,311,293,25,10,0.997,50,0.01,1,10,5,604,8
0.764,0.0001,356,348,25,10,0.997,50,0.01,1,10,5,704,8
0.808,0.0001,416,388,25,10,0.997,50,0.01,1,10,5,804,8
0.834,0.0001,477,427,25,10,0.997,50,0.01,1,10,5,904,8
0.832,0.0001,523,481,25,10,0.997,50,0.01,1,10,5,1004,8
0.868,0.0001,574,530,25,10,0.997,50,0.01,1,10,5,1104,8
0.882,0.0001,620,584,25,10,0.997,50,0.01,1,10,5,1204,8
0.898,0.0001,671,633,25,10,0.997,50,0.01,1,10,5,1304,8
0.904,0.0001,728,676,25,10,0.997,50,0.01,1,10,5,1404,8
0.926,0.0001,777,727,25,10,0.997,50,0.01,1,10,5,1504,8
0.946,0.0001,825,779,25,10,0.997,50,0.01,1,10,5,1604,8
0.954,0.0001,871,833,25,10,0.997,50,0.01,1,10,5,1704,8
0.958,0.0001,915,889,25,10,0.997,50,0.01,1,10,5,1804,8
0.96,0.0001,961,943,25,10,0.997,50,0.01,1,10,5,1904,8
0.508,0.0001,0,0,25,10,0.998,50,0.01,1,10,5,0,9
0.6,0.0001,52,52,25,10,0.998,50,0.01,1,10,5,104,9
0.548,0.0001,100,104,25,10,0.998,50,0.01,1,10,5,204,9
0.646,0.0001,149,155,25,10,0.998,50,0.01,1,10,5,304,9
0.606,0.0001,203,201,25,10,0.998,50,0.01,1,10,5,404,9
0.672,0.0001,257,247,25,10,0.998,50,0.01,1,10,5,504,9
0.684,0.0001,303,301,25,10,0.998,50,0.01,1,10,5,604,9
0.726,0.0001,350,354,25,10,0.998,50,0.01,1,10,5,704,9
0.78,0.0001,396,408,25,10,0.998,50,0.01,1,10,5,804,9
0.814,0.0001,443,461,25,10,0.998,50,0.01,1,10,5,904,9
0.836,0.0001,494,510,25,10,0.998,50,0.01,1,10,5,1004,9
0.874,0.0001,545,559,25,10,0.998,50,0.01,1,10,5,1104,9
0.904,0.0001,596,608,25,10,0.998,50,0.01,1,10,5,1204,9
0.926,0.0001,648,656,25,10,0.998,50,0.01,1,10,5,1304,9
0.942,0.0001,699,705,25,10,0.998,50,0.01,1,10,5,1404,9
0.952,0.0001,743,761,25,10,0.998,50,0.01,1,10,5,1504,9
0.964,0.0001,796,808,25,10,0.998,50,0.01,1,10,5,1604,9
0.97,0.0001,850,854,25,10,0.998,50,0.01,1,10,5,1704,9
0.97,0.0001,894,910,25,10,0.998,50,0.01,1,10,5,1804,9
0.976,0.0001,955,949,25,10,0.998,50,0.01,1,10,5,1904,9
0.504,0.0001,0,0,25,10,0.996,50,0.01,1,10,5,0,10
0.564,0.0001,51,53,25,10,0.996,50,0.01,1,10,5,104,10
0.556,0.0001,95,109,25,10,0.996,50,0.01,1,10,5,204,10
0.654,0.0001,149,155,25,10,0.996,50,0.01,1,10,5,304,10
0.67,0.0001,204,200,25,10,0.996,50,0.01,1,10,5,404,10
0.716,0.0001,261,243,25,10,0.996,50,0.01,1,10,5,504,10
0.75,0.0001,312,292,25,10,0.996,50,0.01,1,10,5,604,10
0.792,0.0001,358,346,25,10,0.996,50,0.01,1,10,5,704,10
0.826,0.0001,404,400,25,10,0.996,50,0.01,1,10,5,804,10
0.862,0.0001,452,452,25,10,0.996,50,0.01,1,10,5,904,10
0.89,0.0001,501,503,25,10,0.996,50,0.01,1,10,5,1004,10
0.912,0.0001,548,556,25,10,0.996,50,0.01,1,10,5,1104,10
0.93,0.0001,598,606,25,10,0.996,50,0.01,1,10,5,1204,10
0.94,0.0001,652,652,25,10,0.996,50,0.01,1,10,5,1304,10
0.948,0.0001,699,705,25,10,0.996,50,0.01,1,10,5,1404,10
0.962,0.0001,746,758,25,10,0.996,50,0.01,1,10,5,1504,10
0.96,0.0001,799,805,25,10,0.996,50,0.01,1,10,5,1604,10
0.97,0.0001,851,853,25,10,0.996,50,0.01,1,10,5,1704,10
0.97,0.0001,902,902,25,10,0.996,50,0.01,1,10,5,1804,10
0.97,0.0001,952,952,25,10,0.996,50,0.01,1,10,5,1904,10
0.506,0.0001,0,0,25,10,0.997,50,0.01,1,10,5,0,11
0.558,0.0001,57,47,25,10,0.997,50,0.01,1,10,5,104,11
0.516,0.0001,105,99,25,10,0.997,50,0.01,1,10,5,204,11
0.614,0.0001,160,144,25,10,0.997,50,0.01,1,10,5,304,11
0.606,0.0001,210,194,25,10,0.997,50,0.01,1,10,5,404,11
0.642,0.0001,260,244,25,10,0.997,50,0.01,1,10,5,504,11
0.678,0.0001,320,284,25,10,0.997,50,0.01,1,10,5,604,11
0.754,0.0001,360,344,25,10,0.997,50,0.01,1,10,5,704,11
0.796,0.0001,401,403,25,10,0.997,50,0.01,1,10,5,804,11
0.832,0.0001,447,457,25,10,0.997,50,0.01,1,10,5,904,11
0.87,0.0001,505,499,25,10,0.997,50,0.01,1,10,5,1004,11
0.896,0.0001,562,542,25,10,0.997,50,0.01,1,10,5,1104,11
0.924,0.0001,613,591,25,10,0.997,50,0.01,1,10,5,1204,11
0.95,0.0001,654,650,25,10,0.997,50,0.01,1,10,5,1304,11
0.962,0.0001,701,703,25,10,0.997,50,0.01,1,10,5,1404,11
0.97,0.0001,752,752,25,10,0.997,50,0.01,1,10,5,1504,11
0.978,0.0001,802,802,25,10,0.997,50,0.01,1,10,5,1604,11
0.978,0.0001,850,854,25,10,0.997,50,0.01,1,10,5,1704,11
0.978,0.0001,902,902,25,10,0.997,50,0.01,1,10,5,1804,11
0.978,0.0001,953,951,25,10,0.997,50,0.01,1,10,5,1904,11
0.498,0.0001,0,0,25,10,0.996,50,0.01,1,10,5,0,12
0.528,0.0001,47,57,25,10,0.996,50,0.01,1,10,5,104,12
0.516,0.0001,87,117,25,10,0.996,50,0.01,1,10,5,204,12
0.558,0.0001,141,163,25,10,0.996,50,0.01,1,10,5,304,12
0.608,0.0001,197,207,25,10,0.996,50,0.01,1,10,5,404,12
0.628,0.0001,245,259,25,10,0.996,50,0.01,1,10,5,504,12
0.618,0.0001,297,307,25,10,0.996,50,0.01,1,10,5,604,12
0.582,0.0001,352,352,25,10,0.996,50,0.01,1,10,5,704,12
0.604,0.0001,400,404,25,10,0.996,50,0.01,1,10,5,804,12
0.644,0.0001,454,450,25,10,0.996,50,0.01,1,10,5,904,12
0.654,0.0001,502,502,25,10,0.996,50,0.01,1,10,5,1004,12
0.68,0.0001,555,549,25,10,0.996,50,0.01,1,10,5,1104,12
0.71,0.0001,603,601,25,10,0.996,50,0.01,1,10,5,1204,12
0.734,0.0001,655,649,25,10,0.996,50,0.01,1,10,5,1304,12
0.786,0.0001,706,698,25,10,0.996,50,0.01,1,10,5,1404,12
0.83,0.0001,760,744,25,10,0.996,50,0.01,1,10,5,1504,12
0.86,0.0001,810,794,25,10,0.996,50,0.01,1,10,5,1604,12
0.896,0.0001,860,844,25,10,0.996,50,0.01,1,10,5,1704,12
0.932,0.0001,908,896,25,10,0.996,50,0.01,1,10,5,1804,12
0.946,0.0001,955,949,25,10,0.996,50,0.01,1,10,5,1904,12
0.506,0.0001,0,0,25,10,0.997,50,0.01,1,10,5,0,13
0.618,0.0001,49,55,25,10,0.997,50,0.01,1,10,5,104,13
0.554,0.0001,86,118,25,10,0.997,50,0.01,1,10,5,204,13
0.69,0.0001,141,163,25,10,0.997,50,0.01,1,10,5,304,13
0.712,0.0001,193,211,25,10,0.997,50,0.01,1,10,5,404,13
0.698,0.0001,244,260,25,10,0.997,50,0.01,1,10,5,504,13
0.772,0.0001,291,313,25,10,0.997,50,0.01,1,10,5,604,13
0.752,0.0001,342,362,25,10,0.997,50,0.01,1,10,5,704,13
0.814,0.0001,400,404,25,10,0.997,50,0.01,1,10,5,804,13
0.84,0.0001,459,445,25,10,0.997,50,0.01,1,10,5,904,13
0.856,0.0001,508,496,25,10,0.997,50,0.01,1,10,5,1004,13
0.882,0.0001,559,545,25,10,0.997,50,0.01,1,10,5,1104,13
0.888,0.0001,602,602,25,10,0.997,50,0.01,1,10,5,1204,13
0.898,0.0001,651,653,25,10,0.997,50,0.01,1,10,5,1304,13
0.906,0.0001,703,701,25,10,0.997,50,0.01,1,10,5,1404,13
0.922,0.0001,760,744,25,10,0.997,50,0.01,1,10,5,1504,13
0.942,0.0001,817,787,25,10,0.997,50,0.01,1,10,5,1604,13
0.944,0.0001,858,846,25,10,0.997,50,0.01,1,10,5,1704,13
0.956,0.0001,909,895,25,10,0.997,50,0.01,1,10,5,1804,13
0.958,0.0001,961,943,25,10,0.997,50,0.01,1,10,5,1904,13
0.48,0.0001,0,0,25,10,0.997,50,0.01,1,10,5,0,14
0.548,0.0001,57,47,25,10,0.997,50,0.01,1,10,5,104,14
0.516,0.0001,114,90,25,10,0.997,50,0.01,1,10,5,204,14
0.58,0.0001,162,142,25,10,0.997,50,0.01,1,10,5,304,14
0.582,0.0001,210,194,25,10,0.997,50,0.01,1,10,5,404,14
0.654,0.0001,252,252,25,10,0.997,50,0.01,1,10,5,504,14
0.662,0.0001,310,294,25,10,0.997,50,0.01,1,10,5,604,14
0.712,0.0001,354,350,25,10,0.997,50,0.01,1,10,5,704,14
0.746,0.0001,402,402,25,10,0.997,50,0.01,1,10,5,804,14
0.802,0.0001,448,456,25,10,0.997,50,0.01,1,10,5,904,14
0.862,0.0001,503,501,25,10,0.997,50,0.01,1,10,5,1004,14
0.902,0.0001,562,542,25,10,0.997,50,0.01,1,10,5,1104,14
0.926,0.0001,618,586,25,10,0.997,50,0.01,1,10,5,1204,14
0.95,0.0001,666,638,25,10,0.997,50,0.01,1,10,5,1304,14
0.952,0.0001,721,683,25,10,0.997,50,0.01,1,10,5,1404,14
0.958,0.0001,774,730,25,10,0.997,50,0.01,1,10,5,1504,14
0.962,0.0001,821,783,25,10,0.997,50,0.01,1,10,5,1604,14
0.976,0.0001,871,833,25,10,0.997,50,0.01,1,10,5,1704,14
0.98,0.0001,915,889,25,10,0.997,50,0.01,1,10,5,1804,14
0.98,0.0001,962,942,25,10,0.997,50,0.01,1,10,5,1904,14
0.522,0.0001,0,0,25,10,0.996,50,0.01,1,10,5,0,15
0.59,0.0001,55,49,25,10,0.996,50,0.01,1,10,5,104,15
0.538,0.0001,111,93,25,10,0.996,50,0.01,1,10,5,204,15
0.624,0.0001,158,146,25,10,0.996,50,0.01,1,10,5,304,15
0.626,0.0001,205,199,25,10,0.996,50,0.01,1,10,5,404,15
0.652,0.0001,255,249,25,10,0.996,50,0.01,1,10,5,504,15
0.682,0.0001,305,299,25,10,0.996,50,0.01,1,10,5,604,15
0.746,0.0001,357,347,25,10,0.996,50,0.01,1,10,5,704,15
0.764,0.0001,408,396,25,10,0.996,50,0.01,1,10,5,804,15
0.834,0.0001,467,437,25,10,0.996,50,0.01,1,10,5,904,15
0.866,0.0001,519,485,25,10,0.996,50,0.01,1,10,5,1004,15
0.912,0.0001,567,537,25,10,0.996,50,0.01,1,10,5,1104,15
0.946,0.0001,614,590,25,10,0.996,50,0.01,1,10,5,1204,15
0.96,0.0001,654,650,25,10,0.996,50,0.01,1,10,5,1304,15
0.96,0.0001,709,695,25,10,0.996,50,0.01,1,10,5,1404,15
0.97,0.0001,756,748,25,10,0.996,50,0.01,1,10,5,1504,15
0.98,0.0001,801,803,25,10,0.996,50,0.01,1,10,5,1604,15
0.98,0.0001,849,855,25,10,0.996,50,0.01,1,10,5,1704,15
0.982,0.0001,896,908,25,10,0.996,50,0.01,1,10,5,1804,15
0.98,0.0001,949,955,25,10,0.996,50,0.01,1,10,5,1904,15
0.508,0.0001,0,0,25,10,0.997,50,0.01,1,10,5,0,16
0.578,0.0001,55,49,25,10,0.997,50,0.01,1,10,5,104,16
0.482,0.0001,109,95,25,10,0.997,50,0.01,1,10,5,204,16
0.57,0.0001,151,153,25,10,0.997,50,0.01,1,10,5,304,16
0.564,0.0001,198,206,25,10,0.997,50,0.01,1,10,5,404,16
0.582,0.0001,256,248,25,10,0.997,50,0.01,1,10,5,504,16
0.636,0.0001,308,296,25,10,0.997,50,0.01,1,10,5,604,16
0.66,0.0001,351,353,25,10,0.997,50,0.01,1,10,5,704,16
0.68,0.0001,409,395,25,10,0.997,50,0.01,1,10,5,804,16
0.722,0.0001,459,445,25,10,0.997,50,0.01,1,10,5,904,16
0.77,0.0001,515,489,25,10,0.997,50,0.01,1,10,5,1004,16
0.834,0.0001,557,547,25,10,0.997,50,0.01,1,10,5,1104,16
0.852,0.0001,604,600,25,10,0.997,50,0.01,1,10,5,1204,16
0.88,0.0001,659,645,25,10,0.997,50,0.01,1,10,5,1304,16
0.906,0.0001,703,701,25,10,0.997,50,0.01,1,10,5,1404,16
0.926,0.0001,759,745,25,10,0.997,50,0.01,1,10,5,1504,16
0.934,0.0001,814,790,25,10,0.997,50,0.01,1,10,5,1604,16
0.952,0.0001,859,845,25,10,0.997,50,0.01,1,10,5,1704,16
0.954,0.0001,916,888,25,10,0.997,50,0.01,1,10,5,1804,16
0.962,0.0001,954,950,25,10,0.997,50,0.01,1,10,5,1904,16
0.56,0.0001,0,0,25,10,0.993,50,0.01,1,10,5,0,17
0.606,0.0001,49,55,25,10,0.993,50,0.01,1,10,5,104,17
0.528,0.0001,97,107,25,10,0.993,50,0.01,1,10,5,204,17
0.66,0.0001,147,157,25,10,0.993,50,0.01,1,10,5,304,17
0.652,0.0001,200,204,25,10,0.993,50,0.01,1,10,5,404,17
0.698,0.0001,254,250,25,10,0.993,50,0.01,1,10,5,504,17
0.724,0.0001,296,308,25,10,0.993,50,0.01,1,10,5,604,17
0.732,0.0001,346,358,25,10,0.993,50,0.01,1,10,5,704,17
0.808,0.0001,396,408,25,10,0.993,50,0.01,1,10,5,804,17
0.876,0.0001,444,460,25,10,0.993,50,0.01,1,10,5,904,17
0.914,0.0001,486,518,25,10,0.993,50,0.01,1,10,5,1004,17
0.938,0.0001,537,567,25,10,0.993,50,0.01,1,10,5,1104,17
0.946,0.0001,589,615,25,10,0.993,50,0.01,1,10,5,1204,17
0.968,0.0001,645,659,25,10,0.993,50,0.01,1,10,5,1304,17
0.974,0.0001,695,709,25,10,0.993,50,0.01,1,10,5,1404,17
0.976,0.0001,750,754,25,10,0.993,50,0.01,1,10,5,1504,17
0.984,0.0001,796,808,25,10,0.993,50,0.01,1,10,5,1604,17
0.984,0.0001,843,861,25,10,0.993,50,0.01,1,10,5,1704,17
0.984,0.0001,892,912,25,10,0.993,50,0.01,1,10,5,1804,17
0.984,0.0001,941,963,25,10,0.993,50,0.01,1,10,5,1904,17
0.532,0.0001,0,0,25,10,0.995,50,0.01,1,10,5,0,18
0.582,0.0001,59,45,25,10,0.995,50,0.01,1,10,5,104,18
0.542,0.0001,106,98,25,10,0.995,50,0.01,1,10,5,204,18
0.616,0.0001,159,145,25,10,0.995,50,0.01,1,10,5,304,18
0.668,0.0001,207,197,25,10,0.995,50,0.01,1,10,5,404,18
0.698,0.0001,258,246,25,10,0.995,50,0.01,1,10,5,504,18
0.732,0.0001,308,296,25,10,0.995,50,0.01,1,10,5,604,18
0.78,0.0001,358,346,25,10,0.995,50,0.01,1,10,5,704,18
0.806,0.0001,409,395,25,10,0.995,50,0.01,1,10,5,804,18
0.824,0.0001,452,452,25,10,0.995,50,0.01,1,10,5,904,18
0.836,0.0001,491,513,25,10,0.995,50,0.01,1,10,5,1004,18
0.856,0.0001,541,563,25,10,0.995,50,0.01,1,10,5,1104,18
0.87,0.0001,600,604,25,10,0.995,50,0.01,1,10,5,1204,18
0.882,0.0001,650,654,25,10,0.995,50,0.01,1,10,5,1304,18
0.9,0.0001,701,703,25,10,0.995,50,0.01,1,10,5,1404,18
0.916,0.0001,751,753,25,10,0.995,50,0.01,1,10,5,1504,18
0.926,0.0001,797,807,25,10,0.995,50,0.01,1,10,5,1604,18
0.94,0.0001,854,850,25,10,0.995,50,0.01,1,10,5,1704,18
0.946,0.0001,901,903,25,10,0.995,50,0.01,1,10,5,1804,18
0.948,0.0001,943,961,25,10,0.995,50,0.01,1,10,5,1904,18
0.538,0.0001,0,0,25,10,0.995,50,0.01,1,10,5,0,19
0.6,0.0001,47,57,25,10,0.995,50,0.01,1,10,5,104,19
0.508,0.0001,98,106,25,10,0.995,50,0.01,1,10,5,204,19
0.61,0.0001,148,156,25,10,0.995,50,0.01,1,10,5,304,19
0.602,0.0001,206,198,25,10,0.995,50,0.01,1,10,5,404,19
0.612,0.0001,254,250,25,10,0.995,50,0.01,1,10,5,504,19
0.698,0.0001,311,293,25,10,0.995,50,0.01,1,10,5,604,19
